hunt_code,open_date,close_date,bag_limit_description,notes
035,2026-09-25,2026-10-04,,035 Sept 25 - Oct 4 Sept 25 - Oct 4
"041, 042",2026-08-15,2026-08-21,,"041, 042 Aug 15 - Aug 21 Aug 15 - Aug 21"
"041, 042",2026-08-15,2026-08-21,,"041, 042 Aug 15 - Aug 21 Aug 15 - Aug 21"
043,2026-08-15,2026-08-21,,043 - 046 Aug 15 - Aug 21 Aug 15 - Aug 21
043,2026-08-15,2026-08-21,,043 - 046 Aug 15 - Aug 21 Aug 15 - Aug 21
051,2026-08-15,2026-08-21,,051 Aug 15 - Aug 21 Aug 15 - Aug 21
051,2026-08-15,2026-08-21,,051 Aug 15 - Aug 21 Aug 15 - Aug 21
"061, 062, 064, 071, 073",2026-09-25,2026-10-04,,"061, 062, 064, 071, 073 Sept 25 - Oct 4 Sept 25 - Oct 4"
"061, 062, 064, 071, 073",2026-09-25,2026-10-04,,"061, 062, 064, 071, 073 Sept 25 - Oct 4 Sept 25 - Oct 4"
"065, 142, 144A",2026-09-25,2026-10-04,,"065, 142, 144A Sept 25 - Oct 4 Sept 25 - Oct 4"
"065, 142, 144A",2026-09-25,2026-10-04,,"065, 142, 144A Sept 25 - Oct 4 Sept 25 - Oct 4"
066,2026-09-25,2026-10-04,,066 Sept 25 - Oct 4 Sept 25 - Oct 4
066,2026-09-25,2026-10-04,,066 Sept 25 - Oct 4 Sept 25 - Oct 4
"067, 068",2026-09-25,2026-10-04,,"067, 068 Sept 25 - Oct 4 Sept 25 - Oct 4"
"067, 068",2026-09-25,2026-10-04,,"067, 068 Sept 25 - Oct 4 Sept 25 - Oct 4"
"072, 074, 075",2026-09-25,2026-10-04,,"072, 074, 075 Sept 25 - Oct 4 Sept 25 - Oct 4"
"072, 074, 075",2026-09-25,2026-10-04,,"072, 074, 075 Sept 25 - Oct 4 Sept 25 - Oct 4"
"076, 077, 079, 081, 091",2026-09-25,2026-10-04,,"076, 077, 079, 081, 091 Sept 25 - Oct 4 Sept 25 - Oct 4"
"076, 077, 079, 081, 091",2026-09-25,2026-10-04,,"076, 077, 079, 081, 091 Sept 25 - Oct 4 Sept 25 - Oct 4"
"078, 105",2026-09-25,2026-10-04,,"078, 105 - 107, 121 Sept 25 - Oct 4 Sept 25 - Oct 4"
"078, 105",2026-09-25,2026-10-04,,"078, 105 - 107, 121 Sept 25 - Oct 4 Sept 25 - Oct 4"
101,2026-09-25,2026-10-04,,"101 – 104, 108, 109, 144B Sept 25 - Oct 4 Sept 25 - Oct 4"
101,2026-09-25,2026-10-04,,"101 – 104, 108, 109, 144B Sept 25 - Oct 4 Sept 25 - Oct 4"
111,2026-09-25,2026-10-04,,111 – 114 Sept 25 - Oct 4 Sept 25 - Oct 4
111,2026-09-25,2026-10-04,,111 – 114 Sept 25 - Oct 4 Sept 25 - Oct 4
"115, 231, 242",2026-08-15,2026-08-21,,"115, 231, 242 Aug 15 - Aug 21 Aug 15 - Aug 21"
"115, 231, 242",2026-08-15,2026-08-21,,"115, 231, 242 Aug 15 - Aug 21 Aug 15 - Aug 21"
"131, 145, 163, 164",2026-08-15,2026-08-21,,"131, 145, 163, 164 Aug 15 - Aug 21 Aug 15 - Aug 21"
"131, 145, 163, 164",2026-08-15,2026-08-21,,"131, 145, 163, 164 Aug 15 - Aug 21 Aug 15 - Aug 21"
132,2026-08-15,2026-08-21,,"132 - 134, 245 Aug 15 - Aug 21 Aug 15 - Aug 21"
132,2026-08-15,2026-08-21,,"132 - 134, 245 Aug 15 - Aug 21 Aug 15 - Aug 21"
"141, 143, 151",2026-08-15,2026-08-21,,"141, 143, 151 - 156 Aug 15 - Aug 21 Aug 15 - Aug 21"
