hunt_code,open_date,close_date,bag_limit_description,notes
68-6-ARCH,2026-09-15,2026-09-30,Cow or calf,Special archery season
69-Gen,2026-10-01,2026-10-31,Any elk,Regular season
69-Gen-ARCH,2026-09-15,2026-09-30,Any elk,Special archery season
69-6,2026-10-01,2026-11-30,Cow or calf,Regular season; Quota: 50
69-6-ARCH,2026-09-15,2026-09-30,Cow or calf,Special archery season
70-Gen-ARCH,2026-09-01,2026-09-19,Any elk,Special archery season
70-Gen,2026-09-20,2026-10-31,"Antlered elk, spikes excluded",Regular season
71-Gen-ARCH,2026-09-01,2026-09-19,Any elk,Special archery season
71-Gen,2026-09-20,2026-10-31,"Antlered elk, spikes excluded",Regular season
73-Gen,2026-09-20,2026-10-25,Any elk,Regular season
73-Gen-ARCH,2026-09-01,2026-09-19,Any elk,Special archery season
73-6-ARCH,2026-09-01,2026-09-19,Cow or calf valid in the entire area,Special archery season
73-6,2026-08-15,2027-01-31,Cow or calf valid on private land,Regular season; Quota: 35
75-4,2026-11-16,2026-12-08,Antlerless elk; the Snake River Bottom and Antelope Flats portions shall be closed,Regular season; Quota: 20
75-6,2026-11-16,2026-12-08,Cow or calf; the Snake River Bottom and Antelope Flats portions shall be closed,Regular season; Quota: 20
77-,2026-10-09,2026-10-22,"General license and unused limited quota licenses, excluding limited quota cow or calf licenses, valid for any elk",Regular season
77-,2026-10-23,2026-11-27,"General license and unused limited quota licenses, antlerless elk",Regular season
"77-Youth
only",2026-11-28,2026-12-01,"National Elk Refuge permits shall be issued only for those in possession of a full price youth elk license, any elk; youth only",Regular season
77-,2026-12-02,2026-12-13,"General license and unused limited quota licenses, antlerless elk",Regular season
78-Gen-ARCH,2026-09-01,2026-09-25,Any elk valid in the entire area,Special archery season
78-Gen,2026-08-15,2026-10-31,Antlerless elk valid on private land,Regular season
78-1,2026-08-15,2026-09-25,Any elk valid off national forest,Regular season; Quota: 75
78-1,2026-09-26,2027-01-31,Any elk valid in the entire area,Regular season
78-1-ARCH,2026-09-01,2026-09-25,Any elk valid in the entire area,Special archery season
78-2,2026-08-15,2026-10-31,Any elk valid on private land,Regular season; Quota: 50
78-2-ARCH,2026-09-01,2026-09-25,Any elk valid in the entire area,Special archery season
78-6,2026-08-15,2026-09-25,Cow or calf valid off national forest,Regular season; Quota: 175
78-6,2026-09-26,2027-01-31,Cow or calf valid in the entire area,Regular season
78-6-ARCH,2026-09-01,2026-09-25,Cow or calf valid in the entire area,Special archery season
80-Gen,2026-09-26,2026-10-31,Any elk,Regular season
80-Gen-ARCH,2026-09-01,2026-09-25,Any elk,Special archery season
80-6,2026-10-15,2026-11-20,Cow or calf,Regular season; Quota: 300
80-6-ARCH,2026-09-01,2026-09-25,Cow or calf,Special archery season
80-6,2026-11-21,2026-11-30,Cow or calf valid south of the Curtis Canyon and Sheep Creek roads (U.S.F.S. roads 30440 and 30445) excluding the Flat Creek drainage,Regular season
81-Gen-ARCH,2026-09-01,2026-09-25,Any elk,Special archery season
81-Gen,2026-09-26,2026-10-25,"Antlered elk, spikes excluded",Regular season
82-Gen-ARCH,2026-09-01,2026-09-25,Any elk,Special archery season
82-Gen,2026-09-26,2026-10-25,"Antlered elk, spikes excluded",Regular season
82-4,2026-09-10,2026-11-03,Antlerless elk,Regular season; Quota: 50
82-4-ARCH,2026-09-01,2026-09-09,Antlerless elk,Special archery season
82-4,2026-11-04,2027-01-31,Antlerless elk valid on private land; also valid on private land in Areas 70 and 81,Regular season
83-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
83-Gen,2026-10-01,2026-10-25,"Antlered elk, spikes excluded",Regular season
84-Gen-ARCH,2026-09-01,2026-09-25,Any elk,Special archery season
84-Gen,2026-09-26,2026-10-31,"Any elk, spikes excluded",Regular season
84-Gen,2026-11-01,2026-11-15,Antlerless elk,Regular season
84-1,2026-11-01,2027-01-31,Any elk valid on private land west of U.S. Highway 191 and north and east of the Snake River starting at the South Park Bridge,Regular season; Quota: 50
84-6,2026-09-26,2026-11-30,Cow or calf; that portion of Area 84 east and south of Shoal Creek to the Hoback River shall be closed after Nov. 20,Regular season; Quota: 350
84-6-ARCH,2026-09-01,2026-09-25,Cow or calf; that portion of Area 84 east and south of Shoal Creek to the Hoback River shall be closed after Nov. 20,Special archery season
"84, 85-7",2026-08-15,2027-01-31,Cow or calf valid on private land in Area 84; also valid in that portion of Area 85 on or within 200 yards of irrigated land north of Fall Creek,Regular season; Quota: 250
85-Gen-ARCH,2026-09-01,2026-09-25,Any elk,Special archery season
85-Gen,2026-09-26,2026-10-31,"Any elk, spikes excluded",Regular season
85-6,2026-09-26,2026-11-15,Cow or calf,Regular season; Quota: 100
85-6-ARCH,2026-09-01,2026-09-25,Cow or calf,Special archery season
86-Gen,2026-09-26,2026-10-31,Any elk,Regular season
86-Gen-ARCH,2026-09-01,2026-09-25,Any elk,Special archery season
86-Gen,2026-11-01,2026-11-20,Antlerless elk,Regular season
86-6,2026-09-26,2026-11-30,Cow or calf,Regular season; Quota: 150
86-6-ARCH,2026-09-01,2026-09-25,Cow or calf,Special archery season
87-Gen,2026-10-15,2026-10-31,Any elk,Regular season
87-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
87-Gen,2026-11-01,2026-11-20,Antlerless elk,Regular season
87-1,2026-12-01,2027-01-31,Antlered elk valid within the interior of the Dell Creek Loop Road (Forest Road 30580 and Sublette County Road 23-114),Regular season; Quota: 10
87-6,2026-12-01,2027-01-31,"Cow or calf valid south and east of Dell Creek, and west of North Fork Fisherman Creek",Regular season; Quota: 50
87-7,2026-10-15,2026-11-20,Cow or calf,Regular season; Quota: 150
87-7-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
88-1,2026-10-01,2026-10-31,Any elk,Regular season; Quota: 40
88-1-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
88-1,2026-11-01,2026-11-30,Antlerless elk valid south of Peterson Lane and south and west of the Greys River Wildlife Habitat Management Area Elk Fence,Regular season
89-Gen,2026-10-15,2026-10-25,Any elk,Regular season
89-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
90-Gen,2026-10-15,2026-10-25,Any elk,Regular season
90-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
90-6,2026-10-15,2026-10-25,Cow or calf,Regular season; Quota: 50
90-6-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
91-Gen,2026-10-15,2026-10-31,Any elk,Regular season
91-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
91-1,2026-10-01,2026-10-31,Any elk,Regular season; Quota: 100
91-1-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
91-1,2026-11-01,2026-12-31,Antlerless elk,Regular season
91-1,2027-01-01,2027-01-31,Antlerless elk valid off national forest,Regular season
91-6,2026-10-01,2026-12-31,Cow or calf,Regular season; Quota: 300
91-6-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
91-6,2027-01-01,2027-01-31,Cow or calf valid off national forest,Regular season
91-7,2026-10-01,2027-01-31,Cow or calf valid off national forest west of U.S. Highway 89 and south of Wyoming Highway 239,Regular season; Quota: 150
91-7-ARCH,2026-09-01,2026-09-30,Cow or calf valid off national forest west of U.S. Highway 89 and south of Wyoming Highway 239,Special archery season
92-Gen,2026-10-15,2026-10-31,Any elk,Regular season
92-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
92-Gen,2026-11-01,2026-11-20,Antlerless elk,Regular season
92-6,2026-10-01,2026-11-30,Cow or calf,Regular season; Quota: 500
92-6-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
92-6,2026-12-01,2027-01-31,"Cow or calf valid north of Wyoming Highway 354 and Sublette County Road 112, east of Sublette County Road 115, and south of South Beaver Creek",Regular season
93-1,2026-10-01,2026-10-31,Any elk,Regular season; Quota: 200
93-1-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
93-1,2026-11-01,2026-11-30,Antlerless elk,Regular season
93-6,2026-10-01,2026-11-30,Cow or calf,Regular season; Quota: 275
93-6-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
94-Gen,2026-10-15,2026-10-31,Any elk,Regular season
94-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
94-Gen,2026-11-01,2026-11-20,Antlerless elk,Regular season
94-6,2026-10-01,2026-11-30,Cow or calf,Regular season; Quota: 500
94-6-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
94-7,2026-11-01,2026-12-10,Cow or calf valid north of Middle Piney Creek,Regular season; Quota: 150
94-7-ARCH,2026-09-01,2026-09-30,Cow or calf valid north of Middle Piney Creek,Special archery season
94-7,2026-12-11,2027-01-31,Cow or calf valid on private land north of Middle Piney Creek,Regular season
95-1,2026-10-15,2026-11-05,Any elk,Regular season; Quota: 225
95-1-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
95-2,2026-10-01,2026-11-05,"Any elk valid within the Green River drainage upstream from the outlet of Lower Green River Lake, including that portion east and south of Mill Creek",Regular season; Quota: 30
95-2-ARCH,2026-09-01,2026-09-30,"Any elk valid within the Green River drainage upstream from the outlet of Lower Green River Lake, including that portion east and south of Mill Creek",Special archery season
95-4,2026-10-15,2026-11-05,Antlerless elk,Regular season; Quota: 150
95-4-ARCH,2026-09-01,2026-09-30,Antlerless elk,Special archery season
95-5,2026-10-01,2026-11-05,"Antlerless elk valid within the Green River drainage upstream from the outlet of Lower Green River Lake, including that portion east and south of Mill Creek",Regular season; Quota: 25
95-5-ARCH,2026-09-01,2026-09-30,"Antlerless elk valid within the Green River drainage upstream from the outlet of Lower Green River Lake, including that portion east and south of Mill Creek",Special archery season
95-6,2026-10-15,2026-11-05,Cow or calf,Regular season; Quota: 25
95-6-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
96-Gen,2026-10-15,2026-10-31,Any elk,Regular season
96-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
96-Gen,2026-11-01,2026-11-20,Antlerless elk,Regular season
96-1,2026-10-01,2026-10-31,Any elk,Regular season; Quota: 275
96-1-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
96-1,2026-11-01,2026-11-30,Antlerless elk,Regular season
96-4,2026-10-01,2026-11-30,Antlerless elk,Regular season; Quota: 150
96-4-ARCH,2026-09-01,2026-09-30,Antlerless elk,Special archery season
96-6,2026-10-01,2026-11-30,Cow or calf,Regular season; Quota: 150
96-6-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
97-Gen,2026-10-01,2026-10-15,Any elk,Regular season
97-Gen-ARCH,2026-09-01,2026-09-19,Any elk,Special archery season
97-Gen,2026-10-16,2026-11-20,Antlerless elk,Regular season
97-1,2026-09-20,2026-10-31,Any elk,Regular season; Quota: 225
97-1-ARCH,2026-09-01,2026-09-19,Any elk,Special archery season
97-1,2026-11-01,2026-11-30,Antlerless elk,Regular season
97-6,2026-09-20,2026-11-30,Cow or calf,Regular season; Quota: 175
97-6-ARCH,2026-09-01,2026-09-19,Cow or calf,Special archery season
98-Gen,2026-10-01,2026-10-15,Any elk,Regular season
98-Gen-ARCH,2026-09-01,2026-09-19,Any elk,Special archery season
98-Gen,2026-10-16,2026-11-20,Antlerless elk,Regular season
98-1,2026-09-20,2026-10-31,Any elk,Regular season; Quota: 350
98-1-ARCH,2026-09-01,2026-09-19,Any elk,Special archery season
98-1,2026-11-01,2026-11-30,Antlerless elk,Regular season
98-1,2026-12-01,2027-01-31,Antlerless elk valid between Scab Creek and the East Fork River,Regular season
98-4,2026-09-20,2026-11-30,Antlerless elk,Regular season; Quota: 75
98-4-ARCH,2026-09-01,2026-09-19,Antlerless elk,Special archery season
98-4,2026-12-01,2027-01-31,Antlerless elk valid between Scab Creek and the East Fork River,Regular season
98-6,2026-09-20,2026-11-30,Cow or calf,Regular season; Quota: 300
98-6-ARCH,2026-09-01,2026-09-19,Cow or calf,Special archery season
98-6,2026-12-01,2027-01-31,Cow or calf valid between Scab Creek and the East Fork River,Regular season
99-1,2026-10-01,2026-10-31,Any elk,Regular season; Quota: 150
99-1-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
99-1,2026-11-01,2026-11-20,Antlerless elk,Regular season
99-4,2026-10-01,2026-11-20,Antlerless elk,Regular season; Quota: 175
99-4-ARCH,2026-09-01,2026-09-30,Antlerless elk,Special archery season
100-1,2026-10-07,2026-10-31,Any elk,Regular season; Quota: 200
100-1-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
100-2,2026-09-01,2026-10-20,Any elk valid within two (2) miles of the Farson-Eden Irrigation Project,Regular season; Quota: 100
100-2,2026-10-21,2026-11-10,Antlered elk four (4) points or less on either antler; any elk valid within two (2) miles of the Farson-Eden Irrigation Project,Regular season
100-2-ARCH,2026-09-01,2026-09-30,Antlered elk four (4) points or less on either antler; any elk valid within two (2) miles of the Farson-Eden Irrigation Project,Special archery season
100-4,2026-10-14,2026-11-10,Antlerless elk,Regular season; Quota: 175
100-4-ARCH,2026-09-01,2026-09-30,Antlerless elk,Special archery season
100-5,2026-11-11,2026-12-31,Antlerless elk,Regular season; Quota: 250
100-5-ARCH,2026-09-01,2026-09-30,Antlerless elk,Special archery season
100-6,2026-10-15,2026-11-30,"Cow or calf valid east of Sweetwater County Road 19, south of Sweetwater County Road 82, east of Sweetwater County Road 21 and south of Sweetwater County Road 20",Regular season; Quota: 25
100-6-ARCH,2026-09-01,2026-09-30,"Cow or calf valid east of Sweetwater County Road 19, south of Sweetwater County Road 82, east of Sweetwater County Road 21 and south of Sweetwater County Road 20",Special archery season
100-7,2026-10-01,2026-10-31,"Cow or calf valid east of U.S. Highway 191, south of Sweetwater County Road 17 and Sweetwater County Road 15, and west of Sweetwater County Road 19",Regular season; Quota: 100
100-7-ARCH,2026-09-01,2026-09-30,"Cow or calf valid east of U.S. Highway 191, south of Sweetwater County Road 17 and Sweetwater County Road 15, and west of Sweetwater County Road 19",Special archery season
102-Gen,2026-10-15,2026-10-24,Any elk,Regular season
102-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
102-Gen,2026-10-25,2026-11-14,Antlerless elk,Regular season
102-6,2026-10-15,2026-11-30,Cow or calf,Regular season; Quota: 250
102-6-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
102-7,2026-12-15,2027-01-31,Cow or calf,Regular season; Quota: 125
102-7-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
103-Gen,2026-10-15,2026-10-24,Any elk,Regular season
103-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
103-Gen,2026-10-25,2026-11-14,Antlerless elk,Regular season
103-6,2026-08-15,2026-08-31,Cow or calf valid on or within one quarter (1/4) mile of irrigated land,Regular season; Quota: 200
103-6,2026-10-15,2026-11-30,Cow or calf,Regular season
103-6-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
103-6,2026-12-15,2027-01-31,Cow or calf,Regular season
104-Gen,2026-10-15,2026-10-24,Any elk,Regular season
104-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
104-Gen,2026-10-25,2026-11-14,Antlerless elk,Regular season
104-6,2026-10-15,2026-11-30,Cow or calf; also valid in Area 105 in Lincoln County,Regular season; Quota: 400
104-6-ARCH,2026-09-01,2026-09-30,Cow or calf; also valid in Area 105 in Lincoln County,Special archery season
104-7,2026-08-15,2026-08-31,Cow or calf valid on or within one quarter (1/4) mile of irrigated land,Regular season; Quota: 200
104-7,2026-12-15,2026-12-31,Cow or calf; also valid in Area 105 in Lincoln County,Regular season
104-7-ARCH,2026-09-01,2026-09-30,Cow or calf; also valid in Area 105 in Lincoln County,Special archery season
104-7,2027-01-01,2027-01-31,Cow or calf valid on private land or west of U.S. Highway 30 or east of Rock Creek within the Twin Creek drainage,Regular season
105-Gen,2026-10-01,2026-10-31,Any elk,Regular season
105-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
105-Gen,2026-11-01,2026-11-14,Antlerless elk,Regular season
105-6,2026-10-01,2026-12-31,Cow or calf,Regular season; Quota: 50
105-6-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
106-Gen,2026-10-15,2026-10-31,Any elk,Regular season
106-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
106-Gen,2026-11-01,2026-11-14,Antlerless elk,Regular season
106-1,2026-11-15,2027-01-31,Any elk valid west of the Black's Fork River or north of Wyoming Highway 410; also valid in Area 105 west of the Bear River,Regular season; Quota: 50
106-1-ARCH,2026-09-01,2026-09-30,Any elk valid west of the Black's Fork River or north of Wyoming Highway 410; also valid in Area 105 west of the Bear River,Special archery season
106-4,2026-10-15,2026-12-31,Antlerless elk,Regular season; Quota: 150
106-4-ARCH,2026-09-01,2026-09-30,Antlerless elk,Special archery season
106-4,2027-01-01,2027-01-31,Antlerless elk valid on private land or west of the Black's Fork River or north of Wyoming Highway 410,Regular season
106-7,2026-08-15,2027-01-31,Cow or calf valid on private land or west of the Black's Fork River or north of Wyoming Highway 410,Regular season; Quota: 350
107-Gen,2026-10-15,2026-10-31,Any elk,Regular season
107-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
107-Gen,2026-11-01,2026-11-14,Antlerless elk,Regular season
107-4,2026-10-15,2026-12-31,Antlerless elk,Regular season; Quota: 200
107-4-ARCH,2026-09-01,2026-09-30,Antlerless elk,Special archery season
107-4,2027-01-01,2027-01-31,Antlerless elk valid off national forest within the Henry's Fork River drainage,Regular season
107-7,2026-08-15,2026-08-31,Cow or calf valid in Sweetwater County,Regular season; Quota: 50
107-7,2026-12-15,2027-01-31,Cow or calf valid off national forest within the Henry's Fork River drainage,Regular season
107-7-ARCH,2026-09-01,2026-09-30,Cow or calf valid off national forest within the Henry's Fork River drainage,Special archery season
108-1,2026-10-11,2026-10-31,Any elk,Regular season; Quota: 100
108-1-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
108-1,2026-11-01,2027-01-31,Antlerless elk,Regular season
108-4,2026-10-11,2027-01-31,Antlerless elk,Regular season; Quota: 75
108-4-ARCH,2026-09-01,2026-09-30,Antlerless elk,Special archery season
108-6,2026-10-11,2026-12-31,Cow or calf,Regular season; Quota: 250
108-6-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
108-6,2027-01-01,2027-01-31,Cow or calf valid west of the Twentymile Road (Carbon County Rd 605 N),Regular season
110-Gen,2026-10-15,2026-10-31,Any elk,Regular season
110-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
110-6,2026-10-01,2026-12-31,Cow or calf,Regular season; Quota: 300
110-6-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
111-1,2026-10-10,2026-10-31,Any elk,Regular season; Quota: 75
111-1-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
111-1,2026-11-15,2026-12-15,Any elk; also valid in Area 22,Regular season
111-1,2026-12-16,2026-12-31,Antlerless elk,Regular season
111-4,2026-10-10,2026-12-31,Antlerless elk,Regular season; Quota: 150
111-4-ARCH,2026-09-01,2026-09-30,Antlerless elk,Special archery season
111-6,2026-11-01,2026-12-31,Cow or calf,Regular season; Quota: 250
111-6-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
113-3,2026-11-05,2026-11-30,Spike or antlerless elk,Regular season; Quota: 150
113-3-ARCH,2026-09-01,2026-09-30,Spike or antlerless elk,Special archery season
116-Gen,2026-10-15,2026-11-10,Any elk,Regular season
116-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
116-Gen,2026-11-11,2026-11-30,Antlerless elk,Regular season
116-1,2026-11-11,2026-12-31,Any elk valid off national forest,Regular season; Quota: 100
116-1-ARCH,2026-09-01,2026-09-30,Any elk valid off national forest,Special archery season
116-1,2027-01-01,2027-01-31,Antlerless elk valid off national forest,Regular season
116-7,2026-08-15,2027-01-31,Cow or calf valid off national forest,Regular season; Quota: 400
117-Gen,2026-09-01,2026-11-30,Antlerless elk valid south of U.S. Highway 16,Regular season
117-1,2026-10-15,2026-11-30,Any elk,Regular season; Quota: 500
117-1-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
117-1,2026-12-01,2027-01-31,Antlerless elk,Regular season
117-3,2026-10-15,2027-01-31,Spike or antlerless elk,Regular season; Quota: 350
117-3-ARCH,2026-09-01,2026-09-30,Spike or antlerless elk,Special archery season
117-6,2026-10-15,2027-01-31,Cow or calf,Regular season; Quota: 150
117-6-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
117-8,2026-08-01,2027-01-31,Cow or calf valid on private land,Regular season; Quota: Unlimited
118-1,2026-10-22,2026-11-12,Antlered elk,Regular season; Quota: 75
118-1-ARCH,2026-09-01,2026-09-30,Antlered elk,Special archery season
118-4,2026-10-22,2026-11-30,Antlerless elk,Regular season; Quota: 50
118-4-ARCH,2026-09-01,2026-09-30,Antlerless elk,Special archery season
118-6,2026-10-01,2026-11-30,Cow or calf valid south of the Mineral X Road (Sweetwater County Road 63 and B.L.M. Road 3206),Regular season; Quota: 100
118-6-ARCH,2026-09-01,2026-09-30,Cow or calf valid south of the Mineral X Road (Sweetwater County Road 63 and B.L.M. Road 3206),Special archery season
120-1,2026-10-09,2026-10-31,Any elk,Regular season; Quota: 175
120-1-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
120-1,2026-11-01,2026-12-15,Antlerless elk,Regular season
120-4,2026-10-09,2026-12-15,Antlerless elk,Regular season; Quota: 125
120-4-ARCH,2026-09-01,2026-09-30,Antlerless elk,Special archery season
120-6,2026-10-09,2026-12-15,Cow or calf,Regular season; Quota: 125
120-6-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
122-1,2026-10-01,2026-11-30,Any elk,Regular season; Quota: 150
122-1-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
122-1,2026-12-01,2026-12-31,Antlerless elk,Regular season
122-2,2026-10-15,2026-11-30,Antlered elk five (5) points or less on either antler,Regular season; Quota: 100
122-6,2026-10-01,2026-12-31,Cow or calf,Regular season; Quota: 150
122-6-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
122-8,2026-08-01,2027-01-31,Cow or calf valid on private land,Regular season; Quota: Unlimited
123-Gen,2026-09-01,2026-11-30,Any elk valid in the Raven Creek drainage,Regular season
123-2,2026-09-01,2026-11-30,Antlered elk five (5) points or less on either antler or antlerless elk,Regular season; Quota: 50
123-4,2026-09-01,2026-11-30,Antlerless elk,Regular season; Quota: 75
123-6,2026-09-01,2026-11-30,Cow or calf,Regular season; Quota: 75
123-8,2026-09-01,2027-01-31,Cow or calf valid on private land,Regular season; Quota: Unlimited
124-1,2026-10-15,2026-11-30,Any elk,Regular season; Quota: 70
124-1-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
124-4,2026-10-15,2026-11-30,Antlerless elk,Regular season; Quota: 100
124-4-ARCH,2026-09-01,2026-09-30,Antlerless elk,Special archery season
124-4,2026-12-01,2026-12-31,"Antlerless elk valid east of Sweetwater County Road 19, and north and east of B.L.M. roads 4409 and 4411, and west of B.L.M. Road 3310 and Sweetwater County Road 23S",Regular season
124-6,2026-08-15,2027-01-31,Cow or calf valid south of Sand Creek Road (B.L.M. Road 3318) and Poison Buttes Road (Carbon County Road 700) within Carbon County,Regular season; Quota: 25
125-1,2026-10-01,2026-12-31,Any elk,Regular season; Quota: 200
125-1-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
125-1,2027-01-01,2027-01-31,Antlerless elk,Regular season
125-6,2026-10-01,2027-01-31,Cow or calf,Regular season; Quota: 200
125-6-ARCH,2026-09-01,2026-09-30,Cow or calf,Special archery season
126-Gen,2026-09-01,2026-09-30,Any elk valid in Weston County,Regular season
126-Gen,2026-10-01,2026-10-31,Any elk valid in the entire area,Regular season
126-Gen-ARCH,2026-09-01,2026-09-30,Any elk valid in the entire area,Special archery season
126-Gen,2026-11-01,2026-12-31,Antlerless elk,Regular season
126-8,2026-08-15,2026-09-30,Cow or calf valid on private land; also valid in that portion of Area 117 south of U.S. Highway 16,Regular season; Quota: Unlimited
126-8,2026-10-01,2027-01-31,Cow or calf valid in the entire area; also valid in that portion of Area 117 south of U.S. Highway 16,Regular season
127-Gen,2026-10-01,2026-10-31,Any elk,Regular season
127-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
127-Gen,2026-11-01,2027-01-31,Antlerless elk,Regular season
128-Gen,2026-10-01,2026-10-07,Any elk,Regular season
128-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
128-Gen,2026-10-08,2026-10-14,Antlerless elk,Regular season
129-Gen-ARCH,2026-09-01,2026-09-14,Any elk valid off private land,Special archery season
129-Gen,2026-09-01,2026-09-14,Any elk valid on private land,Regular season
129-Gen,2026-09-15,2026-10-31,Any elk valid in the entire area,Regular season
129-Gen,2026-11-01,2026-11-30,Antlerless elk,Regular season
129-6,2026-09-01,2026-12-15,Cow or calf; also valid in that portion of Area 2 within Johnson County,Regular season; Quota: 850
129-8,2026-09-01,2027-01-31,Cow or calf valid on private land,Regular season; Quota: Unlimited
130-Gen,2026-10-01,2026-10-23,Any elk,Regular season
130-Gen-ARCH,2026-09-01,2026-09-30,Any elk,Special archery season
1-Gen,2026-11-01,2026-11-20,Antlered deer,Regular season
1-Gen-ARCH,2026-09-01,2026-09-30,Antlered deer,Special archery season
"1, 2, 3-8",2026-11-01,2026-11-20,Doe or fawn white- tailed deer valid on private land,Regular season; Quota: 350
"1, 2, 3-8-ARCH",2026-09-01,2026-09-30,Doe or fawn white- tailed deer valid on private land,Special archery season
2-Gen,2026-11-01,2026-11-20,Antlered deer,Regular season
2-Gen-ARCH,2026-09-01,2026-09-30,Antlered deer,Special archery season
3-Gen,2026-11-01,2026-11-20,Antlered deer,Regular season
3-Gen-ARCH,2026-09-01,2026-09-30,Antlered deer,Special archery season
4-Gen,2026-11-01,2026-11-20,Antlered deer; except the lands of the State of Wyoming's Ranch A property shall be closed,Regular season
4-Gen-ARCH,2026-09-01,2026-09-30,Antlered deer; except the lands of the State of Wyoming's Ranch A property shall be closed,Special archery season
4-8,2026-11-01,2026-11-20,Doe or fawn white- tailed deer valid on private land,Regular season; Quota: 25
4-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer valid on private land,Special archery season
5-Gen,2026-11-01,2026-11-20,Antlered deer,Regular season
5-Gen-ARCH,2026-09-01,2026-09-30,Antlered deer,Special archery season
6-Gen,2026-11-01,2026-11-20,Antlered deer,Regular season
6-Gen-ARCH,2026-09-01,2026-09-30,Antlered deer,Special archery season
7-Gen,2026-10-01,2026-10-15,Antlered mule deer or any white-tailed deer,Regular season
7-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
8-Gen,2026-10-01,2026-10-15,Antlered mule deer or any white-tailed deer,Regular season
8-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
8-3,2026-10-01,2026-11-30,Any white-tailed deer,Regular season; Quota: 50
8-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
8-8,2026-10-01,2026-11-30,Doe or fawn white- tailed deer,Regular season; Quota: 50
8-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
9-Gen,2026-10-01,2026-10-15,Antlered mule deer or any white-tailed deer,Regular season
9-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
10-1,2026-10-01,2026-10-21,Antlered mule deer or any white-tailed deer,Regular season; Quota: 75
10-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
10-3,2026-10-01,2026-11-30,Any white-tailed deer,Regular season; Quota: 25
