hunt_code,open_date,close_date,bag_limit_description,notes
10-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
10-8,2026-10-01,2026-11-30,Doe or fawn white- tailed deer,Regular season; Quota: 25
10-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
11-Gen,2026-10-01,2026-10-15,Antlered mule deer or any white-tailed deer,Regular season
11-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
11-Gen,2026-10-16,2026-11-30,Any white-tailed deer,Regular season
"11, 12, 13, 14-3",2026-10-01,2026-11-30,Any white-tailed deer,Regular season; Quota: 200
"11, 12, 13, 14-3-ARCH",2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
"11, 12, 13, 14-8",2026-10-01,2026-11-30,Doe or fawn white- tailed deer,Regular season; Quota: 200
"11, 12, 13, 14-8-ARCH",2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
12-Gen,2026-10-01,2026-10-15,Antlered mule deer or any white-tailed deer,Regular season
12-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
12-Gen,2026-10-16,2026-11-30,Any white-tailed deer,Regular season
13-Gen,2026-10-01,2026-10-15,Antlered mule deer or any white-tailed deer,Regular season
13-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
13-Gen,2026-10-16,2026-11-30,Any white-tailed deer,Regular season
14-Gen,2026-10-01,2026-10-15,Antlered mule deer or any white-tailed deer,Regular season
14-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
14-Gen,2026-10-16,2026-11-30,Any white-tailed deer,Regular season
15-Gen,2026-10-20,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season
15-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
15-3,2026-10-01,2026-11-30,Any white-tailed deer,Regular season; Quota: 500
15-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
15-3,2026-12-01,2026-12-31,Antlerless white- tailed deer,Regular season
15-6,2026-10-01,2026-12-31,Doe or fawn valid on private land,Regular season; Quota: 150
15-6-ARCH,2026-09-01,2026-09-30,Doe or fawn valid on private land,Special archery season
15-8,2026-10-01,2026-12-31,Doe or fawn white- tailed deer,Regular season; Quota: 450
15-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
17-Gen,2026-10-01,2026-10-14,Antlered mule deer or any white-tailed deer,Regular season
17-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
17-Gen,2026-11-01,2026-11-30,Any white-tailed deer,Regular season
17-8,2026-10-01,2026-11-30,Doe or fawn white- tailed deer,Regular season; Quota: 250
17-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
18-Gen,2026-10-01,2026-10-14,Antlered mule deer or any white-tailed deer,Regular season
18-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
18-8,2026-10-01,2026-11-15,Doe or fawn white- tailed deer valid on private land,Regular season; Quota: 200
18-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer valid on private land,Special archery season
19-Gen,2026-10-01,2026-10-14,Antlered mule deer three (3) points or more on either antler or any white-tailed deer,Regular season
19-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer three (3) points or more on either antler or any white-tailed deer,Special archery season
19-Gen,2026-11-01,2026-11-15,Any white-tailed deer,Regular season
19-8,2026-10-01,2026-11-15,Doe or fawn white- tailed deer,Regular season; Quota: 75
19-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
21-Gen,2026-10-01,2026-10-15,Antlered mule deer or any white-tailed deer,Regular season
21-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
21-8,2026-10-01,2026-10-31,Doe or fawn white- tailed deer valid on private land,Regular season; Quota: 50
21-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer valid on private land,Special archery season
22-1,2026-10-01,2026-10-14,Antlered mule deer or any white-tailed deer,Regular season; Quota: 150
22-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
22-2,2026-10-01,2026-10-14,"Antlered mule deer or any white-tailed deer valid south and east of Wyoming Highway 95, 55 Ranch Road (Converse County Road 23), Sage Creek Divide/Blizzard Heights Road and Ross Road (Converse County Road 31)",Regular season; Quota: 250
22-2-ARCH,2026-09-01,2026-09-30,"Antlered mule deer or any white-tailed deer valid south and east of Wyoming Highway 95, 55 Ranch Road (Converse County Road 23), Sage Creek Divide/Blizzard Heights Road and Ross Road (Converse County Road 31)",Special archery season
22-3,2026-10-01,2026-11-30,Any white-tailed deer,Regular season; Quota: 75
22-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
22-8,2026-10-01,2026-11-30,Doe or fawn white- tailed deer,Regular season; Quota: 100
22-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
23-Gen,2026-10-01,2026-10-14,Antlered mule deer or any white-tailed deer,Regular season
23-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
23-Gen,2026-11-01,2026-11-30,Any white-tailed deer,Regular season
"23, 26-3",2026-11-01,2026-11-30,Any white-tailed deer,Regular season; Quota: 500
"23, 26-3-ARCH",2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
23-7,2026-09-01,2026-12-15,Doe or fawn valid on private land,Regular season; Quota: 25
"23, 26-8",2026-09-01,2026-12-15,Doe or fawn white- tailed deer valid on private land,Regular season; Quota: 1000
24-Gen,2026-10-15,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season
24-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
24-Gen,2026-11-01,2026-11-30,Any white-tailed deer,Regular season
24-3,2026-10-15,2026-10-31,Any white-tailed deer valid on private land,Regular season; Quota: 500
24-3,2026-11-01,2026-11-30,Any white-tailed deer valid in the entire area,Regular season
24-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer valid in the entire area,Special archery season
24-7,2026-09-01,2026-12-15,Doe or fawn valid on private land,Regular season; Quota: 25
24-8,2026-09-01,2026-12-15,Doe or fawn white- tailed deer valid on private land,Regular season; Quota: 3000
25-Gen,2026-10-15,2026-10-24,Antlered mule deer three (3) points or more on either antler or any white-tailed deer,Regular season
25-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer three (3) points or more on either antler or any white-tailed deer,Special archery season
26-Gen,2026-10-01,2026-10-14,Antlered mule deer or any white-tailed deer,Regular season
26-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
26-Gen,2026-11-01,2026-11-30,Any white-tailed deer,Regular season
27-Gen,2026-10-15,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season
27-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
27-Gen,2026-11-01,2026-11-30,Any white-tailed deer,Regular season
27-8,2026-09-01,2026-09-30,Doe or fawn white- tailed deer valid on private land,Regular season; Quota: 1200
27-8,2026-10-15,2026-11-30,Doe or fawn white- tailed deer valid in the entire area; also valid in Area 28,Regular season
27-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer valid in the entire area; also valid in Area 28,Special archery season
27-8,2026-12-01,2026-12-31,Doe or fawn white- tailed deer,Regular season
28-Gen,2026-10-15,2026-10-24,Antlered mule deer or any white-tailed deer,Regular season
28-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
28-Gen,2026-10-25,2026-11-30,Any white-tailed deer,Regular season
29-Gen,2026-10-01,2026-10-14,Antlered mule deer three (3) points or more on either antler or any white-tailed deer,Regular season
29-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer three (3) points or more on either antler or any white-tailed deer,Special archery season
29-Gen,2026-11-01,2026-11-30,Any white-tailed deer,Regular season
29-Gen,2026-12-01,2026-12-31,Antlerless white- tailed deer,Regular season
"29, 31-8",2026-09-01,2026-09-30,Doe or fawn white- tailed deer valid on private land,Regular season; Quota: 700
"29, 31-8",2026-10-01,2026-12-31,Doe or fawn white- tailed deer valid in the entire area,Regular season
"29, 31-8-ARCH",2026-09-01,2026-09-30,Doe or fawn white- tailed deer valid in the entire area,Special archery season
30-Gen,2026-10-15,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season
30-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
30-Gen,2026-11-01,2026-11-30,Any white-tailed deer,Regular season
30-Gen,2026-12-01,2026-12-31,Antlerless white- tailed deer,Regular season
"30, 32, 33, 163, 169-8",2026-09-01,2026-09-30,Doe or fawn white- tailed deer valid on private land,Regular season; Quota: 1000
"30, 32, 33, 163, 169-8",2026-10-15,2026-12-31,Doe or fawn white- tailed deer valid in the entire area,Regular season
"30, 32, 33, 163, 169-8-ARCH",2026-09-01,2026-09-30,Doe or fawn white- tailed deer valid in the entire area,Special archery season
31-Gen,2026-10-01,2026-10-10,Antlered mule deer three (3) points or more on either antler or any white-tailed deer,Regular season
31-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer three (3) points or more on either antler or any white-tailed deer,Special archery season
32-Gen,2026-10-15,2026-10-21,Antlered mule deer or any white-tailed deer,Regular season
32-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
32-Gen,2026-11-01,2026-11-15,Any white-tailed deer,Regular season
33-Gen,2026-10-15,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season
33-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
33-Gen,2026-11-01,2026-11-15,Any white-tailed deer,Regular season
33-Gen,2026-11-16,2026-12-31,Antlerless white- tailed deer,Regular season
34-1,2026-10-15,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season; Quota: 125
34-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
34-3,2026-10-15,2026-11-30,Any white-tailed deer,Regular season; Quota: 50
34-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
34-7,2026-08-15,2026-12-15,Doe or fawn valid east of Bucknum Road (Natrona County Road 125) and south of Burlington Northern Santa Fe railroad right-of-way,Regular season; Quota: 25
34-8,2026-08-15,2026-12-15,Doe or fawn white- tailed deer,Regular season; Quota: 50
35-Gen,2026-10-15,2026-10-24,Antlered mule deer or any white-tailed deer,Regular season
35-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
36-1,2026-10-15,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season; Quota: 100
36-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
36-8,2026-10-15,2026-10-31,Doe or fawn white- tailed deer,Regular season; Quota: 25
36-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
37-1,2026-10-15,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season; Quota: 50
37-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
"37, 39-3",2026-11-01,2026-12-15,Any white-tailed deer,Regular season; Quota: 50
"37, 39-3-ARCH",2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
37-6,2026-09-15,2026-11-30,Doe or fawn valid on or within one-half (1/2) mile of irrigated land within the Buffalo Creek drainage,Regular season; Quota: 25
37-6-ARCH,2026-09-01,2026-09-14,Doe or fawn valid on or within one-half (1/2) mile of irrigated land within the Buffalo Creek drainage,Special archery season
"37, 39-8",2026-10-15,2026-12-15,Doe or fawn white- tailed deer,Regular season; Quota: 100
"37, 39-8-ARCH",2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
39-Gen,2026-10-15,2026-10-24,Antlered mule deer or any white-tailed deer,Regular season
39-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
40-Gen,2026-10-15,2026-10-24,Antlered mule deer or any white-tailed deer,Regular season
40-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
40-3,2026-10-15,2026-11-30,Any white-tailed deer; also valid in Area 35,Regular season; Quota: 50
40-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer; also valid in Area 35,Special archery season
40-6,2026-10-15,2026-10-31,Doe or fawn valid on or within one-half (1/2) mile of irrigated land,Regular season; Quota: 50
40-6-ARCH,2026-09-01,2026-09-30,Doe or fawn valid on or within one-half (1/2) mile of irrigated land,Special archery season
40-8,2026-10-15,2026-11-30,Doe or fawn white- tailed deer; also valid in Area 35,Regular season; Quota: 300
40-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer; also valid in Area 35,Special archery season
41-Gen,2026-10-15,2026-10-24,Any deer,Regular season
41-Gen-ARCH,2026-09-01,2026-09-30,Any deer,Special archery season
41-Gen,2026-10-25,2026-10-31,Any deer valid on or within one-half (1/2) mile of irrigated land,Regular season
41-3,2026-10-15,2026-11-30,Any white-tailed deer,Regular season; Quota: 125
41-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
41-6,2026-10-15,2026-11-15,Doe or fawn valid on or within one-half (1/2) mile of irrigated land,Regular season; Quota: 100
41-6-ARCH,2026-09-01,2026-09-30,Doe or fawn valid on or within one-half (1/2) mile of irrigated land,Special archery season
41-8,2026-09-01,2026-12-31,Doe or fawn white- tailed deer; also valid in Area 46,Regular season; Quota: 250
46-Gen,2026-10-15,2026-10-24,Antlered mule deer or any white-tailed deer,Regular season
46-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
47-Gen,2026-10-15,2026-10-24,Any deer,Regular season
47-Gen-ARCH,2026-09-01,2026-09-30,Any deer,Special archery season
47-Gen,2026-10-25,2026-10-31,Any deer valid on or within one-half (1/2) mile of irrigated land,Regular season
"47, 51, 52-3",2026-10-15,2026-11-30,Any white-tailed deer,Regular season; Quota: 100
"47, 51, 52-3-ARCH",2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
47-6,2026-10-15,2026-11-15,Doe or fawn valid on or within one-half (1/2) mile of irrigated land,Regular season; Quota: 100
47-6-ARCH,2026-09-01,2026-09-30,Doe or fawn valid on or within one-half (1/2) mile of irrigated land,Special archery season
47-8,2026-09-01,2026-12-31,Doe or fawn white- tailed deer; also valid in Area 46,Regular season; Quota: 150
50-Gen,2026-10-15,2026-10-24,Antlered mule deer three (3) points or more on either antler or any white-tailed deer,Regular season
50-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer three (3) points or more on either antler or any white-tailed deer,Special archery season
51-Gen,2026-10-15,2026-10-24,Antlered mule deer or any white-tailed deer,Regular season
51-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
51-Gen,2026-10-25,2026-10-31,Antlered mule deer or any white-tailed deer valid on or within one-half (1/2) mile of irrigated land,Regular season
51-6,2026-10-15,2026-11-15,Doe or fawn valid on or within one-half (1/2) mile of irrigated land,Regular season; Quota: 150
51-6-ARCH,2026-09-01,2026-09-30,Doe or fawn valid on or within one-half (1/2) mile of irrigated land,Special archery season
51-8,2026-09-01,2026-12-31,Doe or fawn white- tailed deer,Regular season; Quota: 200
52-Gen,2026-10-15,2026-10-24,Antlered mule deer or any white-tailed deer,Regular season
52-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
52-Gen,2026-10-25,2026-10-31,Antlered mule deer or any white-tailed deer valid on or within one-half (1/2) mile of irrigated land,Regular season
52-6,2026-10-15,2026-11-30,Doe or fawn valid on or within one-half (1/2) mile of irrigated land,Regular season; Quota: 25
52-6-ARCH,2026-09-01,2026-09-30,Doe or fawn valid on or within one-half (1/2) mile of irrigated land,Special archery season
53-Gen,2026-10-15,2026-10-24,Antlered mule deer three (3) points or more on either antler or any white-tailed deer,Regular season
53-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer three (3) points or more on either antler or any white-tailed deer,Special archery season
59-Gen,2026-10-20,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season
59-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
"59, 64-3",2026-10-01,2026-11-30,Any white-tailed deer,Regular season; Quota: 250
"59, 64-3-ARCH",2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
"59, 64-3",2026-12-01,2026-12-31,Antlerless white- tailed deer,Regular season
"59, 64-6",2026-10-20,2026-10-31,Doe or fawn valid on private land,Regular season; Quota: 100
"59, 64-6-ARCH",2026-09-01,2026-09-30,Doe or fawn valid on private land,Special archery season
"59, 64-6",2026-11-01,2026-12-31,Doe or fawn white- tailed deer valid in the entire area,Regular season
"59, 64-8",2026-11-01,2026-12-31,Doe or fawn white- tailed deer,Regular season; Quota: 350
"59, 64-8-ARCH",2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
60-1,2026-10-15,2026-11-05,Any deer,Regular season; Quota: 100
60-1-ARCH,2026-09-01,2026-09-30,Any deer,Special archery season
60-2,2026-10-15,2026-11-05,Any deer off national forest,Regular season; Quota: 200
60-2-ARCH,2026-09-01,2026-09-30,Any deer off national forest,Special archery season
60-3,2026-10-01,2026-12-31,Any white-tailed deer,Regular season; Quota: 100
60-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
60-6,2026-10-15,2026-11-30,Doe or fawn,Regular season; Quota: 50
60-6-ARCH,2026-09-01,2026-09-30,Doe or fawn,Special archery season
60-8,2026-10-01,2026-12-31,Doe or fawn white- tailed deer,Regular season; Quota: 100
60-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
61-Gen,2026-10-01,2026-10-14,Antlered mule deer or any white-tailed deer,Regular season
61-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
64-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer valid in the entire area,Special archery season
64-Gen,2026-10-20,2026-10-31,Antlered mule deer or any white-tailed deer except the Wyoming Game and Fish Commission's Tom Thorne/Beth Williams Wildlife Habitat Management Area and the Laramie Peak Wildlife Habitat Management Area north of the Tunnel Road (Albany County Road 727) shall be closed,Regular season
64-2,2026-10-20,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season; Quota: 100
64-2-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
65-Gen,2026-10-15,2026-10-24,Antlered mule deer or any white-tailed deer,Regular season
65-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
65-3,2026-10-15,2026-11-30,Any white-tailed deer; also valid in that portion of Area 66 in Converse County,Regular season; Quota: 400
65-3-ARCH,2026-09-01,2026-09-30,Any white-tailed deer; also valid in that portion of Area 66 in Converse County,Special archery season
65-8,2026-10-15,2026-12-31,Doe or fawn white- tailed deer; also valid in that portion of Area 66 in Converse County,Regular season; Quota: 800
65-8-ARCH,2026-09-01,2026-09-30,Doe or fawn white- tailed deer; also valid in that portion of Area 66 in Converse County,Special archery season
66-Gen,2026-10-15,2026-10-21,Antlered mule deer or any white-tailed deer,Regular season
66-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
"66, 88, 89-3",2026-10-15,2026-11-30,Any white-tailed deer,Regular season; Quota: 100
"66, 88, 89-3-ARCH",2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
"66, 88, 89-8",2026-08-15,2026-10-14,Doe or fawn white- tailed deer only valid in Area 88,Regular season; Quota: 100
"66, 88, 89-8",2026-10-15,2026-11-30,Doe or fawn white- tailed deer,Regular season
"66, 88, 89-8-ARCH",2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
70-Gen,2026-10-15,2026-10-21,Antlered mule deer or any white-tailed deer,Regular season
70-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
"70, 74-3",2026-10-01,2026-12-31,Any white-tailed deer,Regular season; Quota: 50
"70, 74-3-ARCH",2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
"70, 74-8",2026-10-01,2026-12-31,Doe or fawn white- tailed deer,Regular season; Quota: 75
"70, 74-8-ARCH",2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
74-Gen,2026-10-01,2026-10-14,Antlered mule deer or any white-tailed deer,Regular season
74-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
75-Gen,2026-10-01,2026-10-14,Antlered mule deer or any white-tailed deer,Regular season
75-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
"75, 76, 77-3",2026-10-01,2026-11-30,Any white-tailed deer,Regular season; Quota: 75
"75, 76, 77-3-ARCH",2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
"75, 76, 77-3",2026-12-01,2026-12-31,Antlerless white- tailed deer,Regular season
"75, 76, 77-8",2026-10-01,2026-12-31,Doe or fawn white- tailed deer,Regular season; Quota: 100
"75, 76, 77-8-ARCH",2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
76-Gen,2026-10-01,2026-10-14,Antlered mule deer or any white-tailed deer,Regular season
76-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
77-Gen,2026-10-01,2026-10-14,Antlered mule deer or any white-tailed deer,Regular season
77-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
78-1,2026-10-01,2026-10-14,Antlered mule deer or any white-tailed deer,Regular season; Quota: 250
78-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
"78, 79, 80, 81-3",2026-10-01,2026-12-31,Any white-tailed deer,Regular season; Quota: 50
"78, 79, 80, 81-3-ARCH",2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
"78, 79, 80, 81-8",2026-09-01,2026-12-31,Doe or fawn white- tailed deer,Regular season; Quota: 125
79-1,2026-10-01,2026-10-14,Antlered mule deer or any white-tailed deer,Regular season; Quota: 250
79-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
80-1,2026-10-01,2026-10-14,Antlered mule deer or any white-tailed deer,Regular season; Quota: 150
80-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
81-1,2026-10-01,2026-10-14,Antlered mule deer or any white-tailed deer,Regular season; Quota: 175
81-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
82-Gen,2026-10-01,2026-10-08,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
82-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
"82-Gen-
Youth
only",2026-10-11,2026-10-12,Antlered mule deer or any white-tailed deer; youth only,Regular season
"82-Gen-
Youth
only-ARCH",2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer; youth only,Special archery season
"82, 100-3",2026-10-01,2026-11-30,Any white-tailed deer,Regular season; Quota: 25
"82, 100-3-ARCH",2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
"82, 100-8",2026-11-01,2027-01-15,Doe or fawn white- tailed deer valid on private land,Regular season; Quota: 25
"82, 100-8-ARCH",2026-09-01,2026-09-30,Doe or fawn white- tailed deer valid on private land,Special archery season
84-1,2026-10-01,2026-10-14,Antlered mule deer or any white-tailed deer,Regular season; Quota: 25
84-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
87-1,2026-10-15,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season; Quota: 50
87-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
88-Gen,2026-10-15,2026-10-21,Antlered mule deer or any white-tailed deer,Regular season
88-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
88-7,2026-10-15,2026-12-15,Doe or fawn valid on private land,Regular season; Quota: 75
88-7-ARCH,2026-09-01,2026-09-30,Doe or fawn valid on private land,Special archery season
89-1,2026-10-15,2026-10-31,Antlered deer,Regular season; Quota: 125
89-1-ARCH,2026-09-01,2026-09-30,Antlered deer,Special archery season
90-1,2026-10-01,2026-10-31,Antlered mule deer or any white-tailed deer,Regular season; Quota: 50
90-1-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
92-Gen,2026-10-15,2026-10-20,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
92-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
"92, 94, 160-3",2026-10-01,2026-11-30,Any white-tailed deer,Regular season; Quota: 100
"92, 94, 160-3-ARCH",2026-09-01,2026-09-30,Any white-tailed deer,Special archery season
"92, 94, 160-8",2026-10-01,2026-11-30,Doe or fawn white- tailed deer,Regular season; Quota: 150
"92, 94, 160-8-ARCH",2026-09-01,2026-09-30,Doe or fawn white- tailed deer,Special archery season
94-Gen,2026-10-15,2026-10-20,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
94-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
96-Gen,2026-10-15,2026-10-20,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
96-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
97-Gen,2026-10-15,2026-10-20,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
97-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
98-Gen,2026-10-15,2026-10-20,"Antlered mule deer four (4) points or more on either antler or any white-tailed deer, archery or muzzle-loading firearms only",Regular season
98-Gen-ARCH,2026-09-01,2026-09-30,"Antlered mule deer four (4) points or more on either antler or any white-tailed deer, archery or muzzle-loading firearms only",Special archery season
100-Gen,2026-10-01,2026-10-06,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Regular season
100-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer four (4) points or more on either antler or any white-tailed deer,Special archery season
"100-Gen-
Youth
only",2026-10-11,2026-10-12,Antlered mule deer or any white-tailed deer; youth only,Regular season
"100-Gen-
Youth
only-ARCH",2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer; youth only,Special archery season
101-1,2026-10-15,2026-10-31,Antlered deer,Regular season; Quota: 25
101-1-ARCH,2026-09-01,2026-09-30,Antlered deer,Special archery season
102-1,2026-10-15,2026-10-31,Any deer,Regular season; Quota: 150
102-1-ARCH,2026-09-01,2026-09-30,Any deer,Special archery season
105-Gen-ARCH,2026-09-01,2026-09-30,Antlered mule deer or any white-tailed deer,Special archery season
105-Gen,2026-10-01,2026-10-31,Antlered mule deer valid on national forest; any mule deer valid on irrigated land; any white- tailed deer valid in the entire area,Regular season
105-Gen,2026-11-01,2026-11-05,Antlered mule deer valid off national forest; any white- tailed deer valid in the entire area,Regular season
105-Gen,2026-11-06,2026-11-17,Antlerless deer valid on private land,Regular season
"105, 106, 109-1",2026-10-01,2026-11-20,Any deer,Regular season; Quota: 25
"105, 106, 109-1-ARCH",2026-09-01,2026-09-30,Any deer,Special archery season
