License Year,Hunting,Deer Species,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bucks,Does,Fawns,Bow,Rifle,Less than 4 Points,4 or More Points
2023,310,all_deer,R,438,3354,8,77,67,10,0,17,53,43,24
2023,310,all_deer,SUM,504,3778,8,91,76,15,0,17,68,46,30
2023,310,md,N,66,425,7,12,9,3,0,0,12,3,6
2023,310,md,R,438,3354,8,43,43,0,0,10,27,27,17
2023,310,md,SUM,504,3778,8,55,52,3,0,10,39,30,23
2023,310,wt,N,66,425,7,3,0,3,0,0,3,0,0
2023,310,wt,R,438,3354,8,33,23,10,0,6,27,17,7
2023,310,wt,SUM,504,3778,8,36,23,13,0,6,29,17,7
2023,311,all_deer,N,117,596,5,75,42,34,0,3,72,6,36
2023,311,all_deer,R,1479,8960,6,893,543,345,5,47,830,169,374
2023,311,all_deer,SUM,1596,9556,6,968,585,378,5,50,903,175,410
2023,311,md,N,117,596,5,33,33,0,0,3,30,6,27
2023,311,md,R,1479,8960,6,287,233,52,2,9,276,115,118
2023,311,md,SUM,1596,9556,6,320,266,52,2,12,306,121,144
2023,311,wt,N,117,596,5,43,9,34,0,0,43,0,9
2023,311,wt,R,1479,8960,6,606,310,292,3,38,554,54,256
2023,311,wt,SUM,1596,9556,6,648,319,326,3,38,597,54,265
2023,312,all_deer,N,150,698,5,51,26,24,0,8,42,3,21
2023,312,all_deer,R,1321,8025,6,508,345,157,7,29,476,124,221
2023,312,all_deer,SUM,1471,8723,6,559,371,181,7,37,518,127,242
2023,312,md,N,150,698,5,15,12,3,0,3,12,3,9
2023,312,md,R,1321,8025,6,174,156,14,3,2,172,84,73
2023,312,md,SUM,1471,8723,6,189,168,17,3,5,184,87,82
2023,312,wt,N,150,698,5,36,14,21,0,5,30,0,12
2023,312,wt,R,1321,8025,6,334,188,143,3,27,303,40,148
2023,312,wt,SUM,1471,8723,6,370,203,164,3,33,334,40,160
2023,313,all_deer,N,185,1061,6,51,48,3,0,0,51,21,27
2023,313,all_deer,R,448,3715,8,141,112,29,0,0,141,48,64
2023,313,all_deer,SUM,633,4776,8,192,160,32,0,0,192,69,91
2023,313,md,N,185,1061,6,45,45,0,0,0,45,21,24
2023,313,md,R,448,3715,8,112,102,9,0,0,112,48,54
2023,313,md,SUM,633,4776,8,156,147,9,0,0,156,69,78
2023,313,wt,N,185,1061,6,6,3,3,0,0,6,0,3
2023,313,wt,R,448,3715,8,29,10,19,0,0,29,0,10
2023,313,wt,SUM,633,4776,8,35,13,22,0,0,35,0,13
2023,314,all_deer,N,259,1471,6,75,51,24,0,0,75,12,39
2023,314,all_deer,R,1123,7463,7,374,260,113,0,18,349,124,136
2023,314,all_deer,SUM,1382,8934,7,449,311,138,0,18,424,136,175
2023,314,md,N,259,1471,6,42,36,6,0,0,42,9,27
2023,314,md,R,1123,7463,7,193,176,17,0,9,184,87,89
2023,314,md,SUM,1382,8934,7,235,212,23,0,9,225,96,116
2023,314,wt,N,259,1471,6,33,15,18,0,0,33,3,12
2023,314,wt,R,1123,7463,7,181,84,97,0,9,165,37,47
2023,314,wt,SUM,1382,8934,7,214,99,115,0,9,198,40,59
2023,315,all_deer,N,268,1608,6,104,69,36,0,23,78,18,51
2023,315,all_deer,R,1215,6787,6,538,355,176,6,16,522,151,197
2023,315,all_deer,SUM,1482,8395,6,642,424,212,6,39,601,169,248
2023,315,md,N,268,1608,6,42,33,9,0,9,33,15,18
2023,315,md,R,1215,6787,6,211,176,36,0,3,208,102,74
2023,315,md,SUM,1482,8395,6,253,208,45,0,12,241,117,92
2023,315,wt,N,268,1608,6,63,36,27,0,14,46,3,33
2023,315,wt,R,1215,6787,6,326,180,141,6,12,314,49,123
2023,315,wt,SUM,1482,8395,6,389,216,167,6,26,360,52,156
2023,316,all_deer,N,30,212,7,9,9,0,0,0,9,3,6
2023,316,all_deer,R,113,645,6,20,20,0,0,0,20,3,17
2023,316,all_deer,SUM,143,857,6,29,29,0,0,0,29,6,23
2023,316,md,N,30,212,7,6,6,0,0,0,6,3,3
2023,316,md,R,113,645,6,17,17,0,0,0,17,3,14
2023,316,md,SUM,143,857,6,23,23,0,0,0,23,6,17
2023,316,wt,N,30,212,7,3,3,0,0,0,3,0,3
2023,316,wt,R,113,645,6,3,3,0,0,0,3,0,3
2023,316,wt,SUM,143,857,6,6,6,0,0,0,6,0,6
2023,317,all_deer,N,188,1076,6,78,63,15,0,6,72,18,45
2023,317,all_deer,R,1083,6530,6,580,418,162,0,29,546,137,281
2023,317,all_deer,SUM,1271,7606,6,658,481,177,0,34,618,155,326
2023,317,md,N,188,1076,6,50,42,8,0,3,47,18,24
2023,317,md,R,1083,6530,6,191,176,14,0,10,179,81,96
2023,317,md,SUM,1271,7606,6,241,218,22,0,13,226,99,119
2023,317,wt,N,188,1076,6,28,21,7,0,3,25,0,21
2023,317,wt,R,1083,6530,6,389,242,147,0,18,367,56,185
2023,317,wt,SUM,1271,7606,6,417,262,155,0,21,392,56,206
2023,318,all_deer,N,26,253,10,3,3,0,0,0,3,3,0
2023,318,all_deer,R,628,4643,7,117,94,20,3,14,104,78,17
2023,318,all_deer,SUM,654,4896,8,120,97,20,3,14,107,81,17
2023,318,md,N,26,253,10,3,3,0,0,0,3,3,0
2023,318,md,R,628,4643,7,98,91,3,3,10,88,78,14
2023,318,md,SUM,654,4896,8,101,94,3,3,10,91,81,14
2023,318,wt,N,26,253,10,0,0,0,0,0,0,0,0
2023,318,wt,R,628,4643,7,20,3,16,0,3,16,0,3
2023,318,wt,SUM,654,4896,8,20,3,16,0,3,16,0,3
2023,319,all_deer,N,80,695,9,10,8,3,0,0,10,0,8
2023,319,all_deer,R,614,4577,8,112,63,49,0,2,110,30,32
2023,319,all_deer,SUM,694,5272,8,122,70,52,0,2,121,30,40
2023,319,md,N,80,695,9,5,5,0,0,0,5,0,5
2023,319,md,R,614,4577,8,62,36,27,0,2,61,20,16
2023,319,md,SUM,694,5272,8,67,40,27,0,2,65,20,20
2023,319,wt,N,80,695,9,6,3,3,0,0,6,0,3
2023,319,wt,R,614,4577,8,50,27,23,0,0,50,10,17
2023,319,wt,SUM,694,5272,8,56,30,26,0,0,56,10,20
2023,320,all_deer,N,392,2470,6,167,69,96,3,6,161,12,57
2023,320,all_deer,R,2254,14891,7,1055,618,414,24,62,980,221,397
2023,320,all_deer,SUM,2647,17361,7,1222,686,509,26,68,1141,233,454
2023,320,md,N,392,2470,6,74,36,39,0,3,71,12,24
2023,320,md,R,2254,14891,7,319,228,84,7,3,315,117,111
2023,320,md,SUM,2647,17361,7,393,264,123,7,6,387,129,135
2023,320,wt,N,392,2470,6,92,33,57,3,3,90,0,33
2023,320,wt,R,2254,14891,7,737,390,329,17,58,665,104,286
2023,320,wt,SUM,2647,17361,7,829,423,387,20,61,754,104,318
2023,321,all_deer,N,176,1378,8,54,45,9,0,3,51,21,24
2023,321,all_deer,R,830,6086,7,120,61,59,0,10,111,24,34
2023,321,all_deer,SUM,1005,7465,7,174,106,68,0,13,161,45,58
2023,321,md,N,176,1378,8,33,30,3,0,3,30,18,12
2023,321,md,R,830,6086,7,61,37,24,0,7,54,10,24
2023,321,md,SUM,1005,7465,7,93,67,27,0,10,84,28,36
2023,321,wt,N,176,1378,8,21,15,6,0,0,21,3,12
2023,321,wt,R,830,6086,7,60,24,36,0,3,57,14,11
2023,321,wt,SUM,1005,7465,7,81,39,41,0,3,78,17,23
2023,322,all_deer,N,1713,11420,7,626,446,174,6,20,605,196,250
2023,322,all_deer,R,4462,30822,7,1644,933,698,14,60,1574,360,569
2023,322,all_deer,SUM,6176,42243,7,2270,1378,872,19,80,2179,556,819
2023,322,md,N,1713,11420,7,422,339,81,3,15,408,178,161
2023,322,md,R,4462,30822,7,825,515,300,10,10,812,279,236
2023,322,md,SUM,6176,42243,7,1248,854,380,13,25,1219,457,397
2023,322,wt,N,1713,11420,7,203,107,94,3,6,198,18,89
2023,322,wt,R,4462,30822,7,819,417,398,3,50,762,81,333
2023,322,wt,SUM,6176,42243,7,1022,524,492,6,55,960,99,422
2023,329,all_deer,N,270,1629,6,94,45,46,3,9,85,21,24
2023,329,all_deer,R,755,4786,6,111,78,33,0,7,104,34,44
2023,329,all_deer,SUM,1025,6414,6,205,122,80,3,16,189,55,68
2023,329,md,N,270,1629,6,66,33,33,0,9,57,18,15
2023,329,md,R,755,4786,6,71,44,27,0,3,67,24,20
2023,329,md,SUM,1025,6414,6,136,77,60,0,12,124,42,35
2023,329,wt,N,270,1629,6,28,12,13,3,0,28,3,9
2023,329,wt,R,755,4786,6,40,34,6,0,3,37,10,24
2023,329,wt,SUM,1025,6414,6,68,46,20,3,3,65,13,33
2023,331,all_deer,N,364,2257,6,107,86,20,0,12,95,48,39
2023,331,all_deer,R,1645,11890,7,356,235,118,3,14,339,128,107
2023,331,all_deer,SUM,2009,14147,7,463,321,138,3,25,434,176,145
2023,331,md,N,364,2257,6,80,72,9,0,9,71,45,27
2023,331,md,R,1645,11890,7,229,172,57,0,7,219,111,61
2023,331,md,SUM,2009,14147,7,310,243,66,0,16,290,156,88
2023,331,wt,N,364,2257,6,26,15,11,0,3,23,3,12
2023,331,wt,R,1645,11890,7,127,63,61,3,7,120,17,46
2023,331,wt,SUM,2009,14147,7,153,78,72,3,10,144,20,58
2023,335,all_deer,N,53,528,10,15,9,6,0,3,12,9,0
2023,335,all_deer,R,1047,8563,8,270,233,38,0,20,251,145,88
2023,335,all_deer,SUM,1100,9091,8,285,241,44,0,23,262,154,88
2023,335,md,N,53,528,10,9,9,0,0,0,9,9,0
2023,335,md,R,1047,8563,8,236,219,17,0,17,219,138,81
2023,335,md,SUM,1100,9091,8,245,228,17,0,17,228,147,81
2023,335,wt,N,53,528,10,6,0,6,0,3,3,0,0
2023,335,wt,R,1047,8563,8,35,14,21,0,3,32,7,7
2023,335,wt,SUM,1100,9091,8,40,14,27,0,6,34,7,7
2023,339,all_deer,N,28,110,4,9,6,3,0,0,9,0,6
2023,339,all_deer,R,625,4081,7,159,131,26,2,3,155,60,71
2023,339,all_deer,SUM,653,4192,6,168,137,29,2,3,164,60,77
2023,339,md,N,28,110,4,6,6,0,0,0,6,0,6
2023,339,md,R,625,4081,7,105,94,9,2,3,102,54,40
2023,339,md,SUM,653,4192,6,111,100,9,2,3,108,54,46
2023,339,wt,N,28,110,4,3,0,3,0,0,3,0,0
2023,339,wt,R,625,4081,7,54,37,17,0,0,54,7,30
2023,339,wt,SUM,653,4192,6,57,37,20,0,0,57,7,30
2023,340,all_deer,N,192,981,5,84,50,34,0,3,81,15,30
2023,340,all_deer,R,1771,11736,7,561,371,190,0,49,509,134,233
2023,340,all_deer,SUM,1963,12717,7,645,421,224,0,52,590,149,263
2023,340,md,N,192,981,5,24,24,0,0,0,24,15,9
2023,340,md,R,1771,11736,7,197,161,35,0,14,180,97,64
2023,340,md,SUM,1963,12717,7,221,185,35,0,14,204,112,73
2023,340,wt,N,192,981,5,60,26,34,0,3,57,0,21
2023,340,wt,R,1771,11736,7,364,210,155,0,35,329,37,169
2023,340,wt,SUM,1963,12717,7,424,236,188,0,38,386,37,190
2023,343,all_deer,N,39,268,7,15,15,0,0,0,15,9,6
2023,343,all_deer,R,911,6676,7,223,195,28,0,2,221,107,88
2023,343,all_deer,SUM,949,6944,7,238,210,28,0,2,235,116,94
2023,343,md,N,39,268,7,15,15,0,0,0,15,9,6
2023,343,md,R,911,6676,7,157,155,2,0,2,155,94,61
2023,343,md,SUM,949,6944,7,172,170,2,0,2,170,103,67
2023,343,wt,N,39,268,7,0,0,0,0,0,0,0,0
2023,343,wt,R,911,6676,7,66,40,26,0,0,66,14,27
2023,343,wt,SUM,949,6944,7,66,40,26,0,0,66,14,27
2023,350,all_deer,N,53,407,8,4,0,4,0,0,4,0,0
2023,350,all_deer,R,664,4772,7,156,130,27,0,9,148,62,67
2023,350,all_deer,SUM,717,5179,7,161,130,31,0,9,152,62,67
2023,350,md,N,53,407,8,1,0,1,0,0,1,0,0
2023,350,md,R,664,4772,7,110,101,9,0,9,101,54,47
2023,350,md,SUM,717,5179,7,111,101,10,0,9,103,54,47
2023,350,wt,N,53,407,8,3,0,3,0,0,3,0,0
2023,350,wt,R,664,4772,7,47,29,18,0,0,47,8,20
2023,350,wt,SUM,717,5179,7,50,29,21,0,0,50,8,20
2023,360,all_deer,N,337,2538,8,112,63,47,3,3,106,24,39
2023,360,all_deer,R,1146,7668,7,271,219,49,3,14,254,84,135
2023,360,all_deer,SUM,1484,10206,7,383,281,95,6,17,360,108,173
2023,360,md,N,337,2538,8,57,45,9,3,3,54,24,21
2023,360,md,R,1146,7668,7,125,119,7,0,10,112,67,51
2023,360,md,SUM,1484,10206,7,182,163,16,3,13,166,91,72
2023,360,wt,N,337,2538,8,56,18,38,0,0,53,0,18
2023,360,wt,R,1146,7668,7,146,100,42,3,3,142,17,84
2023,360,wt,SUM,1484,10206,7,201,118,80,3,3,195,17,101
2023,361,all_deer,N,48,303,6,0,0,0,0,0,0,0,0
2023,361,all_deer,R,181,1369,8,27,20,7,0,0,27,6,14
2023,361,all_deer,SUM,229,1672,7,27,20,7,0,0,27,6,14
2023,361,md,N,48,303,6,0,0,0,0,0,0,0,0
2023,361,md,R,181,1369,8,17,17,0,0,0,17,3,14
2023,361,md,SUM,229,1672,7,17,17,0,0,0,17,3,14
2023,361,wt,N,48,303,6,0,0,0,0,0,0,0,0
2023,361,wt,R,181,1369,8,10,3,7,0,0,10,3,0
2023,361,wt,SUM,229,1672,7,10,3,7,0,0,10,3,0
2023,370,all_deer,N,55,347,6,25,18,7,0,0,25,3,15
2023,370,all_deer,R,517,3190,6,96,81,15,0,0,96,37,44
2023,370,all_deer,SUM,572,3536,6,121,99,22,0,0,121,40,59
2023,370,md,N,55,347,6,8,6,2,0,0,8,3,3
2023,370,md,R,517,3190,6,70,61,10,0,0,70,37,24
2023,370,md,SUM,572,3536,6,78,67,11,0,0,78,40,27
2023,370,wt,N,55,347,6,17,12,5,0,0,17,0,12
2023,370,wt,R,517,3190,6,26,20,5,0,0,26,0,20
2023,370,wt,SUM,572,3536,6,43,32,11,0,0,43,0,32
2023,380,all_deer,N,89,530,6,39,25,14,0,3,36,5,20
2023,380,all_deer,R,1681,11719,7,657,449,208,0,19,638,217,227
2023,380,all_deer,SUM,1770,12249,7,696,474,222,0,22,675,221,247
2023,380,md,N,89,530,6,17,17,0,0,0,17,5,13
2023,380,md,R,1681,11719,7,319,276,44,0,10,309,171,105
2023,380,md,SUM,1770,12249,7,337,293,44,0,10,327,175,118
2023,380,wt,N,89,530,6,22,8,14,0,3,19,0,8
2023,380,wt,R,1681,11719,7,338,173,165,0,9,329,46,122
2023,380,wt,SUM,1770,12249,7,360,181,179,0,12,348,46,129
2023,388,all_deer,N,27,105,4,17,12,5,0,0,17,9,3
2023,388,all_deer,R,535,3374,6,285,200,85,0,37,222,80,121
2023,388,all_deer,SUM,562,3479,6,302,212,90,0,37,239,88,124
2023,388,md,N,27,105,4,14,9,5,0,0,14,9,0
2023,388,md,R,535,3374,6,103,77,26,0,16,84,54,23
2023,388,md,SUM,562,3479,6,117,86,31,0,16,99,63,23
2023,388,wt,N,27,105,4,3,3,0,0,0,3,0,3
2023,388,wt,R,535,3374,6,182,123,59,0,22,138,26,98
2023,388,wt,SUM,562,3479,6,185,126,59,0,22,141,26,101
2023,390,all_deer,N,76,470,6,34,33,2,0,0,34,9,24
2023,390,all_deer,R,590,4043,7,188,155,34,0,10,175,81,74
2023,390,all_deer,SUM,666,4513,7,223,187,35,0,10,209,89,98
2023,390,md,N,76,470,6,27,27,0,0,0,27,9,18
2023,390,md,R,590,4043,7,123,114,9,0,7,113,64,51
2023,390,md,SUM,666,4513,7,150,141,9,0,7,140,73,68
2023,390,wt,N,76,470,6,8,6,2,0,0,8,0,6
2023,390,wt,R,590,4043,7,65,40,24,0,3,62,17,24
2023,390,wt,SUM,666,4513,7,72,46,26,0,3,69,17,30
2023,391,all_deer,N,176,1034,6,79,66,13,0,12,67,30,36
2023,391,all_deer,R,1633,11927,7,524,395,126,3,39,475,228,167
2023,391,all_deer,SUM,1809,12961,7,603,461,140,3,51,542,258,203
2023,391,md,N,176,1034,6,61,54,8,0,12,49,27,27
2023,391,md,R,1633,11927,7,322,280,39,3,23,299,177,103
2023,391,md,SUM,1809,12961,7,384,334,46,3,35,348,204,130
2023,391,wt,N,176,1034,6,18,12,6,0,0,18,3,9
2023,391,wt,R,1633,11927,7,202,115,87,0,16,176,51,64
2023,391,wt,SUM,1809,12961,7,220,127,93,0,16,194,54,73
2023,392,all_deer,N,32,315,10,32,24,8,0,9,23,13,12
2023,392,all_deer,R,616,3901,6,241,198,43,0,6,235,118,80
2023,392,all_deer,SUM,649,4216,7,273,222,51,0,15,258,131,92
2023,392,md,N,32,315,10,27,21,6,0,9,18,13,8
2023,392,md,R,616,3901,6,206,178,28,0,3,203,108,70
2023,392,md,SUM,649,4216,7,233,199,34,0,12,221,120,79
2023,392,wt,N,32,315,10,5,3,2,0,0,5,0,3
2023,392,wt,R,616,3901,6,35,20,15,0,3,32,10,10
2023,392,wt,SUM,649,4216,7,40,23,17,0,3,37,10,13
2023,393,all_deer,N,188,961,5,75,51,24,0,0,75,30,21
2023,393,all_deer,R,1360,8742,6,533,412,119,2,36,497,172,240
2023,393,all_deer,SUM,1548,9702,6,607,463,143,2,36,571,202,261
2023,393,md,N,188,961,5,44,39,5,0,0,44,30,9
2023,393,md,R,1360,8742,6,331,300,29,2,17,314,142,158
2023,393,md,SUM,1548,9702,6,375,338,35,2,17,358,171,167
2023,393,wt,N,188,961,5,31,12,19,0,0,31,0,12
2023,393,wt,R,1360,8742,6,202,113,90,0,19,183,30,82
2023,393,wt,SUM,1548,9702,6,233,125,108,0,19,214,30,94
2023,3XX,all_deer,N,113,582,5,38,21,18,0,0,38,6,15
2023,3XX,all_deer,R,324,1561,5,135,78,58,0,18,117,44,34
2023,3XX,all_deer,SUM,437,2143,5,173,98,75,0,18,155,50,49
2023,3XX,md,N,113,582,5,12,9,3,0,0,12,6,3
2023,3XX,md,R,324,1561,5,47,40,6,0,10,37,27,14
2023,3XX,md,SUM,437,2143,5,59,49,9,0,10,49,33,17
2023,3XX,wt,N,113,582,5,27,12,15,0,0,27,0,12
2023,3XX,wt,R,324,1561,5,88,37,51,0,8,80,17,20
2023,3XX,wt,SUM,437,2143,5,115,49,66,0,8,107,17,32
2023,400,all_deer,N,225,1167,5,187,137,50,0,2,185,27,110
2023,400,all_deer,R,1693,9264,6,1126,773,354,0,7,1117,229,543
2023,400,all_deer,SUM,1918,10431,5,1314,910,404,0,9,1303,256,654
2023,400,md,N,225,1167,5,125,101,23,0,2,123,24,78
2023,400,md,R,1693,9264,6,724,538,186,0,7,715,179,359
2023,400,md,SUM,1918,10431,5,849,640,209,0,9,837,203,437
2023,400,wt,N,225,1167,5,63,36,27,0,0,63,3,33
2023,400,wt,R,1693,9264,6,402,234,168,0,0,402,50,184
2023,400,wt,SUM,1918,10431,5,465,270,195,0,0,465,53,217
2023,401,all_deer,N,202,977,5,165,105,57,3,9,156,9,96
2023,401,all_deer,R,1190,6247,5,635,455,180,0,7,628,109,346
2023,401,all_deer,SUM,1392,7224,5,800,560,237,3,15,784,118,442
2023,401,md,N,202,977,5,87,68,20,0,6,81,6,62
2023,401,md,R,1190,6247,5,393,306,86,0,3,389,96,211
2023,401,md,SUM,1392,7224,5,480,374,106,0,9,470,101,272
2023,401,wt,N,202,977,5,78,38,37,3,3,75,3,35
2023,401,wt,R,1190,6247,5,242,149,94,0,3,239,14,135
2023,401,wt,SUM,1392,7224,5,320,186,131,3,6,314,17,170
2023,403,all_deer,N,37,164,4,20,15,5,0,0,20,6,9
2023,403,all_deer,R,424,2120,5,250,154,93,3,2,248,58,95
2023,403,all_deer,SUM,461,2284,5,270,169,98,3,2,268,64,104
2023,403,md,N,37,164,4,15,15,0,0,0,15,6,9
2023,403,md,R,424,2120,5,191,116,72,3,2,189,55,61
2023,403,md,SUM,461,2284,5,206,131,72,3,2,204,61,70
2023,403,wt,N,37,164,4,5,0,5,0,0,5,0,0
2023,403,wt,R,424,2120,5,60,38,22,0,0,60,3,35
2023,403,wt,SUM,461,2284,5,64,38,26,0,0,64,3,35
2023,404,all_deer,N,159,791,5,114,83,30,0,0,114,18,63
2023,404,all_deer,R,1653,8258,5,1102,714,378,10,33,1066,169,545
2023,404,all_deer,SUM,1812,9049,5,1216,797,409,10,33,1179,186,608
2023,404,md,N,159,791,5,73,60,13,0,0,73,18,42
2023,404,md,R,1653,8258,5,563,411,148,3,7,553,125,286
2023,404,md,SUM,1812,9049,5,636,471,162,3,7,626,143,328
2023,404,wt,N,159,791,5,41,24,17,0,0,41,0,21
2023,404,wt,R,1653,8258,5,539,303,230,7,26,513,44,259
2023,404,wt,SUM,1812,9049,5,580,327,247,7,26,554,44,280
2023,405,all_deer,N,113,471,4,101,49,53,0,3,98,17,32
2023,405,all_deer,R,1018,4782,5,670,447,219,4,3,667,131,316
2023,405,all_deer,SUM,1131,5253,5,771,496,272,4,6,765,148,348
2023,405,md,N,113,471,4,78,40,38,0,3,75,14,26
2023,405,md,R,1018,4782,5,506,356,149,0,0,506,115,242
2023,405,md,SUM,1131,5253,5,583,396,187,0,3,580,128,268
2023,405,wt,N,113,471,4,23,9,14,0,0,23,3,6
2023,405,wt,R,1018,4782,5,165,91,70,4,3,161,17,74
2023,405,wt,SUM,1131,5253,5,188,100,84,4,3,185,20,80
2023,406,all_deer,N,85,375,4,76,36,40,0,0,76,9,27
2023,406,all_deer,R,630,2953,5,433,276,157,0,7,426,112,163
2023,406,all_deer,SUM,715,3328,5,509,311,197,0,7,502,121,190
2023,406,md,N,85,375,4,28,18,10,0,0,28,0,18
2023,406,md,R,630,2953,5,247,164,83,0,3,244,79,85
2023,406,md,SUM,715,3328,5,275,182,93,0,3,272,79,103
2023,406,wt,N,85,375,4,48,18,30,0,0,48,9,9
2023,406,wt,R,630,2953,5,186,111,74,0,3,182,33,78
2023,406,wt,SUM,715,3328,5,233,129,104,0,3,230,42,87
2023,410,all_deer,N,404,2204,6,175,158,17,0,0,175,51,107
2023,410,all_deer,R,1071,6587,6,289,239,50,0,7,283,81,158
2023,410,all_deer,SUM,1475,8791,6,464,397,67,0,7,458,132,266
2023,410,md,N,404,2204,6,146,143,3,0,0,146,51,92
2023,410,md,R,1071,6587,6,227,202,24,0,3,223,81,121
2023,410,md,SUM,1475,8791,6,373,345,27,0,3,369,132,214
2023,410,wt,N,404,2204,6,29,15,14,0,0,29,0,15
2023,410,wt,R,1071,6587,6,63,37,26,0,3,59,0,37
2023,410,wt,SUM,1475,8791,6,92,52,40,0,3,89,0,52
2023,411,all_deer,N,347,1850,5,243,158,85,0,10,233,27,131
2023,411,all_deer,R,2043,11651,6,1143,832,311,0,51,1085,169,657
2023,411,all_deer,SUM,2390,13501,6,1386,990,396,0,61,1318,195,788
2023,411,md,N,347,1850,5,102,98,4,0,4,98,18,81
2023,411,md,R,2043,11651,6,331,285,45,0,3,324,84,201
2023,411,md,SUM,2390,13501,6,433,384,49,0,8,422,102,282
2023,411,wt,N,347,1850,5,141,60,81,0,6,135,9,51
2023,411,wt,R,2043,11651,6,812,547,265,0,47,762,84,456
2023,411,wt,SUM,2390,13501,6,953,607,347,0,53,897,93,507
2023,412,all_deer,N,335,1636,5,254,197,57,0,3,251,24,173
2023,412,all_deer,R,1086,5838,5,676,494,182,0,31,642,94,399
2023,412,all_deer,SUM,1421,7474,5,930,690,239,0,34,893,118,572
2023,412,md,N,335,1636,5,116,113,3,0,0,116,15,98
2023,412,md,R,1086,5838,5,277,243,35,0,3,271,71,172
2023,412,md,SUM,1421,7474,5,393,356,38,0,3,387,86,270
2023,412,wt,N,335,1636,5,138,84,54,0,3,135,9,75
2023,412,wt,R,1086,5838,5,398,251,147,0,27,371,24,228
2023,412,wt,SUM,1421,7474,5,536,335,202,0,30,506,33,302
2023,413,all_deer,N,330,2070,6,184,137,47,0,6,178,39,98
2023,413,all_deer,R,2454,13912,6,1304,949,352,3,61,1233,306,643
2023,413,all_deer,SUM,2783,15981,6,1488,1086,398,3,67,1411,345,742
2023,413,md,N,330,2070,6,129,122,7,0,6,123,36,86
2023,413,md,R,2454,13912,6,603,549,55,0,9,595,205,343
2023,413,md,SUM,2783,15981,6,732,671,61,0,15,718,241,430
2023,413,wt,N,330,2070,6,55,15,40,0,0,55,3,12
2023,413,wt,R,2454,13912,6,701,401,297,3,52,639,101,300
2023,413,wt,SUM,2783,15981,6,756,416,337,3,52,694,104,312
2023,415,all_deer,N,6,75,13,0,0,0,0,0,0,0,0
2023,415,all_deer,R,105,1126,11,27,27,0,0,3,24,7,20
2023,415,all_deer,SUM,111,1201,11,27,27,0,0,3,24,7,20
2023,415,md,N,6,75,13,0,0,0,0,0,0,0,0
2023,415,md,R,105,1126,11,24,24,0,0,3,20,7,17
2023,415,md,SUM,111,1201,11,24,24,0,0,3,20,7,17
2023,415,wt,N,6,75,13,0,0,0,0,0,0,0,0
2023,415,wt,R,105,1126,11,3,3,0,0,0,3,0,3
2023,415,wt,SUM,111,1201,11,3,3,0,0,0,3,0,3
2023,416,all_deer,N,661,3907,6,221,176,42,3,27,194,57,119
2023,416,all_deer,R,1323,9137,7,356,271,82,3,17,339,112,158
2023,416,all_deer,SUM,1983,13043,7,576,446,124,6,44,533,169,278
2023,416,md,N,661,3907,6,136,134,2,0,15,121,54,81
2023,416,md,R,1323,9137,7,183,183,0,0,10,173,92,91
