License Year,Hunting,Deer Species,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bucks,Does,Fawns,Bow,Rifle,Less than 4 Points,4 or More Points
2023,110,md,SUM,1360,7975,6,40,40,0,0,0,40,14,27
2023,110,wt,N,31,184,6,15,15,0,0,0,15,6,9
2023,110,wt,R,1329,7791,6,330,290,37,3,7,313,104,185
2023,110,wt,SUM,1360,7975,6,345,305,37,3,7,328,110,194
2023,120,all_deer,N,39,252,7,9,9,0,0,0,9,3,6
2023,120,all_deer,R,2167,14729,7,695,589,106,0,30,665,243,346
2023,120,all_deer,SUM,2206,14981,7,704,598,106,0,30,674,246,352
2023,120,md,N,39,252,7,0,0,0,0,0,0,0,0
2023,120,md,R,2167,14729,7,47,44,3,0,3,44,24,20
2023,120,md,SUM,2206,14981,7,47,44,3,0,3,44,24,20
2023,120,wt,N,39,252,7,9,9,0,0,0,9,3,6
2023,120,wt,R,2167,14729,7,648,545,103,0,27,621,219,326
2023,120,wt,SUM,2206,14981,7,657,554,103,0,27,630,222,332
2023,121,all_deer,N,392,2446,6,138,126,12,0,6,132,45,81
2023,121,all_deer,R,2158,19036,9,801,681,109,10,31,763,311,371
2023,121,all_deer,SUM,2551,21482,8,938,807,121,10,37,895,356,451
2023,121,md,N,392,2446,6,48,45,3,0,3,45,0,45
2023,121,md,R,2158,19036,9,83,78,5,0,3,80,44,34
2023,121,md,SUM,2551,21482,8,131,122,8,0,6,124,44,78
2023,121,wt,N,392,2446,6,90,81,9,0,3,87,45,36
2023,121,wt,R,2158,19036,9,718,604,104,10,28,684,267,337
2023,121,wt,SUM,2551,21482,8,808,685,113,10,31,770,312,373
2023,122,all_deer,N,119,778,7,42,39,3,0,0,42,15,24
2023,122,all_deer,R,2064,15977,8,661,569,89,3,16,639,266,303
2023,122,all_deer,SUM,2183,16754,8,703,608,91,3,16,681,281,327
2023,122,md,N,119,778,7,24,24,0,0,0,24,12,12
2023,122,md,R,2064,15977,8,165,162,3,0,0,162,111,51
2023,122,md,SUM,2183,16754,8,189,186,3,0,0,186,123,63
2023,122,wt,N,119,778,7,18,15,3,0,0,18,3,12
2023,122,wt,R,2064,15977,8,496,408,85,3,16,477,155,253
2023,122,wt,SUM,2183,16754,8,514,423,88,3,16,495,158,265
2023,123,all_deer,N,57,477,8,15,15,0,0,0,15,3,12
2023,123,all_deer,R,528,4732,9,166,145,21,0,0,166,47,98
2023,123,all_deer,SUM,585,5209,9,181,160,21,0,0,181,50,110
2023,123,md,N,57,477,8,0,0,0,0,0,0,0,0
2023,123,md,R,528,4732,9,47,47,0,0,0,47,14,34
2023,123,md,SUM,585,5209,9,47,47,0,0,0,47,14,34
2023,123,wt,N,57,477,8,15,15,0,0,0,15,3,12
2023,123,wt,R,528,4732,9,119,98,21,0,0,119,34,64
2023,123,wt,SUM,585,5209,9,134,113,21,0,0,134,37,76
2023,124,all_deer,N,24,138,6,12,12,0,0,0,12,6,6
2023,124,all_deer,R,422,3543,8,167,142,25,0,0,161,44,98
2023,124,all_deer,SUM,446,3681,8,178,153,25,0,0,173,50,104
2023,124,md,N,24,138,6,12,12,0,0,0,12,6,6
2023,124,md,R,422,3543,8,53,51,2,0,0,50,30,20
2023,124,md,SUM,446,3681,8,65,63,2,0,0,62,36,26
2023,124,wt,N,24,138,6,0,0,0,0,0,0,0,0
2023,124,wt,R,422,3543,8,114,91,23,0,0,111,14,78
2023,124,wt,SUM,446,3681,8,114,91,23,0,0,111,14,78
2023,130,all_deer,N,105,520,5,33,30,3,0,0,33,15,15
2023,130,all_deer,R,1680,10509,6,521,452,66,3,14,501,155,297
2023,130,all_deer,SUM,1785,11029,6,554,481,69,3,14,534,170,311
2023,130,md,N,105,520,5,0,0,0,0,0,0,0,0
2023,130,md,R,1680,10509,6,20,20,0,0,0,20,0,20
2023,130,md,SUM,1785,11029,6,20,20,0,0,0,20,0,20
2023,130,wt,N,105,520,5,33,30,3,0,0,33,15,15
2023,130,wt,R,1680,10509,6,501,431,66,3,14,481,155,276
2023,130,wt,SUM,1785,11029,6,534,461,69,3,14,514,170,291
2023,140,all_deer,N,28,128,5,6,6,0,0,0,6,3,3
2023,140,all_deer,R,600,4100,7,172,165,7,0,3,169,61,104
2023,140,all_deer,SUM,628,4228,7,178,171,7,0,3,174,64,107
2023,140,md,N,28,128,5,0,0,0,0,0,0,0,0
2023,140,md,R,600,4100,7,44,40,3,0,0,44,10,30
2023,140,md,SUM,628,4228,7,44,40,3,0,0,44,10,30
2023,140,wt,N,28,128,5,6,6,0,0,0,6,3,3
2023,140,wt,R,600,4100,7,128,125,3,0,3,125,51,74
2023,140,wt,SUM,628,4228,7,134,131,3,0,3,131,54,77
2023,141,all_deer,N,12,63,5,0,0,0,0,0,0,0,0
2023,141,all_deer,R,62,327,5,17,14,3,0,0,17,3,10
2023,141,all_deer,SUM,74,390,5,17,14,3,0,0,17,3,10
2023,141,md,N,12,63,5,0,0,0,0,0,0,0,0
2023,141,md,R,62,327,5,10,7,3,0,0,10,0,7
2023,141,md,SUM,74,390,5,10,7,3,0,0,10,0,7
2023,141,wt,N,12,63,5,0,0,0,0,0,0,0,0
2023,141,wt,R,62,327,5,7,7,0,0,0,7,3,3
2023,141,wt,SUM,74,390,5,7,7,0,0,0,7,3,3
2023,150,all_deer,N,81,576,7,12,12,0,0,0,12,0,12
2023,150,all_deer,R,124,813,7,20,20,0,0,0,17,7,14
2023,150,all_deer,SUM,205,1388,7,32,32,0,0,0,29,7,25
2023,150,md,N,81,576,7,6,6,0,0,0,6,0,6
2023,150,md,R,124,813,7,3,3,0,0,0,3,0,3
2023,150,md,SUM,205,1388,7,9,9,0,0,0,9,0,9
2023,150,wt,N,81,576,7,6,6,0,0,0,6,0,6
2023,150,wt,R,124,813,7,17,17,0,0,0,14,7,10
2023,150,wt,SUM,205,1388,7,23,23,0,0,0,19,7,16
2023,170,all_deer,N,73,460,6,28,9,17,2,3,24,0,9
2023,170,all_deer,R,2358,15100,6,1344,762,569,14,125,1178,273,489
2023,170,all_deer,SUM,2431,15560,6,1371,771,586,15,128,1203,273,498
2023,170,md,N,73,460,6,0,0,0,0,0,0,0,0
2023,170,md,R,2358,15100,6,44,34,10,0,0,40,24,10
2023,170,md,SUM,2431,15560,6,44,34,10,0,0,40,24,10
2023,170,wt,N,73,460,6,28,9,17,2,3,24,0,9
2023,170,wt,R,2358,15100,6,1300,728,559,14,125,1138,249,479
2023,170,wt,SUM,2431,15560,6,1328,737,576,15,128,1162,249,487
2023,1XX,all_deer,N,37,156,4,18,14,4,0,0,18,4,10
2023,1XX,all_deer,R,138,1042,8,71,43,28,0,0,71,19,24
2023,1XX,all_deer,SUM,175,1198,7,88,57,32,0,0,88,23,34
2023,1XX,md,N,37,156,4,7,7,0,0,0,7,0,7
2023,1XX,md,R,138,1042,8,3,3,0,0,0,3,0,3
2023,1XX,md,SUM,175,1198,7,10,10,0,0,0,10,0,10
2023,1XX,wt,N,37,156,4,11,7,4,0,0,11,4,4
2023,1XX,wt,R,138,1042,8,68,40,28,0,0,68,19,20
2023,1XX,wt,SUM,175,1198,7,78,47,32,0,0,78,23,24
2023,200,all_deer,N,60,459,8,41,33,8,0,0,41,15,18
2023,200,all_deer,R,690,5385,8,212,173,39,0,6,203,91,82
2023,200,all_deer,SUM,750,5843,8,253,206,47,0,6,244,106,100
2023,200,md,N,60,459,8,3,3,0,0,0,3,3,0
2023,200,md,R,690,5385,8,42,32,11,0,0,42,18,14
2023,200,md,SUM,750,5843,8,45,35,11,0,0,45,21,14
2023,200,wt,N,60,459,8,38,30,8,0,0,38,12,18
2023,200,wt,R,690,5385,8,170,141,29,0,6,161,73,68
2023,200,wt,SUM,750,5843,8,207,171,36,0,6,199,85,86
2023,201,all_deer,N,140,900,6,46,39,7,0,5,41,15,24
2023,201,all_deer,R,3479,24508,7,1129,960,165,3,48,1074,366,584
2023,201,all_deer,SUM,3619,25408,7,1175,999,172,3,53,1115,381,608
2023,201,md,N,140,900,6,9,6,3,0,3,6,3,3
2023,201,md,R,3479,24508,7,202,199,3,0,3,195,108,88
2023,201,md,SUM,3619,25408,7,211,205,6,0,6,201,111,91
2023,201,wt,N,140,900,6,37,33,4,0,2,35,12,21
2023,201,wt,R,3479,24508,7,927,762,162,3,45,879,258,497
2023,201,wt,SUM,3619,25408,7,964,794,166,3,47,913,270,518
2023,202,all_deer,N,105,890,9,52,52,0,0,0,52,24,28
2023,202,all_deer,R,1692,11936,7,598,491,104,3,17,574,168,323
2023,202,all_deer,SUM,1796,12826,7,650,542,104,3,17,626,192,350
2023,202,md,N,105,890,9,10,10,0,0,0,10,3,7
2023,202,md,R,1692,11936,7,73,73,0,0,0,73,25,48
2023,202,md,SUM,1796,12826,7,83,83,0,0,0,83,28,55
2023,202,wt,N,105,890,9,42,42,0,0,0,42,21,21
2023,202,wt,R,1692,11936,7,525,418,104,3,17,501,144,274
2023,202,wt,SUM,1796,12826,7,567,459,104,3,17,543,164,295
2023,204,all_deer,N,44,209,5,22,13,9,0,5,16,3,10
2023,204,all_deer,R,1446,9739,7,513,391,112,10,56,457,148,243
2023,204,all_deer,SUM,1491,9948,7,535,404,121,10,61,474,151,253
2023,204,md,N,44,209,5,10,10,0,0,3,7,3,7
2023,204,md,R,1446,9739,7,128,128,0,0,14,115,47,81
2023,204,md,SUM,1491,9948,7,138,138,0,0,17,122,50,88
2023,204,wt,N,44,209,5,12,3,9,0,2,10,0,3
2023,204,wt,R,1446,9739,7,385,263,112,10,42,343,101,162
2023,204,wt,SUM,1491,9948,7,397,266,121,10,44,352,101,165
2023,210,all_deer,N,79,441,6,27,9,18,0,0,27,3,6
2023,210,all_deer,R,784,4524,6,294,179,115,0,6,283,44,135
2023,210,all_deer,SUM,863,4965,6,321,188,133,0,6,309,47,141
2023,210,md,N,79,441,6,4,3,1,0,0,4,3,0
2023,210,md,R,784,4524,6,63,51,13,0,0,63,20,30
2023,210,md,SUM,863,4965,6,67,54,14,0,0,67,23,30
2023,210,wt,N,79,441,6,23,6,17,0,0,23,0,6
2023,210,wt,R,784,4524,6,231,128,103,0,6,219,24,104
2023,210,wt,SUM,863,4965,6,254,134,120,0,6,242,24,110
2023,211,all_deer,N,43,355,8,9,9,0,0,3,6,3,6
2023,211,all_deer,R,448,3085,7,68,65,3,0,14,55,34,30
2023,211,all_deer,SUM,492,3440,7,77,74,3,0,17,61,37,36
2023,211,md,N,43,355,8,9,9,0,0,3,6,3,6
2023,211,md,R,448,3085,7,31,31,0,0,10,21,18,14
2023,211,md,SUM,492,3440,7,40,40,0,0,13,27,21,19
2023,211,wt,N,43,355,8,0,0,0,0,0,0,0,0
2023,211,wt,R,448,3085,7,37,34,3,0,3,34,17,17
2023,211,wt,SUM,492,3440,7,37,34,3,0,3,34,17,17
2023,212,all_deer,N,38,242,6,9,9,0,0,0,9,3,6
2023,212,all_deer,R,274,1579,6,59,44,15,0,0,59,24,20
2023,212,all_deer,SUM,311,1821,6,68,53,15,0,0,68,27,26
2023,212,md,N,38,242,6,9,9,0,0,0,9,3,6
2023,212,md,R,274,1579,6,34,20,13,0,0,34,14,7
2023,212,md,SUM,311,1821,6,43,29,13,0,0,43,17,13
2023,212,wt,N,38,242,6,0,0,0,0,0,0,0,0
2023,212,wt,R,274,1579,6,26,24,2,0,0,26,10,14
2023,212,wt,SUM,311,1821,6,26,24,2,0,0,26,10,14
2023,213,all_deer,N,101,700,7,36,23,14,0,8,29,11,12
2023,213,all_deer,R,1004,8834,9,296,191,105,0,45,249,91,100
2023,213,all_deer,SUM,1105,9534,9,333,214,119,0,53,277,101,112
2023,213,md,N,101,700,7,9,9,0,0,0,9,6,3
2023,213,md,R,1004,8834,9,136,112,24,0,16,120,58,54
2023,213,md,SUM,1105,9534,9,145,120,24,0,16,129,64,57
2023,213,wt,N,101,700,7,27,14,14,0,8,20,5,9
2023,213,wt,R,1004,8834,9,160,80,81,0,29,128,33,47
2023,213,wt,SUM,1105,9534,9,188,93,94,0,37,148,38,55
2023,214,all_deer,N,22,111,5,0,0,0,0,0,0,0,0
2023,214,all_deer,R,311,2252,7,63,60,3,0,3,60,33,27
2023,214,all_deer,SUM,334,2362,7,63,60,3,0,3,60,33,27
2023,214,md,N,22,111,5,0,0,0,0,0,0,0,0
2023,214,md,R,311,2252,7,27,24,3,0,3,24,14,10
2023,214,md,SUM,334,2362,7,27,24,3,0,3,24,14,10
2023,214,wt,N,22,111,5,0,0,0,0,0,0,0,0
2023,214,wt,R,311,2252,7,37,37,0,0,0,37,20,17
2023,214,wt,SUM,334,2362,7,37,37,0,0,0,37,20,17
2023,215,all_deer,N,115,763,7,28,12,16,0,4,23,3,9
2023,215,all_deer,R,1209,9647,8,263,182,81,0,15,248,84,98
2023,215,all_deer,SUM,1324,10409,8,291,194,97,0,20,271,87,107
2023,215,md,N,115,763,7,9,9,0,0,0,9,3,6
2023,215,md,R,1209,9647,8,132,115,17,0,10,121,71,44
2023,215,md,SUM,1324,10409,8,140,124,17,0,10,130,74,50
2023,215,wt,N,115,763,7,19,3,16,0,4,15,0,3
2023,215,wt,R,1209,9647,8,131,67,64,0,5,126,14,54
2023,215,wt,SUM,1324,10409,8,150,70,80,0,9,141,14,57
2023,216,all_deer,N,54,322,6,17,15,2,0,0,17,12,3
2023,216,all_deer,R,422,2347,6,178,127,48,3,10,168,71,56
2023,216,all_deer,SUM,476,2669,6,195,142,51,3,10,185,83,59
2023,216,md,N,54,322,6,12,12,0,0,0,12,9,3
2023,216,md,R,422,2347,6,60,54,6,0,6,54,30,24
2023,216,md,SUM,476,2669,6,72,66,6,0,6,66,39,27
2023,216,wt,N,54,322,6,5,3,2,0,0,5,3,0
2023,216,wt,R,422,2347,6,118,73,43,3,4,114,40,32
2023,216,wt,SUM,476,2669,6,123,76,45,3,4,119,43,32
2023,217,all_deer,N,37,162,4,10,3,7,0,0,10,3,0
2023,217,all_deer,R,471,3066,7,127,94,33,0,0,127,30,61
2023,217,all_deer,SUM,508,3229,6,137,97,41,0,0,137,33,61
2023,217,md,N,37,162,4,1,0,1,0,0,1,0,0
2023,217,md,R,471,3066,7,31,27,4,0,0,31,10,17
2023,217,md,SUM,508,3229,6,32,27,5,0,0,32,10,17
2023,217,wt,N,37,162,4,9,3,6,0,0,9,3,0
2023,217,wt,R,471,3066,7,96,67,30,0,0,96,20,44
2023,217,wt,SUM,508,3229,6,105,70,36,0,0,105,23,44
2023,240,all_deer,N,118,649,6,46,24,22,0,7,39,9,15
2023,240,all_deer,R,2108,15147,7,939,711,225,3,128,794,293,411
2023,240,all_deer,SUM,2226,15797,7,985,735,247,3,135,833,302,426
2023,240,md,N,118,649,6,3,3,0,0,0,3,3,0
2023,240,md,R,2108,15147,7,111,111,0,0,7,104,57,50
2023,240,md,SUM,2226,15797,7,114,114,0,0,7,107,60,50
2023,240,wt,N,118,649,6,43,21,22,0,7,36,6,15
2023,240,wt,R,2108,15147,7,828,600,225,3,121,690,236,361
2023,240,wt,SUM,2226,15797,7,871,621,247,3,129,726,242,376
2023,250,all_deer,N,19,99,5,12,10,2,0,0,12,1,9
2023,250,all_deer,R,402,2541,6,176,155,21,0,4,172,47,104
2023,250,all_deer,SUM,421,2640,6,188,165,23,0,4,184,48,113
2023,250,md,N,19,99,5,6,4,2,0,0,6,1,3
2023,250,md,R,402,2541,6,17,17,0,0,0,17,0,17
2023,250,md,SUM,421,2640,6,23,21,2,0,0,23,1,20
2023,250,wt,N,19,99,5,6,6,0,0,0,6,0,6
2023,250,wt,R,402,2541,6,159,138,21,0,4,155,47,88
2023,250,wt,SUM,421,2640,6,165,144,21,0,4,161,47,94
2023,260,all_deer,N,86,559,7,43,18,26,0,28,15,9,9
2023,260,all_deer,R,1006,9494,9,543,227,316,0,389,154,60,164
2023,260,all_deer,SUM,1092,10053,9,586,245,341,0,417,169,69,173
2023,260,md,N,86,559,7,6,6,0,0,3,3,6,0
2023,260,md,R,1006,9494,9,39,31,8,0,14,25,10,21
2023,260,md,SUM,1092,10053,9,45,37,8,0,17,28,16,21
2023,260,wt,N,86,559,7,37,12,26,0,25,12,3,9
2023,260,wt,R,1006,9494,9,504,196,308,0,375,130,50,144
2023,260,wt,SUM,1092,10053,9,542,208,334,0,400,142,53,152
2023,261,all_deer,N,8,42,5,1,1,0,0,0,1,0,1
2023,261,all_deer,R,492,3350,7,184,142,42,0,25,159,20,122
2023,261,all_deer,SUM,500,3392,7,185,143,42,0,25,160,20,123
2023,261,md,N,8,42,5,1,1,0,0,0,1,0,1
2023,261,md,R,492,3350,7,7,7,0,0,0,7,0,7
2023,261,md,SUM,500,3392,7,8,8,0,0,0,8,0,8
2023,261,wt,N,8,42,5,0,0,0,0,0,0,0,0
2023,261,wt,R,492,3350,7,177,135,42,0,25,152,20,115
2023,261,wt,SUM,500,3392,7,177,135,42,0,25,152,20,115
2023,262,all_deer,N,30,172,6,13,9,4,0,0,11,3,6
2023,262,all_deer,R,718,5362,8,509,273,226,10,129,359,63,210
2023,262,all_deer,SUM,748,5534,7,522,282,230,10,129,369,66,216
2023,262,md,N,30,172,6,0,0,0,0,0,0,0,0
2023,262,md,R,718,5362,8,34,20,14,0,14,16,3,17
2023,262,md,SUM,748,5534,7,34,20,14,0,14,16,3,17
2023,262,wt,N,30,172,6,13,9,4,0,0,11,3,6
2023,262,wt,R,718,5362,8,475,254,212,10,116,343,60,194
2023,262,wt,SUM,748,5534,7,488,263,216,10,116,354,63,200
2023,270,all_deer,N,209,1366,7,56,43,13,0,2,54,15,28
2023,270,all_deer,R,1678,12917,8,442,361,81,0,11,428,154,207
2023,270,all_deer,SUM,1887,14284,8,497,404,93,0,13,481,169,235
2023,270,md,N,209,1366,7,7,4,3,0,0,7,0,4
2023,270,md,R,1678,12917,8,80,68,13,0,4,76,17,51
2023,270,md,SUM,1887,14284,8,87,72,16,0,4,83,17,55
2023,270,wt,N,209,1366,7,49,39,10,0,2,47,15,24
2023,270,wt,R,1678,12917,8,362,294,68,0,7,352,138,156
2023,270,wt,SUM,1887,14284,8,410,333,78,0,9,398,153,180
2023,280,all_deer,N,14,74,5,3,3,0,0,0,3,0,3
2023,280,all_deer,R,135,894,7,10,7,3,0,0,10,0,7
2023,280,all_deer,SUM,149,968,7,13,10,3,0,0,13,0,10
2023,280,md,N,14,74,5,3,3,0,0,0,3,0,3
2023,280,md,R,135,894,7,0,0,0,0,0,0,0,0
2023,280,md,SUM,149,968,7,3,3,0,0,0,3,0,3
2023,280,wt,N,14,74,5,0,0,0,0,0,0,0,0
2023,280,wt,R,135,894,7,10,7,3,0,0,10,0,7
2023,280,wt,SUM,149,968,7,10,7,3,0,0,10,0,7
2023,281,all_deer,N,101,617,6,39,33,6,0,3,36,9,24
2023,281,all_deer,R,1053,7594,7,256,219,37,0,17,239,84,135
2023,281,all_deer,SUM,1153,8211,7,295,252,43,0,20,275,93,159
2023,281,md,N,101,617,6,15,15,0,0,0,15,0,15
2023,281,md,R,1053,7594,7,54,54,0,0,7,47,27,27
2023,281,md,SUM,1153,8211,7,69,69,0,0,7,62,27,42
2023,281,wt,N,101,617,6,24,18,6,0,3,21,9,9
2023,281,wt,R,1053,7594,7,202,165,37,0,10,192,57,108
2023,281,wt,SUM,1153,8211,7,226,183,43,0,13,213,66,117
2023,282,all_deer,N,7,58,8,8,7,1,0,0,8,0,7
2023,282,all_deer,R,250,1553,6,54,48,6,0,7,48,20,28
2023,282,all_deer,SUM,257,1611,6,62,55,7,0,7,56,20,35
2023,282,md,N,7,58,8,0,0,0,0,0,0,0,0
2023,282,md,R,250,1553,6,5,5,0,0,3,2,3,2
2023,282,md,SUM,257,1611,6,5,5,0,0,3,2,3,2
2023,282,wt,N,7,58,8,8,7,1,0,0,8,0,7
2023,282,wt,R,250,1553,6,50,43,6,0,3,46,17,26
2023,282,wt,SUM,257,1611,6,58,50,7,0,3,54,17,33
2023,284,all_deer,N,9,72,8,0,0,0,0,0,0,0,0
2023,284,all_deer,R,111,1126,10,27,27,0,0,3,24,14,14
2023,284,all_deer,SUM,120,1198,10,27,27,0,0,3,24,14,14
2023,284,md,N,9,72,8,0,0,0,0,0,0,0,0
2023,284,md,R,111,1126,10,7,7,0,0,0,7,3,3
2023,284,md,SUM,120,1198,10,7,7,0,0,0,7,3,3
2023,284,wt,N,9,72,8,0,0,0,0,0,0,0,0
2023,284,wt,R,111,1126,10,20,20,0,0,3,17,10,10
2023,284,wt,SUM,120,1198,10,20,20,0,0,3,17,10,10
2023,285,all_deer,N,88,553,6,39,39,0,0,0,39,15,21
2023,285,all_deer,R,2578,18307,7,890,734,150,7,14,875,309,425
2023,285,all_deer,SUM,2665,18860,7,929,773,150,7,14,913,324,446
2023,285,md,N,88,553,6,9,9,0,0,0,9,3,6
2023,285,md,R,2578,18307,7,92,88,3,0,0,92,30,58
2023,285,md,SUM,2665,18860,7,100,97,3,0,0,100,33,64
2023,285,wt,N,88,553,6,30,30,0,0,0,30,12,15
2023,285,wt,R,2578,18307,7,799,646,146,7,14,783,279,367
2023,285,wt,SUM,2665,18860,7,829,676,146,7,14,813,291,382
2023,290,all_deer,N,21,147,7,6,4,2,0,3,3,0,4
2023,290,all_deer,R,169,1226,7,68,52,16,0,25,44,14,39
2023,290,all_deer,SUM,190,1373,7,74,56,18,0,27,47,14,43
2023,290,md,N,21,147,7,3,3,0,0,0,3,0,3
2023,290,md,R,169,1226,7,17,17,0,0,3,14,7,10
2023,290,md,SUM,190,1373,7,20,20,0,0,3,17,7,13
2023,290,wt,N,21,147,7,3,1,2,0,3,0,0,1
2023,290,wt,R,169,1226,7,52,35,16,0,21,31,7,29
2023,290,wt,SUM,190,1373,7,54,36,18,0,24,31,7,30
2023,291,all_deer,N,28,198,7,5,5,0,0,0,5,0,5
2023,291,all_deer,R,222,1489,7,61,50,9,2,2,59,15,35
2023,291,all_deer,SUM,250,1687,7,66,55,9,2,2,64,15,40
2023,291,md,N,28,198,7,5,5,0,0,0,5,0,5
2023,291,md,R,222,1489,7,39,37,2,0,2,36,8,28
2023,291,md,SUM,250,1687,7,44,41,2,0,2,41,8,33
2023,291,wt,N,28,198,7,0,0,0,0,0,0,0,0
2023,291,wt,R,222,1489,7,23,14,7,2,0,23,7,7
2023,291,wt,SUM,250,1687,7,23,14,7,2,0,23,7,7
2023,292,all_deer,N,45,229,5,16,12,2,2,0,16,9,3
2023,292,all_deer,R,1432,8728,6,453,395,58,0,14,439,152,240
2023,292,all_deer,SUM,1477,8958,6,468,407,59,2,14,455,161,243
2023,292,md,N,45,229,5,6,6,0,0,0,6,3,3
2023,292,md,R,1432,8728,6,152,152,0,0,7,145,81,71
2023,292,md,SUM,1477,8958,6,158,158,0,0,7,151,84,74
2023,292,wt,N,45,229,5,10,6,2,2,0,10,6,0
2023,292,wt,R,1432,8728,6,301,244,58,0,7,294,71,169
2023,292,wt,SUM,1477,8958,6,311,249,59,2,7,304,77,169
2023,293,all_deer,N,79,607,8,12,12,0,0,3,9,6,6
2023,293,all_deer,R,982,6499,7,202,172,30,0,10,192,57,115
2023,293,all_deer,SUM,1061,7106,7,214,184,30,0,13,201,63,121
2023,293,md,N,79,607,8,9,9,0,0,3,6,6,3
2023,293,md,R,982,6499,7,74,71,3,0,7,67,34,37
2023,293,md,SUM,1061,7106,7,83,80,3,0,10,73,40,40
2023,293,wt,N,79,607,8,3,3,0,0,0,3,0,3
2023,293,wt,R,982,6499,7,128,101,27,0,3,124,24,78
2023,293,wt,SUM,1061,7106,7,131,104,27,0,3,127,24,81
2023,298,all_deer,N,9,75,9,4,4,0,0,0,4,3,1
2023,298,all_deer,R,209,1168,6,54,44,7,3,0,54,20,24
2023,298,all_deer,SUM,217,1243,6,58,48,7,3,0,58,23,25
2023,298,md,N,9,75,9,3,3,0,0,0,3,3,0
2023,298,md,R,209,1168,6,17,14,0,3,0,17,10,3
2023,298,md,SUM,217,1243,6,20,17,0,3,0,20,13,3
2023,298,wt,N,9,75,9,1,1,0,0,0,1,0,1
2023,298,wt,R,209,1168,6,37,30,7,0,0,37,10,20
2023,298,wt,SUM,217,1243,6,38,31,7,0,0,38,10,21
2023,2XX,all_deer,N,41,240,6,7,0,7,0,0,7,0,0
2023,2XX,all_deer,R,167,776,5,37,30,6,0,0,37,24,7
2023,2XX,all_deer,SUM,209,1016,5,44,30,13,0,0,44,24,7
2023,2XX,md,R,167,776,5,7,3,3,0,0,7,3,0
2023,2XX,md,SUM,209,1016,5,7,3,3,0,0,7,3,0
2023,2XX,wt,N,41,240,6,7,0,7,0,0,7,0,0
2023,2XX,wt,R,167,776,5,30,27,3,0,0,30,20,7
2023,2XX,wt,SUM,209,1016,5,37,27,10,0,0,37,20,7
2023,301,all_deer,N,94,467,5,22,12,10,0,0,22,6,6
2023,301,all_deer,R,858,6025,7,219,162,57,0,22,197,67,95
2023,301,all_deer,SUM,952,6492,7,241,174,67,0,22,220,73,101
2023,301,md,N,94,467,5,11,9,2,0,0,11,3,6
2023,301,md,R,858,6025,7,92,85,7,0,12,80,40,45
2023,301,md,SUM,952,6492,7,102,94,8,0,12,90,43,51
2023,301,wt,N,94,467,5,12,3,9,0,0,12,3,0
2023,301,wt,R,858,6025,7,128,77,50,0,10,117,27,51
2023,301,wt,SUM,952,6492,7,139,80,59,0,10,129,30,51
2023,302,all_deer,N,190,1156,6,82,57,22,3,3,79,24,30
2023,302,all_deer,R,574,3601,6,143,84,59,0,3,132,30,54
2023,302,all_deer,SUM,764,4757,6,225,141,81,3,6,211,54,84
2023,302,md,N,190,1156,6,62,48,12,3,3,59,18,27
2023,302,md,R,574,3601,6,78,61,17,0,3,71,20,40
2023,302,md,SUM,764,4757,6,140,108,28,3,6,130,38,67
2023,302,wt,N,190,1156,6,20,9,11,0,0,20,6,3
2023,302,wt,R,574,3601,6,65,24,42,0,0,61,10,14
2023,302,wt,SUM,764,4757,6,85,33,53,0,0,81,16,17
2023,303,all_deer,N,106,718,7,34,19,15,0,0,34,6,13
2023,303,all_deer,R,220,1406,6,69,43,26,0,0,65,28,15
2023,303,all_deer,SUM,327,2125,7,103,62,41,0,0,99,34,28
2023,303,md,N,106,718,7,28,16,12,0,0,28,6,10
2023,303,md,R,220,1406,6,50,36,14,0,0,50,24,12
2023,303,md,SUM,327,2125,7,78,52,25,0,0,78,30,22
2023,303,wt,N,106,718,7,6,3,3,0,0,6,0,3
2023,303,wt,R,220,1406,6,19,7,12,0,0,16,3,3
2023,303,wt,SUM,327,2125,7,25,10,15,0,0,22,3,6
2023,304,all_deer,N,39,230,6,8,3,5,0,0,8,3,0
2023,304,all_deer,R,451,2455,5,161,111,43,7,6,154,47,64
2023,304,all_deer,SUM,490,2685,6,168,114,47,7,6,162,50,64
2023,304,md,N,39,230,6,6,3,3,0,0,6,3,0
2023,304,md,R,451,2455,5,57,54,3,0,0,57,34,20
2023,304,md,SUM,490,2685,6,63,57,6,0,0,63,37,20
2023,304,wt,N,39,230,6,2,0,2,0,0,2,0,0
2023,304,wt,R,451,2455,5,103,57,39,7,6,97,14,43
2023,304,wt,SUM,490,2685,6,105,57,41,7,6,99,14,43
2023,309,all_deer,N,48,308,6,19,9,10,0,3,16,3,6
2023,309,all_deer,R,579,3859,7,402,210,192,0,103,299,30,179
2023,309,all_deer,SUM,627,4167,7,421,219,202,0,106,315,33,185
2023,309,md,N,48,308,6,6,6,0,0,0,6,3,3
2023,309,md,R,579,3859,7,17,17,0,0,3,14,3,14
2023,309,md,SUM,627,4167,7,23,23,0,0,3,19,6,17
2023,309,wt,N,48,308,6,13,3,10,0,3,10,0,3
2023,309,wt,R,579,3859,7,385,193,192,0,99,286,27,166
2023,309,wt,SUM,627,4167,7,398,196,202,0,102,296,27,169
2023,310,all_deer,N,66,425,7,15,9,6,0,0,15,3,6
