License Year,Hunting,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bulls,Cows,Calves,Bow,Rifle,Spike Bull Elk,Less than 6 Points,6 or More Points
2024,212,N,69,408,6,6,5,1,0,0,6,0,3,3
2024,212,R,380,3165,8,19,9,10,0,0,19,0,6,3
2024,212,SUM,449,3573,8,26,14,11,0,0,26,0,9,6
2024,213,N,237,1623,7,64,33,31,0,19,45,0,21,13
2024,213,R,1334,13547,10,305,149,154,2,21,285,0,112,36
2024,213,SUM,1570,15171,10,369,182,185,2,39,330,0,133,49
2024,214,N,46,291,6,10,10,0,0,3,8,0,5,5
2024,214,R,346,3183,9,15,9,6,0,3,12,0,9,0
2024,214,SUM,393,3474,9,25,19,6,0,6,20,0,14,5
2024,215,N,222,1598,7,42,18,24,0,13,29,0,13,5
2024,215,R,1854,16634,9,242,133,110,0,33,210,0,87,46
2024,215,SUM,2076,18232,9,284,151,134,0,46,239,0,100,51
2024,216,N,59,301,5,1,0,1,0,0,1,0,0,0
2024,216,R,404,3154,8,48,24,24,0,12,36,0,18,6
2024,216,SUM,463,3455,8,50,24,25,0,12,38,0,18,6
2024,217,N,48,361,8,13,7,6,0,3,10,0,0,7
2024,217,R,496,4017,8,80,40,38,2,3,77,0,16,24
2024,217,SUM,544,4378,8,92,47,43,2,5,87,0,16,31
2024,240,N,48,289,6,13,8,6,0,4,10,0,3,5
2024,240,R,1161,8522,7,107,60,41,6,12,92,0,42,18
2024,240,SUM,1209,8811,7,120,68,47,6,16,102,0,44,23
2024,250,N,22,153,7,11,11,0,0,5,6,0,8,1
2024,250,R,108,1364,13,40,24,15,0,15,25,0,5,20
2024,250,SUM,130,1517,12,51,36,15,0,20,31,0,13,21
2024,260,N,45,271,6,7,3,4,0,0,7,0,3,0
2024,260,R,403,2928,7,44,21,20,3,32,12,0,18,3
2024,260,SUM,447,3199,7,50,24,24,3,32,18,0,21,3
2024,261,N,34,197,6,5,0,5,0,0,5,0,0,0
2024,261,R,439,3612,8,44,29,15,0,9,34,0,21,8
2024,261,SUM,473,3809,8,48,29,19,0,9,39,0,21,8
2024,262,N,31,225,7,11,0,11,0,0,11,0,0,0
2024,262,R,348,2579,7,82,9,73,0,11,65,0,3,6
2024,262,SUM,378,2804,7,93,9,84,0,11,76,0,3,6
2024,270,N,583,4133,7,132,101,31,0,16,116,0,72,29
2024,270,R,2737,25851,9,530,220,302,9,39,482,0,162,57
2024,270,SUM,3320,29984,9,662,321,333,9,55,598,0,234,87
2024,280,N,31,206,7,10,10,0,0,3,8,0,3,8
2024,280,R,181,1303,7,33,33,0,0,0,33,0,9,24
2024,280,SUM,212,1509,7,44,44,0,0,3,41,0,12,32
2024,281,N,103,881,9,10,10,0,0,0,10,0,10,0
2024,281,R,1109,8422,8,73,42,30,0,21,49,0,33,9
2024,281,SUM,1213,9303,8,83,53,30,0,21,59,0,44,9
2024,282,N,14,104,7,5,5,0,0,3,3,0,3,3
2024,282,R,246,1576,6,16,3,10,2,3,13,0,0,3
2024,282,SUM,261,1680,6,21,8,10,2,6,15,0,3,6
2024,284,N,52,658,13,3,3,0,0,0,3,0,3,0
2024,284,R,169,1738,10,30,6,24,0,3,27,0,3,3
2024,284,SUM,221,2395,11,32,9,24,0,3,29,0,6,3
2024,285,N,70,521,7,3,3,0,0,0,3,0,3,0
2024,285,R,1728,14765,9,53,48,5,0,18,35,0,33,15
2024,285,SUM,1798,15286,9,56,51,5,0,18,37,0,35,15
2024,290,N,22,220,10,5,3,3,0,0,5,0,0,3
2024,290,R,242,1511,6,47,29,18,0,19,28,0,18,11
2024,290,SUM,264,1731,7,52,31,21,0,19,33,0,18,13
2024,291,N,43,280,7,17,5,12,0,0,17,0,3,3
2024,291,R,609,4374,7,106,57,49,0,18,88,0,33,23
2024,291,SUM,652,4653,7,122,62,61,0,18,105,0,36,26
2024,292,N,40,247,6,10,10,0,0,0,10,0,8,3
2024,292,R,1132,8806,8,72,58,14,0,9,60,0,27,30
2024,292,SUM,1172,9053,8,82,68,14,0,9,70,0,35,33
2024,293,N,112,853,8,18,15,3,0,10,8,0,13,3
2024,293,R,1437,11657,8,138,72,64,2,24,111,3,57,12
2024,293,SUM,1549,12509,8,156,87,67,2,35,119,3,69,15
2024,298,N,20,149,8,3,3,0,0,3,0,0,0,3
2024,298,R,287,1918,7,39,9,30,0,3,36,0,6,3
2024,298,SUM,307,2066,7,42,12,30,0,6,36,0,6,6
2024,2XX,N,48,299,6,8,8,0,0,3,5,0,8,0
2024,2XX,R,74,679,9,6,3,3,0,3,3,0,3,0
2024,2XX,SUM,121,977,8,14,11,3,0,6,8,0,11,0
2024,301,N,142,908,6,13,10,3,0,0,13,0,10,0
2024,301,R,965,7121,7,97,33,58,6,18,79,0,18,15
2024,301,SUM,1107,8029,7,110,44,60,6,18,92,0,29,15
2024,302,N,286,1724,6,62,23,36,3,3,57,0,13,10
2024,302,R,943,6623,7,210,93,109,9,29,181,0,73,20
2024,302,SUM,1229,8347,7,272,116,145,11,32,238,0,85,31
2024,303,N,335,2230,7,98,44,54,0,18,78,0,28,15
2024,303,R,845,5504,7,176,73,97,6,3,173,9,52,12
2024,303,SUM,1180,7734,7,274,117,152,6,21,251,9,80,28
2024,304,N,112,845,8,23,15,7,0,10,13,0,5,10
2024,304,R,442,2860,7,70,49,18,3,6,58,0,27,21
2024,304,SUM,554,3705,7,93,64,26,3,16,70,0,32,32
2024,309,N,74,430,6,25,18,7,0,8,18,0,5,13
