License Year,Hunting,Deer Species,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bucks,Does,Fawns,Bow,Rifle,Less than 4 Points,4 or More Points
2024,130,wt,SUM,0,0,0,568,551,17,0,6,550,153,398
2024,140,all_deer,N,0,0,0,8,8,0,0,0,8,0,8
2024,140,all_deer,R,0,0,0,203,182,22,0,3,197,50,132
2024,140,all_deer,SUM,0,0,0,211,189,22,0,3,205,50,140
2024,140,md,N,0,0,0,0,0,0,0,0,0,0,0
2024,140,md,R,0,0,0,31,31,0,0,0,31,0,31
2024,140,md,SUM,0,0,0,31,31,0,0,0,31,0,31
2024,140,wt,N,0,0,0,8,8,0,0,0,8,0,8
2024,140,wt,R,0,0,0,172,151,22,0,3,166,50,101
2024,140,wt,SUM,0,0,0,180,159,22,0,3,174,50,109
2024,141,all_deer,N,0,0,0,0,0,0,0,0,0,0,0
2024,141,all_deer,R,0,0,0,22,19,0,3,0,22,9,9
2024,141,all_deer,SUM,0,0,0,22,19,0,3,0,22,9,9
2024,141,md,N,0,0,0,0,0,0,0,0,0,0,0
2024,141,md,R,0,0,0,3,3,0,0,0,3,0,3
2024,141,md,SUM,0,0,0,3,3,0,0,0,3,0,3
2024,141,wt,N,0,0,0,0,0,0,0,0,0,0,0
2024,141,wt,R,0,0,0,19,16,0,3,0,19,9,6
2024,141,wt,SUM,0,0,0,19,16,0,3,0,19,9,6
2024,150,all_deer,N,0,0,0,5,5,0,0,0,5,3,3
2024,150,all_deer,R,0,0,0,16,16,0,0,0,16,0,16
2024,150,all_deer,SUM,0,0,0,21,21,0,0,0,21,3,18
2024,150,md,N,0,0,0,3,3,0,0,0,3,3,0
2024,150,md,R,0,0,0,9,9,0,0,0,9,0,9
2024,150,md,SUM,0,0,0,12,12,0,0,0,12,3,9
2024,150,wt,N,0,0,0,3,3,0,0,0,3,0,3
2024,150,wt,R,0,0,0,6,6,0,0,0,6,0,6
2024,150,wt,SUM,0,0,0,9,9,0,0,0,9,0,9
2024,170,all_deer,N,0,0,0,48,17,30,0,3,42,4,13
2024,170,all_deer,R,0,0,0,1778,903,861,14,186,1545,251,649
2024,170,all_deer,SUM,0,0,0,1826,921,891,14,189,1587,255,662
2024,170,md,N,0,0,0,4,3,2,0,0,4,3,0
2024,170,md,R,0,0,0,31,28,0,4,0,31,16,12
2024,170,md,SUM,0,0,0,36,30,2,4,0,36,18,12
2024,170,wt,N,0,0,0,44,15,29,0,3,38,2,13
2024,170,wt,R,0,0,0,1747,875,861,10,186,1514,235,637
2024,170,wt,SUM,0,0,0,1790,890,890,10,189,1552,237,650
2024,1XX,all_deer,N,0,0,0,13,8,5,0,0,13,0,8
2024,1XX,all_deer,R,0,0,0,99,75,24,0,0,99,40,34
2024,1XX,all_deer,SUM,0,0,0,112,82,30,0,0,112,40,42
2024,1XX,md,R,0,0,0,16,12,3,0,0,16,3,9
2024,1XX,md,SUM,0,0,0,16,12,3,0,0,16,3,9
2024,1XX,wt,N,0,0,0,13,8,5,0,0,13,0,8
2024,1XX,wt,R,0,0,0,83,62,21,0,0,83,37,25
2024,1XX,wt,SUM,0,0,0,96,70,27,0,0,96,37,33
2024,200,all_deer,N,0,0,0,22,18,4,0,0,22,5,13
2024,200,all_deer,R,0,0,0,212,195,17,0,6,203,59,136
2024,200,all_deer,SUM,0,0,0,234,213,21,0,6,225,64,149
2024,200,md,N,0,0,0,3,3,0,0,0,3,0,3
2024,200,md,R,0,0,0,31,28,3,0,0,31,12,16
2024,200,md,SUM,0,0,0,34,30,3,0,0,34,12,18
2024,200,wt,N,0,0,0,19,16,4,0,0,19,5,11
2024,200,wt,R,0,0,0,181,167,14,0,6,172,46,121
2024,200,wt,SUM,0,0,0,201,183,18,0,6,191,52,131
2024,201,all_deer,N,0,0,0,49,45,5,0,5,44,11,34
2024,201,all_deer,R,0,0,0,1234,1054,174,7,43,1188,463,585
2024,201,all_deer,SUM,0,0,0,1284,1098,178,7,48,1232,473,619
2024,201,md,N,0,0,0,8,8,0,0,3,5,5,3
2024,201,md,R,0,0,0,197,195,2,0,0,197,130,65
2024,201,md,SUM,0,0,0,205,203,2,0,3,202,135,68
2024,201,wt,N,0,0,0,41,37,5,0,3,39,5,31
2024,201,wt,R,0,0,0,1038,859,172,7,43,992,333,520
2024,201,wt,SUM,0,0,0,1079,896,176,7,46,1030,338,552
2024,202,all_deer,N,0,0,0,41,41,0,0,0,41,7,34
2024,202,all_deer,R,0,0,0,606,513,90,3,2,599,182,331
2024,202,all_deer,SUM,0,0,0,647,554,90,3,2,640,188,366
2024,202,md,N,0,0,0,7,7,0,0,0,7,1,5
2024,202,md,R,0,0,0,93,90,3,0,0,93,25,65
2024,202,md,SUM,0,0,0,99,96,3,0,0,99,26,70
2024,202,wt,N,0,0,0,34,34,0,0,0,34,5,29
2024,202,wt,R,0,0,0,513,423,87,3,2,506,157,267
2024,202,wt,SUM,0,0,0,547,457,87,3,2,540,162,296
2024,204,all_deer,N,0,0,0,16,11,5,0,0,16,3,8
2024,204,all_deer,R,0,0,0,453,353,101,0,58,393,124,226
2024,204,all_deer,SUM,0,0,0,469,363,106,0,58,408,126,234
2024,204,md,N,0,0,0,5,5,0,0,0,5,0,5
2024,204,md,R,0,0,0,62,62,0,0,0,62,31,31
2024,204,md,SUM,0,0,0,67,67,0,0,0,67,31,36
2024,204,wt,N,0,0,0,11,5,5,0,0,11,3,3
2024,204,wt,R,0,0,0,391,291,101,0,58,331,93,195
2024,204,wt,SUM,0,0,0,402,296,106,0,58,341,95,197
2024,210,all_deer,N,0,0,0,39,24,15,0,3,36,9,15
2024,210,all_deer,R,0,0,0,313,184,128,0,6,305,31,153
2024,210,all_deer,SUM,0,0,0,351,208,143,0,9,341,40,168
2024,210,md,N,0,0,0,12,12,0,0,0,12,5,7
2024,210,md,R,0,0,0,62,40,22,0,0,61,3,37
2024,210,md,SUM,0,0,0,74,52,22,0,0,72,8,44
2024,210,wt,N,0,0,0,27,12,15,0,3,24,4,8
2024,210,wt,R,0,0,0,250,144,106,0,6,244,28,116
2024,210,wt,SUM,0,0,0,277,156,121,0,9,268,32,124
2024,211,all_deer,N,0,0,0,21,18,3,0,3,18,11,8
2024,211,all_deer,R,0,0,0,60,60,0,0,3,57,30,31
2024,211,all_deer,SUM,0,0,0,81,79,3,0,6,76,40,39
2024,211,md,N,0,0,0,13,13,0,0,3,11,5,8
2024,211,md,R,0,0,0,40,40,0,0,3,37,19,22
2024,211,md,SUM,0,0,0,53,53,0,0,6,48,24,30
2024,211,wt,N,0,0,0,8,5,3,0,0,8,5,0
2024,211,wt,R,0,0,0,20,20,0,0,0,20,11,9
2024,211,wt,SUM,0,0,0,28,26,3,0,0,28,16,9
2024,212,all_deer,N,0,0,0,4,3,2,0,0,4,3,0
2024,212,all_deer,R,0,0,0,107,91,17,0,3,104,50,41
2024,212,all_deer,SUM,0,0,0,111,93,18,0,3,108,52,41
2024,212,md,N,0,0,0,3,3,0,0,0,3,3,0
2024,212,md,R,0,0,0,59,55,5,0,0,59,28,27
2024,212,md,SUM,0,0,0,62,57,5,0,0,62,30,27
2024,212,wt,N,0,0,0,2,0,2,0,0,2,0,0
2024,212,wt,R,0,0,0,48,36,12,0,3,45,22,14
2024,212,wt,SUM,0,0,0,50,36,14,0,3,46,22,14
2024,213,all_deer,N,0,0,0,26,21,5,0,6,20,10,11
2024,213,all_deer,R,0,0,0,309,221,89,0,41,269,104,116
2024,213,all_deer,SUM,0,0,0,335,242,94,0,47,289,114,127
2024,213,md,N,0,0,0,11,11,0,0,0,11,8,3
2024,213,md,R,0,0,0,169,145,24,0,9,160,80,65
2024,213,md,SUM,0,0,0,180,156,24,0,9,170,88,68
2024,213,wt,N,0,0,0,16,11,5,0,6,10,2,9
2024,213,wt,R,0,0,0,140,75,65,0,31,109,24,51
2024,213,wt,SUM,0,0,0,156,86,70,0,37,119,26,60
2024,214,all_deer,N,0,0,0,16,16,0,0,0,16,11,5
2024,214,all_deer,R,0,0,0,80,68,12,0,0,80,34,34
2024,214,all_deer,SUM,0,0,0,96,84,12,0,0,96,45,39
2024,214,md,N,0,0,0,11,11,0,0,0,11,8,3
2024,214,md,R,0,0,0,34,31,3,0,0,34,16,16
2024,214,md,SUM,0,0,0,45,41,3,0,0,45,23,18
2024,214,wt,N,0,0,0,5,5,0,0,0,5,3,3
2024,214,wt,R,0,0,0,46,37,9,0,0,46,19,19
2024,214,wt,SUM,0,0,0,52,42,9,0,0,52,21,21
2024,215,all_deer,N,0,0,0,36,31,4,0,0,36,18,13
2024,215,all_deer,R,0,0,0,298,230,69,0,9,289,114,112
2024,215,all_deer,SUM,0,0,0,334,261,73,0,9,325,133,126
2024,215,md,N,0,0,0,24,24,0,0,0,24,16,8
2024,215,md,R,0,0,0,165,141,23,0,6,159,84,58
2024,215,md,SUM,0,0,0,188,165,23,0,6,182,99,66
2024,215,wt,N,0,0,0,12,8,4,0,0,12,3,5
2024,215,wt,R,0,0,0,134,89,45,0,3,131,31,55
2024,215,wt,SUM,0,0,0,146,97,49,0,3,143,34,60
2024,216,all_deer,N,0,0,0,22,15,7,0,0,22,10,5
2024,216,all_deer,R,0,0,0,158,128,29,1,6,152,52,74
2024,216,all_deer,SUM,0,0,0,180,142,36,1,6,174,62,79
2024,216,md,N,0,0,0,11,11,0,0,0,11,8,3
2024,216,md,R,0,0,0,65,65,0,0,6,58,31,34
2024,216,md,SUM,0,0,0,75,75,0,0,6,69,38,37
2024,216,wt,N,0,0,0,11,4,7,0,0,11,2,3
2024,216,wt,R,0,0,0,93,63,29,1,0,93,22,40
2024,216,wt,SUM,0,0,0,105,67,36,1,0,105,23,43
2024,217,all_deer,N,0,0,0,17,8,9,0,0,17,3,5
2024,217,all_deer,R,0,0,0,123,74,49,0,3,121,40,34
2024,217,all_deer,SUM,0,0,0,141,82,59,0,3,138,43,39
2024,217,md,N,0,0,0,9,8,1,0,0,9,3,5
2024,217,md,R,0,0,0,35,28,7,0,0,35,19,9
2024,217,md,SUM,0,0,0,44,36,8,0,0,44,21,15
2024,217,wt,N,0,0,0,8,0,8,0,0,8,0,0
2024,217,wt,R,0,0,0,89,46,42,0,3,86,22,25
2024,217,wt,SUM,0,0,0,97,46,51,0,3,94,22,25
2024,240,all_deer,N,0,0,0,44,37,7,0,2,43,16,21
2024,240,all_deer,R,0,0,0,863,658,205,0,61,796,205,450
2024,240,all_deer,SUM,0,0,0,907,695,213,0,63,839,220,471
2024,240,md,N,0,0,0,18,18,0,0,0,18,11,8
2024,240,md,R,0,0,0,113,113,0,0,0,113,50,64
2024,240,md,SUM,0,0,0,132,132,0,0,0,132,60,72
2024,240,wt,N,0,0,0,26,18,7,0,2,24,5,13
2024,240,wt,R,0,0,0,750,545,205,0,61,683,155,387
2024,240,wt,SUM,0,0,0,776,563,213,0,63,707,161,400
2024,250,all_deer,N,0,0,0,1,1,0,0,0,1,0,1
2024,250,all_deer,R,0,0,0,171,152,19,0,4,167,50,103
2024,250,all_deer,SUM,0,0,0,172,153,19,0,4,168,50,104
2024,250,md,N,0,0,0,1,1,0,0,0,1,0,1
2024,250,md,R,0,0,0,16,16,0,0,0,16,3,13
2024,250,md,SUM,0,0,0,17,17,0,0,0,17,3,14
2024,250,wt,N,0,0,0,0,0,0,0,0,0,0,0
2024,250,wt,R,0,0,0,155,136,19,0,4,151,46,90
2024,250,wt,SUM,0,0,0,155,136,19,0,4,151,46,90
2024,260,all_deer,N,0,0,0,28,6,22,0,24,4,3,3
2024,260,all_deer,R,0,0,0,715,235,480,0,565,146,67,168
2024,260,all_deer,SUM,0,0,0,743,240,502,0,588,151,69,171
2024,260,md,N,0,0,0,3,3,0,0,0,3,3,0
2024,260,md,R,0,0,0,4,4,0,0,0,4,0,4
2024,260,md,SUM,0,0,0,6,6,0,0,0,6,3,4
2024,260,wt,N,0,0,0,25,3,22,0,24,2,0,3
2024,260,wt,R,0,0,0,711,231,480,0,565,143,67,164
2024,260,wt,SUM,0,0,0,736,234,502,0,588,144,67,167
2024,261,all_deer,N,0,0,0,11,8,3,0,2,10,3,5
2024,261,all_deer,R,0,0,0,136,104,32,0,29,106,28,76
2024,261,all_deer,SUM,0,0,0,147,112,35,0,31,116,30,81
2024,261,md,N,0,0,0,7,5,2,0,2,5,3,3
2024,261,md,R,0,0,0,8,7,1,0,0,8,0,7
2024,261,md,SUM,0,0,0,15,12,3,0,2,14,3,10
2024,261,wt,N,0,0,0,4,3,2,0,0,4,0,3
2024,261,wt,R,0,0,0,127,97,31,0,29,98,28,69
2024,261,wt,SUM,0,0,0,132,99,33,0,29,102,28,71
2024,262,all_deer,N,0,0,0,16,8,8,0,0,16,3,5
2024,262,all_deer,R,0,0,0,436,239,197,0,113,304,92,144
2024,262,all_deer,SUM,0,0,0,452,247,205,0,113,320,94,149
2024,262,md,N,0,0,0,0,0,0,0,0,0,0,0
2024,262,md,R,0,0,0,47,15,32,0,22,23,6,9
2024,262,md,SUM,0,0,0,47,15,32,0,22,23,6,9
2024,262,wt,N,0,0,0,16,8,8,0,0,16,3,5
2024,262,wt,R,0,0,0,389,224,165,0,91,281,85,135
2024,262,wt,SUM,0,0,0,405,232,173,0,91,296,88,140
2024,270,all_deer,N,0,0,0,53,42,12,0,5,48,13,29
2024,270,all_deer,R,0,0,0,441,354,87,0,29,409,123,231
2024,270,all_deer,SUM,0,0,0,495,396,99,0,34,457,136,260
2024,270,md,N,0,0,0,14,13,1,0,4,10,5,8
2024,270,md,R,0,0,0,66,54,12,0,4,62,12,42
2024,270,md,SUM,0,0,0,80,67,13,0,8,73,17,50
2024,270,wt,N,0,0,0,39,29,11,0,2,38,8,21
2024,270,wt,R,0,0,0,375,300,75,0,25,347,111,189
2024,270,wt,SUM,0,0,0,414,329,86,0,27,385,119,210
2024,280,all_deer,N,0,0,0,0,0,0,0,0,0,0,0
2024,280,all_deer,R,0,0,0,37,37,0,0,0,37,19,19
2024,280,all_deer,SUM,0,0,0,37,37,0,0,0,37,19,19
2024,280,md,N,0,0,0,0,0,0,0,0,0,0,0
2024,280,md,R,0,0,0,12,12,0,0,0,12,6,6
2024,280,md,SUM,0,0,0,12,12,0,0,0,12,6,6
2024,280,wt,N,0,0,0,0,0,0,0,0,0,0,0
2024,280,wt,R,0,0,0,25,25,0,0,0,25,12,12
2024,280,wt,SUM,0,0,0,25,25,0,0,0,25,12,12
2024,281,all_deer,N,0,0,0,29,24,5,0,8,21,16,8
2024,281,all_deer,R,0,0,0,325,309,16,0,6,319,102,207
2024,281,all_deer,SUM,0,0,0,354,333,21,0,14,340,118,215
2024,281,md,N,0,0,0,13,11,3,0,5,8,8,3
2024,281,md,R,0,0,0,62,62,0,0,3,59,19,43
2024,281,md,SUM,0,0,0,75,72,3,0,8,67,26,46
2024,281,wt,N,0,0,0,16,13,3,0,3,13,8,5
2024,281,wt,R,0,0,0,264,247,16,0,3,260,84,164
2024,281,wt,SUM,0,0,0,279,260,19,0,6,274,91,169
2024,282,all_deer,N,0,0,0,0,0,0,0,0,0,0,0
2024,282,all_deer,R,0,0,0,95,81,14,0,0,92,29,52
2024,282,all_deer,SUM,0,0,0,95,81,14,0,0,92,29,52
2024,282,md,N,0,0,0,0,0,0,0,0,0,0,0
2024,282,md,R,0,0,0,11,11,0,0,0,11,9,1
2024,282,md,SUM,0,0,0,11,11,0,0,0,11,9,1
2024,282,wt,N,0,0,0,0,0,0,0,0,0,0,0
2024,282,wt,R,0,0,0,85,71,14,0,0,82,20,51
2024,282,wt,SUM,0,0,0,85,71,14,0,0,82,20,51
2024,284,all_deer,N,0,0,0,11,5,5,0,3,8,3,3
2024,284,all_deer,R,0,0,0,28,28,0,0,12,15,12,12
2024,284,all_deer,SUM,0,0,0,38,33,5,0,15,23,15,15
2024,284,md,N,0,0,0,0,0,0,0,0,0,0,0
2024,284,md,R,0,0,0,3,3,0,0,0,3,3,0
2024,284,md,SUM,0,0,0,3,3,0,0,0,3,3,0
2024,284,wt,N,0,0,0,11,5,5,0,3,8,3,3
2024,284,wt,R,0,0,0,25,25,0,0,12,12,9,12
2024,284,wt,SUM,0,0,0,35,30,5,0,15,20,12,15
2024,285,all_deer,N,0,0,0,44,39,5,0,0,44,16,24
2024,285,all_deer,R,0,0,0,938,836,102,0,19,910,351,485
2024,285,all_deer,SUM,0,0,0,982,875,107,0,19,954,367,508
2024,285,md,N,0,0,0,5,5,0,0,0,5,3,3
2024,285,md,R,0,0,0,104,99,5,0,3,101,34,65
2024,285,md,SUM,0,0,0,109,104,5,0,3,106,37,68
2024,285,wt,N,0,0,0,39,34,5,0,0,39,13,21
2024,285,wt,R,0,0,0,834,737,97,0,16,809,317,420
2024,285,wt,SUM,0,0,0,872,771,102,0,16,848,330,441
2024,290,all_deer,N,0,0,0,9,5,4,0,2,7,5,0
2024,290,all_deer,R,0,0,0,61,33,28,0,30,31,9,24
2024,290,all_deer,SUM,0,0,0,70,38,32,0,31,39,15,24
2024,290,md,N,0,0,0,3,3,0,0,0,3,3,0
2024,290,md,R,0,0,0,6,6,0,0,3,3,0,6
2024,290,md,SUM,0,0,0,9,9,0,0,3,6,3,6
2024,290,wt,N,0,0,0,6,3,4,0,2,5,3,0
2024,290,wt,R,0,0,0,55,27,28,0,27,28,9,17
2024,290,wt,SUM,0,0,0,61,29,32,0,28,33,12,17
2024,291,all_deer,N,0,0,0,7,6,1,0,0,7,3,4
2024,291,all_deer,R,0,0,0,87,81,6,0,0,87,21,60
2024,291,all_deer,SUM,0,0,0,94,87,7,0,0,94,23,64
2024,291,md,N,0,0,0,4,4,0,0,0,4,3,1
2024,291,md,R,0,0,0,56,50,6,0,0,56,11,39
2024,291,md,SUM,0,0,0,60,54,6,0,0,60,14,40
2024,291,wt,N,0,0,0,4,3,1,0,0,4,0,3
2024,291,wt,R,0,0,0,31,31,0,0,0,31,9,22
2024,291,wt,SUM,0,0,0,35,34,1,0,0,35,9,24
2024,292,all_deer,N,0,0,0,31,29,3,0,0,31,11,18
2024,292,all_deer,R,0,0,0,523,463,60,0,8,514,213,249
2024,292,all_deer,SUM,0,0,0,554,492,62,0,8,546,224,268
2024,292,md,N,0,0,0,18,18,0,0,0,18,11,8
2024,292,md,R,0,0,0,216,216,0,0,6,210,99,118
2024,292,md,SUM,0,0,0,235,235,0,0,6,229,109,125
2024,292,wt,N,0,0,0,13,11,3,0,0,13,0,11
2024,292,wt,R,0,0,0,306,246,60,0,2,304,114,132
2024,292,wt,SUM,0,0,0,319,257,62,0,2,317,114,142
2024,293,all_deer,N,0,0,0,18,18,0,0,0,18,3,15
2024,293,all_deer,R,0,0,0,145,145,0,0,3,142,50,96
2024,293,all_deer,SUM,0,0,0,163,163,0,0,3,160,52,111
2024,293,md,N,0,0,0,8,8,0,0,0,8,3,5
2024,293,md,R,0,0,0,53,53,0,0,0,53,28,25
2024,293,md,SUM,0,0,0,60,60,0,0,0,60,30,30
2024,293,wt,N,0,0,0,10,10,0,0,0,10,0,10
2024,293,wt,R,0,0,0,93,93,0,0,3,90,22,71
2024,293,wt,SUM,0,0,0,103,103,0,0,3,99,22,81
2024,298,all_deer,N,0,0,0,0,0,0,0,0,0,0,0
2024,298,all_deer,R,0,0,0,62,59,3,0,3,59,19,40
2024,298,all_deer,SUM,0,0,0,62,59,3,0,3,59,19,40
2024,298,md,N,0,0,0,0,0,0,0,0,0,0,0
2024,298,md,R,0,0,0,28,28,0,0,0,28,12,16
2024,298,md,SUM,0,0,0,28,28,0,0,0,28,12,16
2024,298,wt,N,0,0,0,0,0,0,0,0,0,0,0
2024,298,wt,R,0,0,0,34,31,3,0,3,31,6,25
2024,298,wt,SUM,0,0,0,34,31,3,0,3,31,6,25
2024,2XX,all_deer,N,0,0,0,10,5,5,0,0,10,5,0
2024,2XX,all_deer,R,0,0,0,70,50,21,0,3,67,28,19
2024,2XX,all_deer,SUM,0,0,0,80,55,26,0,3,77,33,19
2024,2XX,md,N,0,0,0,4,3,2,0,0,4,3,0
2024,2XX,md,R,0,0,0,6,6,0,0,0,6,6,0
2024,2XX,md,SUM,0,0,0,10,9,2,0,0,10,9,0
2024,2XX,wt,N,0,0,0,6,3,3,0,0,6,3,0
2024,2XX,wt,R,0,0,0,64,43,21,0,3,61,22,19
2024,2XX,wt,SUM,0,0,0,70,46,24,0,3,67,24,19
2024,301,all_deer,N,0,0,0,29,21,8,0,5,24,8,13
2024,301,all_deer,R,0,0,0,272,214,58,0,32,240,59,152
2024,301,all_deer,SUM,0,0,0,301,235,66,0,37,264,67,165
2024,301,md,N,0,0,0,16,13,3,0,5,11,5,8
2024,301,md,R,0,0,0,84,80,3,0,6,77,28,50
2024,301,md,SUM,0,0,0,99,94,6,0,11,88,33,57
2024,301,wt,N,0,0,0,13,8,6,0,0,13,3,5
2024,301,wt,R,0,0,0,188,134,55,0,26,163,31,103
2024,301,wt,SUM,0,0,0,202,142,60,0,26,176,34,108
2024,302,all_deer,N,0,0,0,50,39,11,0,0,50,24,16
2024,302,all_deer,R,0,0,0,165,101,61,4,9,156,59,42
2024,302,all_deer,SUM,0,0,0,215,140,72,4,9,206,82,58
