License Year,Hunting,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bulls,Cows,Calves,Bow,Rifle,Spike Bull Elk,Less than 6 Points,6 or More Points
2023,705,N,0,0,0,52,22,30,0,15,38,3,3,16
2023,705,R,0,0,0,119,57,55,6,31,82,9,3,45
2023,705,SUM,0,0,0,171,80,86,6,46,119,12,7,61
2023,7XX,N,0,0,0,18,8,10,0,6,12,0,0,8
2023,7XX,R,0,0,0,28,15,9,3,3,24,0,0,15
2023,7XX,SUM,0,0,0,46,24,19,3,9,37,0,0,24
2023,Reg_1,N,0,0,0,134,114,21,0,49,86,0,76,35
2023,Reg_1,R,0,0,0,846,608,221,17,143,686,3,443,162
2023,Reg_1,SUM,0,0,0,980,721,242,17,192,771,3,519,197
2023,Reg_2,N,0,0,0,458,331,119,8,94,364,0,232,100
2023,Reg_2,R,0,0,0,2492,1542,908,42,343,2133,5,1052,483
2023,Reg_2,SUM,0,0,0,2949,1874,1026,50,438,2497,5,1284,582
2023,Reg_3,N,0,0,0,2357,1536,797,23,396,1947,11,919,607
2023,Reg_3,R,0,0,0,7607,3614,3781,211,905,6665,164,2100,1342
2023,Reg_3,SUM,0,0,0,9963,5151,4578,234,1301,8612,175,3019,1949
2023,Reg_4,N,0,0,0,1406,880,515,12,333,1070,12,363,506
2023,Reg_4,R,0,0,0,3907,1632,2196,78,593,3304,53,499,1081
2023,Reg_4,SUM,0,0,0,5313,2512,2711,90,927,4374,65,861,1586
2023,Reg_5,N,0,0,0,1005,488,501,16,194,811,32,191,266
2023,Reg_5,R,0,0,0,2639,1067,1497,74,305,2331,109,380,572
2023,Reg_5,SUM,0,0,0,3644,1555,1998,90,499,3142,141,571,837
2023,Reg_6,N,0,0,0,84,33,46,5,28,56,4,6,24
2023,Reg_6,R,0,0,0,593,292,280,21,143,447,12,76,204
2023,Reg_6,SUM,0,0,0,677,326,326,26,171,503,16,82,228
2023,Reg_7,N,0,0,0,341,139,193,10,90,251,16,19,104
2023,Reg_7,R,0,0,0,1201,565,603,34,238,951,52,135,375
2023,Reg_7,SUM,0,0,0,1543,704,796,43,329,1202,68,154,479
2023,Reg_X,N,19532,146400,8,25,11,14,0,3,22,0,5,5
2023,Reg_X,R,88559,830305,9,35,17,15,3,3,32,0,6,11
2023,Reg_X,SUM,108091,976705,9,60,28,29,3,6,54,0,12,17
2023,State,N,19532,146400,8,5811,3533,2205,73,1187,4607,74,1809,1647
2023,State,R,88559,830305,9,19319,9337,9501,480,2675,16548,398,4691,4227
2023,State,SUM,108091,976705,9,25129,12870,11706,553,3862,21155,472,6500,5874
2023,XXX,N,19532,146400,8,25,11,14,0,3,22,0,5,5
2023,XXX,R,88559,830305,9,35,17,15,3,3,32,0,6,11
2023,XXX,SUM,108091,976705,9,60,28,29,3,6,54,0,12,17
