License Year,Hunting,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bulls,Cows,Calves,Bow,Rifle,Spike Bull Elk,Less than 6 Points,6 or More Points
2023,130,N,0,0,0,0,0,0,0,0,0,0,0,0
2023,130,R,0,0,0,48,39,9,0,12,33,0,27,12
2023,130,SUM,0,0,0,48,39,9,0,12,33,0,27,12
2023,140,N,0,0,0,3,3,0,0,0,3,0,0,3
2023,140,R,0,0,0,21,15,6,0,6,12,0,6,9
2023,140,SUM,0,0,0,24,18,6,0,6,15,0,6,12
2023,141,N,0,0,0,3,0,3,0,0,3,0,0,0
2023,141,R,0,0,0,9,6,3,0,3,6,0,3,3
2023,141,SUM,0,0,0,12,6,6,0,3,9,0,3,3
2023,150,N,0,0,0,19,19,0,0,5,14,0,11,8
2023,150,R,0,0,0,30,30,0,0,0,30,0,15,15
2023,150,SUM,0,0,0,49,49,0,0,5,44,0,26,23
2023,170,N,0,0,0,0,0,0,0,0,0,0,0,0
2023,170,R,0,0,0,45,27,12,6,3,39,0,15,12
2023,170,SUM,0,0,0,45,27,12,6,3,39,0,15,12
2023,1XX,N,0,0,0,5,5,0,0,0,5,0,3,3
2023,1XX,R,0,0,0,3,0,3,0,0,3,0,0,0
2023,1XX,SUM,0,0,0,8,5,3,0,0,8,0,3,3
2023,200,N,0,0,0,0,0,0,0,0,0,0,0,0
2023,200,R,0,0,0,35,30,5,0,3,29,0,21,6
2023,200,SUM,0,0,0,35,30,5,0,3,29,0,21,6
2023,201,N,0,0,0,10,8,2,0,5,5,0,3,5
2023,201,R,0,0,0,277,198,75,3,30,247,0,135,63
2023,201,SUM,0,0,0,287,207,77,3,35,251,0,138,68
2023,202,N,0,0,0,0,0,0,0,0,0,0,0,0
2023,202,R,0,0,0,58,53,5,0,6,49,2,33,18
2023,202,SUM,0,0,0,58,53,5,0,6,49,2,33,18
2023,204,N,0,0,0,8,3,5,0,5,2,0,3,0
2023,204,R,0,0,0,50,21,29,0,6,44,0,12,9
2023,204,SUM,0,0,0,58,24,34,0,11,47,0,15,9
2023,210,N,0,0,0,26,24,2,0,5,21,0,14,11
2023,210,R,0,0,0,119,86,33,0,8,111,0,48,38
2023,210,SUM,0,0,0,145,111,35,0,14,132,0,62,49
2023,211,N,0,0,0,19,19,0,0,3,16,0,16,3
2023,211,R,0,0,0,89,54,27,8,26,63,0,36,18
2023,211,SUM,0,0,0,108,73,27,8,29,79,0,52,21
2023,212,N,0,0,0,19,19,0,0,0,19,0,11,8
2023,212,R,0,0,0,24,24,0,0,6,18,0,21,3
2023,212,SUM,0,0,0,43,43,0,0,6,37,0,32,11
2023,213,N,0,0,0,58,30,28,0,16,42,0,14,16
2023,213,R,0,0,0,237,138,97,2,29,205,0,108,29
2023,213,SUM,0,0,0,294,168,124,2,44,247,0,122,46
2023,214,N,0,0,0,5,5,0,0,3,3,0,5,0
2023,214,R,0,0,0,53,53,0,0,6,47,0,44,9
2023,214,SUM,0,0,0,59,59,0,0,9,50,0,50,9
2023,215,N,0,0,0,54,46,8,0,16,38,0,35,11
2023,215,R,0,0,0,277,162,109,5,21,256,0,108,54
2023,215,SUM,0,0,0,331,208,117,5,37,294,0,143,65
2023,216,N,0,0,0,2,0,0,2,2,0,0,0,0
2023,216,R,0,0,0,37,21,13,3,0,37,0,6,15
2023,216,SUM,0,0,0,39,21,13,5,2,37,0,6,15
2023,217,N,0,0,0,14,4,10,0,3,12,0,0,4
2023,217,R,0,0,0,73,56,14,2,3,66,0,26,30
2023,217,SUM,0,0,0,87,60,25,2,6,77,0,26,34
2023,240,N,0,0,0,12,8,2,3,0,12,0,5,3
2023,240,R,0,0,0,124,82,41,2,12,112,0,64,18
2023,240,SUM,0,0,0,136,89,43,4,12,124,0,68,21
2023,250,N,0,0,0,1,1,0,0,0,1,0,1,0
2023,250,R,0,0,0,17,13,4,0,6,11,0,7,7
2023,250,SUM,0,0,0,18,14,4,0,6,12,0,8,7
2023,260,N,0,0,0,2,0,2,0,2,0,0,0,0
2023,260,R,0,0,0,30,12,15,3,24,6,0,6,6
2023,260,SUM,0,0,0,32,12,17,3,26,6,0,6,6
2023,261,N,0,0,0,3,3,0,0,0,3,0,0,3
2023,261,R,0,0,0,23,9,14,0,6,17,0,9,0
2023,261,SUM,0,0,0,25,12,14,0,6,19,0,9,3
2023,262,N,0,0,0,6,0,6,0,0,6,0,0,0
2023,262,R,0,0,0,107,21,80,6,9,98,0,9,12
2023,262,SUM,0,0,0,113,21,86,6,9,104,0,9,12
2023,270,N,0,0,0,113,86,23,3,9,104,0,69,17
2023,270,R,0,0,0,312,149,160,3,40,269,0,111,37
2023,270,SUM,0,0,0,424,234,184,6,48,373,0,180,54
2023,280,N,0,0,0,3,3,0,0,0,3,0,3,0
2023,280,R,0,0,0,18,18,0,0,0,18,0,12,6
2023,280,SUM,0,0,0,21,21,0,0,0,21,0,15,6
2023,281,N,0,0,0,16,11,5,0,3,14,0,5,5
2023,281,R,0,0,0,63,57,5,0,18,45,0,39,18
2023,281,SUM,0,0,0,79,68,11,0,21,58,0,45,24
2023,282,N,0,0,0,0,0,0,0,0,0,0,0,0
2023,282,R,0,0,0,4,0,4,0,0,4,0,0,0
2023,282,SUM,0,0,0,4,0,4,0,0,4,0,0,0
2023,284,N,0,0,0,5,3,3,0,3,3,0,0,3
2023,284,R,0,0,0,20,15,5,0,8,12,0,12,3
2023,284,SUM,0,0,0,26,18,8,0,11,15,0,12,6
2023,285,N,0,0,0,4,3,1,0,0,4,0,3,0
2023,285,R,0,0,0,86,59,27,0,15,70,0,44,15
2023,285,SUM,0,0,0,89,61,28,0,15,74,0,46,15
2023,290,N,0,0,0,11,5,5,0,3,8,0,5,0
2023,290,R,0,0,0,35,14,21,0,5,30,0,12,2
2023,290,SUM,0,0,0,46,20,27,0,8,39,0,17,2
2023,291,N,0,0,0,25,19,6,0,9,16,0,14,5
2023,291,R,0,0,0,77,40,32,5,12,65,0,29,11
2023,291,SUM,0,0,0,102,59,38,5,21,81,0,42,17
2023,292,N,0,0,0,3,3,0,0,0,3,0,3,0
2023,292,R,0,0,0,94,66,28,0,12,82,0,54,12
2023,292,SUM,0,0,0,97,69,28,0,12,85,0,57,12
2023,293,N,0,0,0,21,19,2,0,8,13,0,19,0
2023,293,R,0,0,0,115,81,33,0,29,85,3,39,39
2023,293,SUM,0,0,0,135,100,35,0,37,98,3,58,39
2023,298,N,0,0,0,5,3,3,0,0,5,0,0,3
2023,298,R,0,0,0,37,9,28,0,3,34,0,6,3
2023,298,SUM,0,0,0,43,12,31,0,3,40,0,6,6
2023,2XX,N,0,0,0,12,8,4,0,0,12,0,5,3
2023,2XX,R,0,0,0,3,0,3,0,0,3,0,0,0
2023,2XX,SUM,0,0,0,15,8,7,0,0,15,0,5,3
2023,301,N,0,0,0,30,19,11,0,11,19,0,11,8
2023,301,R,0,0,0,93,72,21,0,27,66,0,48,24
2023,301,SUM,0,0,0,123,91,32,0,38,85,0,59,32
2023,302,N,0,0,0,81,38,41,3,9,72,0,35,3
2023,302,R,0,0,0,177,93,81,3,15,162,0,60,33
2023,302,SUM,0,0,0,258,131,122,6,25,234,0,95,36
2023,303,N,0,0,0,48,32,16,0,8,40,0,24,8
2023,303,R,0,0,0,123,81,39,3,12,108,6,57,18
2023,303,SUM,0,0,0,171,113,55,3,20,148,6,81,26
2023,304,N,0,0,0,21,16,5,0,3,18,0,16,0
2023,304,R,0,0,0,42,33,9,0,9,30,0,12,21
2023,304,SUM,0,0,0,63,49,14,0,12,48,0,28,21
2023,309,N,0,0,0,14,8,5,0,0,11,0,3,5
2023,309,R,0,0,0,45,18,24,3,3,30,0,9,9
2023,309,SUM,0,0,0,58,26,29,3,3,41,0,12,14
2023,310,N,0,0,0,19,16,3,0,5,14,0,8,8
2023,310,R,0,0,0,59,44,12,3,16,43,0,28,16
2023,310,SUM,0,0,0,78,60,15,3,22,57,0,36,24
2023,311,N,0,0,0,27,11,17,0,0,27,0,0,11
2023,311,R,0,0,0,188,57,119,12,9,179,0,12,45
2023,311,SUM,0,0,0,215,68,135,12,9,206,0,12,56
2023,312,N,0,0,0,56,46,10,0,11,45,0,14,33
2023,312,R,0,0,0,184,106,73,6,12,172,0,33,69
2023,312,SUM,0,0,0,240,152,82,6,23,217,0,47,102
2023,313,N,0,0,0,100,99,1,0,11,89,0,74,24
2023,313,R,0,0,0,189,140,47,3,38,151,2,91,47
2023,313,SUM,0,0,0,289,238,48,3,49,240,2,165,71
2023,314,N,0,0,0,124,73,50,0,24,99,0,35,38
2023,314,R,0,0,0,493,120,362,12,15,478,0,57,63
2023,314,SUM,0,0,0,617,193,412,12,39,577,0,92,100
2023,315,N,0,0,0,142,103,36,3,24,117,5,54,43
2023,315,R,0,0,0,248,150,89,9,42,206,3,78,70
2023,315,SUM,0,0,0,390,253,125,12,67,323,8,132,113
2023,316,N,0,0,0,16,16,0,0,0,16,0,5,11
2023,316,R,0,0,0,21,12,9,0,0,21,0,6,6
2023,316,SUM,0,0,0,37,28,9,0,0,37,0,11,17
2023,317,N,0,0,0,77,46,31,0,11,66,0,24,22
2023,317,R,0,0,0,286,96,187,3,33,250,0,36,59
2023,317,SUM,0,0,0,362,141,218,3,44,315,0,60,81
2023,318,N,0,0,0,7,3,4,0,3,4,0,3,0
2023,318,R,0,0,0,128,75,50,3,39,89,0,51,24
2023,318,SUM,0,0,0,135,78,54,3,42,93,0,54,24
2023,319,N,0,0,0,61,46,15,0,19,42,0,24,22
2023,319,R,0,0,0,210,117,93,0,36,174,0,96,21
2023,319,SUM,0,0,0,271,163,108,0,55,216,0,121,43
2023,320,N,0,0,0,108,67,41,0,6,102,0,45,22
2023,320,R,0,0,0,299,176,117,6,31,268,0,105,71
2023,320,SUM,0,0,0,407,243,158,6,37,370,0,150,93
2023,321,N,0,0,0,94,49,43,2,27,67,3,30,16
2023,321,R,0,0,0,318,105,202,12,54,264,0,75,30
2023,321,SUM,0,0,0,412,154,245,13,81,331,3,105,46
2023,322,N,0,0,0,442,235,202,5,49,390,3,159,73
2023,322,R,0,0,0,1209,546,633,30,126,1080,6,378,159
2023,322,SUM,0,0,0,1651,781,835,35,175,1471,9,537,233
2023,329,N,0,0,0,109,62,44,3,19,87,0,41,22
2023,329,R,0,0,0,262,126,129,6,39,223,0,90,36
2023,329,SUM,0,0,0,371,188,173,9,58,310,0,131,58
2023,331,N,0,0,0,110,73,37,0,27,83,0,49,24
2023,331,R,0,0,0,244,129,98,16,47,196,0,81,48
2023,331,SUM,0,0,0,353,202,135,16,74,279,0,130,72
2023,335,N,0,0,0,18,11,7,0,5,10,0,8,3
2023,335,R,0,0,0,199,105,91,2,24,172,3,84,18
2023,335,SUM,0,0,0,217,116,98,2,30,181,3,92,21
2023,339,N,0,0,0,5,5,0,0,0,5,0,3,3
2023,339,R,0,0,0,119,44,72,3,15,102,24,7,13
2023,339,SUM,0,0,0,124,49,72,3,15,107,24,10,16
2023,340,N,0,0,0,26,14,12,0,0,26,0,8,5
2023,340,R,0,0,0,285,167,115,2,55,230,0,111,56
2023,340,SUM,0,0,0,310,181,127,2,55,255,0,119,61
2023,343,N,0,0,0,9,8,1,0,3,7,0,5,3
2023,343,R,0,0,0,102,45,51,6,15,87,0,30,15
2023,343,SUM,0,0,0,111,53,52,6,18,93,0,36,18
2023,350,N,0,0,0,12,11,1,0,5,6,0,11,0
2023,350,R,0,0,0,73,51,22,0,14,60,3,36,9
2023,350,SUM,0,0,0,85,62,23,0,19,66,3,47,9
2023,360,N,0,0,0,199,127,68,5,21,176,0,89,38
2023,360,R,0,0,0,515,186,311,18,15,500,9,114,63
2023,360,SUM,0,0,0,714,313,379,23,36,676,9,203,101
2023,361,N,0,0,0,41,33,8,0,14,27,0,24,8
2023,361,R,0,0,0,47,39,8,0,18,29,0,24,15
2023,361,SUM,0,0,0,87,72,16,0,32,56,0,48,23
2023,370,N,0,0,0,11,5,5,0,3,8,0,5,0
2023,370,R,0,0,0,75,44,28,3,3,70,3,12,29
2023,370,SUM,0,0,0,86,49,33,3,6,78,3,17,29
2023,380,N,0,0,0,23,10,12,0,5,17,0,0,10
2023,380,R,0,0,0,461,171,269,21,32,429,102,20,49
2023,380,SUM,0,0,0,484,182,281,21,38,447,102,20,59
2023,388,N,0,0,0,4,4,0,0,0,4,0,3,2
2023,388,R,0,0,0,24,6,18,0,3,18,3,3,0
2023,388,SUM,0,0,0,28,10,18,0,3,22,3,6,2
2023,390,N,0,0,0,28,14,14,0,5,22,0,3,11
2023,390,R,0,0,0,136,54,81,0,3,130,0,24,30
2023,390,SUM,0,0,0,163,68,96,0,8,152,0,27,41
2023,391,N,0,0,0,75,62,12,2,17,59,0,30,33
2023,391,R,0,0,0,185,127,50,9,32,154,0,62,65
2023,391,SUM,0,0,0,261,189,61,11,48,213,0,92,97
2023,392,N,0,0,0,24,19,5,0,8,16,0,11,8
2023,392,R,0,0,0,88,75,10,3,15,72,0,48,27
2023,392,SUM,0,0,0,112,94,15,3,23,89,0,59,35
2023,393,N,0,0,0,156,130,26,0,40,116,0,54,76
2023,393,R,0,0,0,386,168,203,15,42,344,0,90,78
2023,393,SUM,0,0,0,542,298,229,15,82,460,0,144,154
2023,3XX,N,0,0,0,44,27,15,2,3,41,0,11,16
2023,3XX,R,0,0,0,96,36,60,0,15,81,0,30,6
2023,3XX,SUM,0,0,0,140,63,75,2,18,122,0,41,22
2023,400,N,0,0,0,5,3,3,0,0,5,0,0,3
2023,400,R,0,0,0,28,9,16,3,3,25,0,3,6
2023,400,SUM,0,0,0,33,12,18,3,3,30,0,3,9
2023,401,N,0,0,0,15,6,8,0,5,9,0,5,1
2023,401,R,0,0,0,89,31,58,0,18,71,5,12,14
2023,401,SUM,0,0,0,104,37,67,0,24,80,5,17,15
2023,403,N,0,0,0,3,3,0,0,0,3,0,3,0
2023,403,R,0,0,0,0,0,0,0,0,0,0,0,0
2023,403,SUM,0,0,0,3,3,0,0,0,3,0,3,0
2023,404,N,0,0,0,5,5,0,0,3,3,0,0,5
2023,404,R,0,0,0,9,0,9,0,0,9,0,0,0
2023,404,SUM,0,0,0,15,5,9,0,3,12,0,0,5
2023,405,N,0,0,0,5,5,0,0,0,5,0,0,5
2023,405,R,0,0,0,6,3,3,0,0,6,0,3,0
2023,405,SUM,0,0,0,11,8,3,0,0,11,0,3,5
2023,406,N,0,0,0,3,3,0,0,3,0,0,0,3
2023,406,R,0,0,0,3,0,3,0,0,3,0,0,0
2023,406,SUM,0,0,0,6,3,3,0,3,3,0,0,3
2023,410,N,0,0,0,69,41,26,2,38,31,3,2,36
2023,410,R,0,0,0,264,130,132,3,98,166,6,19,105
2023,410,SUM,0,0,0,333,170,158,5,136,197,9,21,141
2023,411E,N,0,0,0,80,35,44,2,11,69,2,4,29
2023,411E,R,0,0,0,443,146,291,6,75,368,6,20,120
2023,411E,SUM,0,0,0,523,181,334,8,86,437,8,23,150
2023,411W,N,0,0,0,38,19,17,3,17,21,0,3,16
2023,411W,R,0,0,0,285,99,177,9,66,220,9,10,79
2023,411W,SUM,0,0,0,323,117,194,12,82,241,9,13,95
2023,412,N,0,0,0,41,18,23,0,6,34,5,2,11
2023,412,R,0,0,0,138,64,71,3,7,132,0,22,42
2023,412,SUM,0,0,0,179,81,94,3,13,166,5,24,53
2023,413,N,0,0,0,93,65,28,0,35,58,0,22,43
2023,413,R,0,0,0,255,138,108,9,33,222,3,69,66
2023,413,SUM,0,0,0,348,203,136,9,68,280,3,91,109
2023,415,N,0,0,0,0,0,0,0,0,0,0,0,0
2023,415,R,0,0,0,12,3,6,3,0,12,0,3,0
2023,415,SUM,0,0,0,12,3,6,3,0,12,0,3,0
2023,416,N,0,0,0,263,181,82,0,49,214,0,99,81
2023,416,R,0,0,0,327,154,170,3,51,272,0,57,97
2023,416,SUM,0,0,0,589,334,252,3,100,486,0,157,178
2023,417,N,0,0,0,46,25,21,0,21,25,0,1,24
2023,417,R,0,0,0,200,80,113,6,53,147,0,19,61
2023,417,SUM,0,0,0,245,105,134,6,73,172,0,20,85
2023,418,N,0,0,0,41,24,17,0,16,25,0,14,11
2023,418,R,0,0,0,67,33,33,0,6,61,0,18,15
2023,418,SUM,0,0,0,108,58,50,0,22,85,0,32,26
2023,419,N,0,0,0,19,3,14,3,3,17,0,0,3
2023,419,R,0,0,0,39,27,12,0,6,33,0,12,15
2023,419,SUM,0,0,0,59,30,26,3,9,50,0,12,18
2023,420,N,0,0,0,3,0,3,0,0,3,0,0,0
2023,420,R,0,0,0,34,12,22,0,0,34,0,7,6
2023,420,SUM,0,0,0,37,12,25,0,0,37,0,7,6
2023,421,N,0,0,0,38,33,6,0,8,30,0,8,24
2023,421,R,0,0,0,116,63,49,3,12,104,9,12,42
2023,421,SUM,0,0,0,154,96,55,3,20,134,9,20,67
2023,422,N,0,0,0,36,16,19,0,4,31,3,8,5
2023,422,R,0,0,0,73,35,38,0,12,61,3,11,21
2023,422,SUM,0,0,0,109,51,58,0,16,93,6,19,26
2023,424,N,0,0,0,5,5,0,0,0,5,0,3,3
2023,424,R,0,0,0,6,6,0,0,0,6,3,0,3
2023,424,SUM,0,0,0,11,11,0,0,0,11,3,3,6
2023,425,N,0,0,0,22,16,6,0,3,19,0,11,5
2023,425,R,0,0,0,44,18,26,0,0,44,0,9,9
2023,425,SUM,0,0,0,66,34,32,0,3,63,0,20,14
2023,426,N,0,0,0,35,12,23,0,0,35,0,7,5
2023,426,R,0,0,0,71,32,36,3,7,64,0,7,25
2023,426,SUM,0,0,0,106,45,58,3,7,99,0,14,31
2023,441,N,0,0,0,0,0,0,0,0,0,0,0,0
2023,441,R,0,0,0,75,25,48,3,6,63,0,7,17
2023,441,SUM,0,0,0,75,25,48,3,6,63,0,7,17
2023,442,N,0,0,0,14,14,0,0,3,11,0,3,11
2023,442,R,0,0,0,38,30,6,2,6,32,0,9,21
2023,442,SUM,0,0,0,52,44,6,2,9,43,0,12,32
2023,444,N,0,0,0,5,5,0,0,0,5,0,3,3
2023,444,R,0,0,0,12,3,9,0,0,12,0,0,3
2023,444,SUM,0,0,0,18,8,9,0,0,18,0,3,6
2023,445,N,0,0,0,91,68,23,0,14,77,0,16,51
2023,445,R,0,0,0,291,102,189,0,26,265,0,18,84
2023,445,SUM,0,0,0,382,170,213,0,40,342,0,34,135
2023,446,N,0,0,0,177,130,48,0,33,142,0,81,49
2023,446,R,0,0,0,254,103,142,9,27,227,3,48,51
2023,446,SUM,0,0,0,432,232,190,9,60,369,3,130,100
2023,447,N,0,0,0,16,16,0,0,8,8,0,2,14
2023,447,R,0,0,0,270,93,171,6,33,237,0,17,76
2023,447,SUM,0,0,0,286,109,171,6,41,245,0,19,90
2023,448,N,0,0,0,54,34,18,3,27,27,0,15,19
2023,448,R,0,0,0,89,45,41,3,9,80,0,18,27
2023,448,SUM,0,0,0,143,79,59,6,36,107,0,33,46
2023,450,N,0,0,0,9,3,6,0,0,9,0,0,3
2023,450,R,0,0,0,52,27,25,0,15,37,0,15,12
2023,450,SUM,0,0,0,61,30,31,0,15,46,0,15,15
2023,451,N,0,0,0,6,3,3,0,3,3,0,0,3
2023,451,R,0,0,0,24,12,12,0,0,24,0,6,6
2023,451,SUM,0,0,0,30,15,15,0,3,27,0,6,9
2023,452,N,0,0,0,133,70,62,0,16,116,0,41,30
2023,452,R,0,0,0,152,51,98,3,9,143,0,27,24
2023,452,SUM,0,0,0,284,122,160,3,25,259,0,68,54
2023,455,N,0,0,0,11,7,4,0,2,9,0,2,5
2023,455,R,0,0,0,90,23,67,0,7,83,0,8,15
2023,455,SUM,0,0,0,101,29,71,0,9,92,0,10,20
2023,471,N,0,0,0,6,3,3,0,0,6,0,3,0
2023,471,R,0,0,0,21,18,3,0,3,18,3,6,9
2023,471,SUM,0,0,0,26,20,6,0,3,24,3,8,9
2023,4XX,N,0,0,0,21,12,9,0,7,14,0,7,5
2023,4XX,R,0,0,0,30,18,12,0,6,24,3,6,9
2023,4XX,SUM,0,0,0,51,30,21,0,13,38,3,13,14
2023,502,N,0,0,0,20,7,13,0,6,15,0,4,4
2023,502,R,0,0,0,95,43,52,0,19,76,0,12,31
2023,502,SUM,0,0,0,115,50,65,0,24,91,0,16,34
2023,515,N,0,0,0,41,27,14,0,5,36,3,11,14
2023,515,R,0,0,0,227,124,94,9,15,212,15,42,67
2023,515,SUM,0,0,0,268,151,108,9,21,248,18,53,80
2023,525,N,0,0,0,148,87,62,0,14,135,3,38,46
2023,525,R,0,0,0,385,175,197,12,36,348,21,76,75
2023,525,SUM,0,0,0,533,262,259,12,50,483,24,114,121
2023,535E,N,0,0,0,115,14,99,2,12,103,0,5,9
2023,535E,R,0,0,0,283,70,203,9,34,248,3,27,40
2023,535E,SUM,0,0,0,397,84,302,11,47,351,3,32,49
2023,535W,N,0,0,0,48,18,31,0,10,38,0,5,12
2023,535W,R,0,0,0,182,31,132,19,13,169,3,6,19
2023,535W,SUM,0,0,0,230,49,162,19,23,207,3,12,31
2023,540,N,0,0,0,104,35,57,11,20,84,8,22,5
2023,540,R,0,0,0,195,70,112,13,17,178,9,37,24
2023,540,SUM,0,0,0,299,105,170,24,37,262,18,58,30
2023,555,N,0,0,0,5,5,0,0,0,5,0,3,3
2023,555,R,0,0,0,24,19,5,0,9,15,0,3,16
2023,555,SUM,0,0,0,30,25,5,0,9,20,0,6,19
2023,565,N,0,0,0,8,3,6,0,0,8,0,3,0
2023,565,R,0,0,0,30,12,18,0,0,30,3,9,0
2023,565,SUM,0,0,0,39,15,24,0,0,39,3,12,0
2023,575,N,0,0,0,42,19,23,0,5,36,3,11,5
2023,575,R,0,0,0,174,70,101,3,6,164,7,30,33
2023,575,SUM,0,0,0,215,89,124,3,12,200,9,41,39
2023,580N,N,0,0,0,211,124,87,0,46,165,8,54,62
2023,580N,R,0,0,0,332,148,181,3,36,296,18,67,64
2023,580N,SUM,0,0,0,544,272,269,3,83,461,26,121,125
2023,580S,N,0,0,0,52,38,14,0,8,44,0,11,27
2023,580S,R,0,0,0,214,85,129,0,18,195,6,42,37
2023,580S,SUM,0,0,0,266,123,143,0,27,239,6,53,64
2023,590,N,0,0,0,181,93,85,3,60,120,8,17,68
2023,590,R,0,0,0,471,207,260,3,84,386,24,29,155
2023,590,SUM,0,0,0,651,300,345,6,144,507,32,46,223
2023,5XX,N,0,0,0,30,19,11,0,8,22,0,8,11
2023,5XX,R,0,0,0,28,13,12,3,16,12,0,0,13
2023,5XX,SUM,0,0,0,58,32,24,3,24,34,0,8,23
2023,600,N,0,0,0,0,0,0,0,0,0,0,0,0
2023,600,R,0,0,0,9,3,6,0,3,6,0,3,0
2023,600,SUM,0,0,0,9,3,6,0,3,6,0,3,0
2023,620,N,0,0,0,21,10,10,2,13,8,2,2,6
2023,620,R,0,0,0,71,36,35,0,24,46,6,16,13
2023,620,SUM,0,0,0,92,46,45,2,37,55,8,18,20
2023,621,N,0,0,0,11,4,7,0,5,6,0,0,4
2023,621,R,0,0,0,115,67,44,4,42,74,2,15,51
2023,621,SUM,0,0,0,126,72,51,4,46,80,2,15,55
2023,622,N,0,0,0,19,7,9,3,5,14,0,1,6
2023,622,R,0,0,0,134,83,49,2,41,93,2,11,70
2023,622,SUM,0,0,0,152,90,57,5,46,107,2,12,75
2023,630,N,0,0,0,2,2,0,0,2,0,2,0,0
2023,630,R,0,0,0,57,29,28,0,17,39,2,12,14
2023,630,SUM,0,0,0,59,31,28,0,19,39,4,12,14
2023,640,N,0,0,0,5,3,3,0,3,3,0,3,0
2023,640,R,0,0,0,9,9,0,0,0,9,0,6,3
2023,640,SUM,0,0,0,14,12,3,0,3,12,0,9,3
2023,650,N,0,0,0,0,0,0,0,0,0,0,0,0
2023,650,R,0,0,0,6,3,3,0,0,6,0,0,3
2023,650,SUM,0,0,0,6,3,3,0,0,6,0,0,3
2023,652,N,0,0,0,0,0,0,0,0,0,0,0,0
2023,652,R,0,0,0,3,3,0,0,3,0,0,3,0
2023,652,SUM,0,0,0,3,3,0,0,3,0,0,3,0
2023,670,N,0,0,0,3,0,3,0,0,3,0,0,0
2023,670,R,0,0,0,0,0,0,0,0,0,0,0,0
2023,670,SUM,0,0,0,3,0,3,0,0,3,0,0,0
2023,690,N,0,0,0,23,8,15,0,1,22,0,0,8
2023,690,R,0,0,0,186,59,111,15,13,171,0,10,50
2023,690,SUM,0,0,0,209,67,127,15,15,192,0,10,58
2023,6XX,R,0,0,0,4,0,4,0,0,4,0,0,0
2023,6XX,SUM,0,0,0,4,0,4,0,0,4,0,0,0
2023,700,N,0,0,0,93,34,54,4,29,64,0,5,30
2023,700,R,0,0,0,426,195,225,6,99,324,4,42,145
2023,700,SUM,0,0,0,518,229,279,10,128,388,4,47,175
2023,701E,N,0,0,0,20,13,7,0,4,16,3,3,8
2023,701E,R,0,0,0,71,45,26,0,6,65,3,18,24
2023,701E,SUM,0,0,0,92,59,33,0,10,82,6,21,32
2023,701W,N,0,0,0,15,13,2,0,10,5,0,3,10
2023,701W,R,0,0,0,27,12,15,0,6,21,3,3,6
2023,701W,SUM,0,0,0,42,24,18,0,16,26,3,5,16
2023,702,N,0,0,0,31,11,20,0,6,25,3,0,9
2023,702,R,0,0,0,153,47,106,0,18,134,3,6,37
2023,702,SUM,0,0,0,184,58,126,0,24,159,6,6,46
2023,703,N,0,0,0,17,11,6,0,3,14,0,3,8
2023,703,R,0,0,0,78,54,23,0,15,62,3,27,24
2023,703,SUM,0,0,0,94,65,29,0,18,76,3,30,32
2023,704,N,0,0,0,96,26,64,5,19,77,7,3,16
2023,704,R,0,0,0,301,140,143,19,60,239,27,35,78
2023,704,SUM,0,0,0,396,166,207,24,78,316,35,38,94
