id,year,hunt_code,success_rate,satisfaction,days_hunted,licenses_sold,source_file
1,2016,DER-1-100,26.0,3.3,3.5,2.0,2016_2017-Deer-Harvest-Report.pdf
2,2016,DER-1-101,61.0,3.4,2.8,40.0,2016_2017-Deer-Harvest-Report.pdf
3,2016,DER-2-103,16.0,3.3,7.8,40.0,2016_2017-Deer-Harvest-Report.pdf
4,2016,DER-2-104,32.0,3.1,7.5,80.0,2016_2017-Deer-Harvest-Report.pdf
5,2016,DER-3-107,37.0,3.1,3.9,3.0,2016_2017-Deer-Harvest-Report.pdf
6,2016,DER-1-102,58.0,4.1,2.4,2222222222.0,2016_2017-Deer-Harvest-Report.pdf
7,2016,DER-2-118,7.0,2.9,4.4,20.0,2016_2017-Deer-Harvest-Report.pdf
8,2016,DER-2-119,45.0,3.6,5.2,50.0,2016_2017-Deer-Harvest-Report.pdf
9,2016,DER-3-122,23.0,3.0,4.3,3.0,2016_2017-Deer-Harvest-Report.pdf
10,2016,DER-3-123,21.0,2.9,3.3,3.0,2016_2017-Deer-Harvest-Report.pdf
11,2016,DER-1-113,33.0,3.6,3.4,10.0,2016_2017-Deer-Harvest-Report.pdf
12,2016,DER-2-127,36.0,3.8,5.8,50.0,2016_2017-Deer-Harvest-Report.pdf
13,2016,DER-3-129,45.0,3.3,5.0,3.0,2016_2017-Deer-Harvest-Report.pdf
14,2016,DER-1-134,50.0,4.7,1.3,6.0,2016_2017-Deer-Harvest-Report.pdf
15,2016,DER-1-135,45.0,3.3,3.3,444444444.0,2016_2017-Deer-Harvest-Report.pdf
16,2016,DER-3-148,46.0,3.7,3.5,99.0,2016_2017-Deer-Harvest-Report.pdf
17,2016,DER-2-150,44.0,2.4,6.1,10.0,2016_2017-Deer-Harvest-Report.pdf
18,2016,DER-3-151,60.0,3.1,3.6,3.0,2016_2017-Deer-Harvest-Report.pdf
19,2016,DER-1-154,11.0,2.7,3.0,10.0,2016_2017-Deer-Harvest-Report.pdf
20,2016,DER-3-157,20.0,3.8,4.3,3.0,2016_2017-Deer-Harvest-Report.pdf
21,2016,DER-1-161,40.0,3.4,4.4,11.0,2016_2017-Deer-Harvest-Report.pdf
22,2016,DER-1-162,33.0,2.3,3.2,20.0,2016_2017-Deer-Harvest-Report.pdf
23,2016,DER-2-163,16.0,3.1,10.2,120.0,2016_2017-Deer-Harvest-Report.pdf
24,2016,DER-3-164,32.0,3.1,3.7,0.0,2016_2017-Deer-Harvest-Report.pdf
25,2016,DER-1-158,61.0,3.3,3.6,11111111111111.0,2016_2017-Deer-Harvest-Report.pdf
26,2016,DER-1-159,25.0,3.3,3.8,2.0,2016_2017-Deer-Harvest-Report.pdf
27,2016,DER-2-166,6.0,2.1,8.0,25.0,2016_2017-Deer-Harvest-Report.pdf
28,2016,DER-3-167,7.0,2.7,4.2,3.0,2016_2017-Deer-Harvest-Report.pdf
29,2016,DER-1-170,36.0,3.5,4.0,11.0,2016_2017-Deer-Harvest-Report.pdf
30,2016,DER-2-171,14.0,3.3,7.5,200.0,2016_2017-Deer-Harvest-Report.pdf
31,2016,DER-3-172,22.0,3.0,3.4,2.0,2016_2017-Deer-Harvest-Report.pdf
32,2016,DER-1-168,20.0,3.3,3.0,11111111111.0,2016_2017-Deer-Harvest-Report.pdf
33,2016,DER-2-174,75.0,4.0,5.9,30.0,2016_2017-Deer-Harvest-Report.pdf
34,2016,DER-3-175,51.0,3.7,4.3,3.0,2016_2017-Deer-Harvest-Report.pdf
35,2016,DER-3-177,25.0,3.1,3.6,2.0,2016_2017-Deer-Harvest-Report.pdf
36,2016,DER-3-178,24.0,3.0,3.7,555555.0,2016_2017-Deer-Harvest-Report.pdf
37,2016,DER-2-183,18.0,3.3,6.5,6666666666.0,2016_2017-Deer-Harvest-Report.pdf
38,2016,DER-3-184,27.0,3.4,3.6,1111111111.0,2016_2017-Deer-Harvest-Report.pdf
39,2016,DER-2-189,37.0,3.9,6.3,73.0,2016_2017-Deer-Harvest-Report.pdf
40,2016,DER-3-190,52.0,3.6,3.1,2.0,2016_2017-Deer-Harvest-Report.pdf
41,2016,DER-1-185,42.0,3.6,3.2,1111111111111.0,2016_2017-Deer-Harvest-Report.pdf
42,2016,DER-1-186,75.0,3.9,2.8,23.0,2016_2017-Deer-Harvest-Report.pdf
43,2016,DER-1-191,28.0,2.8,3.3,70.0,2016_2017-Deer-Harvest-Report.pdf
44,2016,DER-3-194,30.0,3.0,3.4,88888888.0,2016_2017-Deer-Harvest-Report.pdf
45,2016,DER-1-197,25.0,3.2,3.4,90.0,2016_2017-Deer-Harvest-Report.pdf
46,2016,DER-3-200,16.0,2.9,3.2,0.0,2016_2017-Deer-Harvest-Report.pdf
47,2016,DER-1-203,48.0,3.4,3.3,11.0,2016_2017-Deer-Harvest-Report.pdf
48,2016,DER-2-204,16.0,3.1,6.4,500.0,2016_2017-Deer-Harvest-Report.pdf
49,2016,DER-3-205,16.0,3.0,3.5,2.0,2016_2017-Deer-Harvest-Report.pdf
50,2016,DER-1-201,39.0,3.8,3.4,22222222222.0,2016_2017-Deer-Harvest-Report.pdf
51,2016,DER-1-208,12.0,3.4,3.9,11.0,2016_2017-Deer-Harvest-Report.pdf
52,2016,DER-2-209,16.0,3.2,6.0,50.0,2016_2017-Deer-Harvest-Report.pdf
53,2016,DER-3-210,27.0,3.0,3.9,222222222.0,2016_2017-Deer-Harvest-Report.pdf
54,2016,DER-2-221,20.0,3.2,7.5,256.0,2016_2017-Deer-Harvest-Report.pdf
55,2016,DER-2-222,16.0,3.0,6.3,150.0,2016_2017-Deer-Harvest-Report.pdf
56,2016,DER-2-223,38.0,3.8,5.8,50.0,2016_2017-Deer-Harvest-Report.pdf
57,2016,DER-2-224,6.0,3.3,6.3,50.0,2016_2017-Deer-Harvest-Report.pdf
58,2016,DER-3-225,21.0,3.0,3.5,2.0,2016_2017-Deer-Harvest-Report.pdf
59,2016,DER-3-226,27.0,3.1,3.6,2.222222222222222e+30,2016_2017-Deer-Harvest-Report.pdf
60,2016,DER-3-227,28.0,3.0,3.6,2.0,2016_2017-Deer-Harvest-Report.pdf
61,2016,DER-3-228,28.0,3.1,3.4,2.0,2016_2017-Deer-Harvest-Report.pdf
62,2016,DER-1-211,53.0,3.6,3.1,38.0,2016_2017-Deer-Harvest-Report.pdf
63,2016,DER-1-212,43.0,3.1,3.1,55.0,2016_2017-Deer-Harvest-Report.pdf
64,2016,DER-1-213,0.0,2.5,3.5,4.0,2016_2017-Deer-Harvest-Report.pdf
65,2016,DER-1-214,67.0,4.0,5.3,4.0,2016_2017-Deer-Harvest-Report.pdf
66,2016,DER-1-215,63.0,3.4,2.6,11.0,2016_2017-Deer-Harvest-Report.pdf
67,2016,DER-1-229,30.0,3.0,3.4,400.0,2016_2017-Deer-Harvest-Report.pdf
68,2016,DER-1-230,12.0,2.7,3.5,400.0,2016_2017-Deer-Harvest-Report.pdf
69,2016,DER-1-231,18.0,2.6,3.7,100.0,2016_2017-Deer-Harvest-Report.pdf
70,2016,DER-1-232,19.0,2.9,4.2,50.0,2016_2017-Deer-Harvest-Report.pdf
71,2016,DER-2-235,35.0,3.6,7.2,200.0,2016_2017-Deer-Harvest-Report.pdf
72,2016,DER-2-236,21.0,3.1,6.5,100.0,2016_2017-Deer-Harvest-Report.pdf
73,2016,DER-3-237,26.0,3.0,3.2,2.0,2016_2017-Deer-Harvest-Report.pdf
74,2016,DER-3-238,16.0,2.9,3.5,2.0,2016_2017-Deer-Harvest-Report.pdf
75,2016,DER-1-229,60.0,3.8,3.2,2.2222222222222223e+20,2016_2017-Deer-Harvest-Report.pdf
76,2016,DER-1-230,63.0,3.4,2.8,45.0,2016_2017-Deer-Harvest-Report.pdf
77,2016,DER-1-231,0.0,3.0,5.0,1.0,2016_2017-Deer-Harvest-Report.pdf
78,2016,DER-1-232,0.0,4.0,0.0,4.0,2016_2017-Deer-Harvest-Report.pdf
79,2016,DER-3-242,13.0,2.9,2.9,55555555.0,2016_2017-Deer-Harvest-Report.pdf
80,2016,DER-3-246,23.0,2.8,2.9,2.0,2016_2017-Deer-Harvest-Report.pdf
81,2016,DER-1-243,78.0,3.2,3.1,222222222.0,2016_2017-Deer-Harvest-Report.pdf
82,2016,DER-1-251,58.0,3.9,4.1,11.0,2016_2017-Deer-Harvest-Report.pdf
83,2016,DER-2-252,20.0,3.5,6.4,50.0,2016_2017-Deer-Harvest-Report.pdf
84,2016,DER-2-253,6.0,3.1,5.0,40.0,2016_2017-Deer-Harvest-Report.pdf
85,2016,DER-3-254,19.0,3.1,3.4,222222222222222.0,2016_2017-Deer-Harvest-Report.pdf
86,2016,DER-3-255,29.0,3.1,3.2,2.0,2016_2017-Deer-Harvest-Report.pdf
87,2016,DER-1-247,67.0,4.3,3.0,7.0,2016_2017-Deer-Harvest-Report.pdf
88,2016,DER-1-258,32.0,3.2,3.2,2.0,2016_2017-Deer-Harvest-Report.pdf
89,2016,DER-3-261,31.0,3.6,3.8,99999999.0,2016_2017-Deer-Harvest-Report.pdf
90,2016,DER-2-266,29.0,3.7,7.6,250.0,2016_2017-Deer-Harvest-Report.pdf
91,2016,DER-3-267,31.0,3.3,3.6,300.0,2016_2017-Deer-Harvest-Report.pdf
92,2016,DER-1-262,46.0,3.5,3.1,3333333333333.0,2016_2017-Deer-Harvest-Report.pdf
93,2016,DER-1-263,53.0,3.5,2.7,101.0,2016_2017-Deer-Harvest-Report.pdf
94,2016,DER-1-268,51.0,3.7,3.1,450.0,2016_2017-Deer-Harvest-Report.pdf
95,2016,DER-3-271,40.0,3.7,3.2,150.0,2016_2017-Deer-Harvest-Report.pdf
96,2016,DER-1-268,70.0,4.1,2.7,333333333.0,2016_2017-Deer-Harvest-Report.pdf
97,2016,DER-1-272,33.0,3.4,3.2,2.0,2016_2017-Deer-Harvest-Report.pdf
98,2016,DER-1-273,39.0,3.6,3.1,625.0,2016_2017-Deer-Harvest-Report.pdf
99,2016,DER-2-276,26.0,3.7,6.3,200.0,2016_2017-Deer-Harvest-Report.pdf
100,2016,DER-3-277,40.0,3.4,3.3,150.0,2016_2017-Deer-Harvest-Report.pdf
101,2016,DER-1-272,61.0,3.8,2.9,3333333333333.0,2016_2017-Deer-Harvest-Report.pdf
102,2016,DER-1-273,65.0,4.0,2.7,179.0,2016_2017-Deer-Harvest-Report.pdf
103,2016,DER-3-281,28.0,3.2,3.6,140.0,2016_2017-Deer-Harvest-Report.pdf
104,2016,DER-1-278,54.0,4.0,2.8,333333333.0,2016_2017-Deer-Harvest-Report.pdf
105,2016,DER-2-288,25.0,3.4,6.3,781.0,2016_2017-Deer-Harvest-Report.pdf
106,2016,DER-3-289,32.0,3.3,3.5,444444444444.0,2016_2017-Deer-Harvest-Report.pdf
107,2016,DER-1-284,50.0,3.2,3.0,333333333333.0,2016_2017-Deer-Harvest-Report.pdf
108,2016,DER-3-294,36.0,3.2,3.2,100.0,2016_2017-Deer-Harvest-Report.pdf
109,2016,DER-3-295,48.0,3.3,3.3,666666666666.0,2016_2017-Deer-Harvest-Report.pdf
110,2016,DER-1-290,41.0,3.7,2.6,333333333333.0,2016_2017-Deer-Harvest-Report.pdf
111,2016,DER-3-299,31.0,3.5,3.3,125.0,2016_2017-Deer-Harvest-Report.pdf
112,2016,DER-1-296,62.0,3.9,3.4,333333333.0,2016_2017-Deer-Harvest-Report.pdf
113,2016,DER-3-303,13.0,2.5,4.0,100.0,2016_2017-Deer-Harvest-Report.pdf
114,2016,DER-1-300,25.0,3.3,2.9,333333333.0,2016_2017-Deer-Harvest-Report.pdf
115,2016,DER-1-304,18.0,2.5,2.8,40.0,2016_2017-Deer-Harvest-Report.pdf
116,2016,DER-3-307,33.0,3.0,3.5,29.0,2016_2017-Deer-Harvest-Report.pdf
117,2016,DER-1-304,33.0,3.0,3.0,333333333.0,2016_2017-Deer-Harvest-Report.pdf
118,2016,DER-3-311,21.0,3.1,3.2,25.0,2016_2017-Deer-Harvest-Report.pdf
119,2016,DER-1-308,56.0,3.8,2.8,444444444.0,2016_2017-Deer-Harvest-Report.pdf
120,2016,DER-1-315,50.0,4.8,1.5,6.0,2016_2017-Deer-Harvest-Report.pdf
121,2016,DER-1-316,60.0,3.4,1.5,15.0,2016_2017-Deer-Harvest-Report.pdf
122,2016,DER-2-317,43.0,3.3,6.6,10.0,2016_2017-Deer-Harvest-Report.pdf
123,2016,DER-3-318,75.0,4.2,3.2,3.0,2016_2017-Deer-Harvest-Report.pdf
124,2016,DER-1-312,71.0,3.6,2.6,444444444444444.0,2016_2017-Deer-Harvest-Report.pdf
125,2016,DER-1-313,59.0,3.6,2.9,2.0,2016_2017-Deer-Harvest-Report.pdf
126,2016,DER-1-321,80.0,4.4,2.4,10.0,2016_2017-Deer-Harvest-Report.pdf
127,2016,DER-2-322,0.0,2.7,3.6,10.0,2016_2017-Deer-Harvest-Report.pdf
128,2016,DER-3-323,17.0,2.7,4.0,3.0,2016_2017-Deer-Harvest-Report.pdf
129,2016,DER-1-319,46.0,3.3,2.9,44444444444.0,2016_2017-Deer-Harvest-Report.pdf
130,2016,DER-2-325,0.0,3.2,12.4,10.0,2016_2017-Deer-Harvest-Report.pdf
131,2016,DER-3-326,13.0,2.0,5.0,333333.0,2016_2017-Deer-Harvest-Report.pdf
132,2016,DER-2-331,23.0,3.5,7.3,150.0,2016_2017-Deer-Harvest-Report.pdf
133,2016,DER-3-332,41.0,3.5,3.8,3.0,2016_2017-Deer-Harvest-Report.pdf
134,2016,DER-1-327,32.0,3.4,3.1,4444444444444.0,2016_2017-Deer-Harvest-Report.pdf
135,2016,DER-1-328,38.0,3.5,3.4,2.0,2016_2017-Deer-Harvest-Report.pdf
136,2016,DER-3-336,54.0,3.5,3.4,3.0,2016_2017-Deer-Harvest-Report.pdf
137,2016,DER-1-333,54.0,3.3,2.8,444444444.0,2016_2017-Deer-Harvest-Report.pdf
138,2016,DER-1-337,36.0,3.1,3.7,30.0,2016_2017-Deer-Harvest-Report.pdf
139,2016,DER-3-340,41.0,3.9,3.9,88888888.0,2016_2017-Deer-Harvest-Report.pdf
140,2016,DER-1-342,35.0,2.9,3.5,2.0,2016_2017-Deer-Harvest-Report.pdf
141,2016,DER-2-343,25.0,3.2,7.3,100.0,2016_2017-Deer-Harvest-Report.pdf
142,2016,DER-1-345,28.0,3.2,3.5,2.0,2016_2017-Deer-Harvest-Report.pdf
143,2016,DER-2-346,0.0,2.3,8.5,5.0,2016_2017-Deer-Harvest-Report.pdf
144,2016,DER-1-350,54.0,3.2,2.7,2.0,2016_2017-Deer-Harvest-Report.pdf
145,2016,DER-2-351,0.0,2.8,8.0,10.0,2016_2017-Deer-Harvest-Report.pdf
146,2016,DER-3-355,30.0,3.7,4.1,5555555.0,2016_2017-Deer-Harvest-Report.pdf
147,2016,DER-1-357,35.0,3.2,3.7,85.0,2016_2017-Deer-Harvest-Report.pdf
148,2016,DER-2-358,27.0,3.3,6.9,90.0,2016_2017-Deer-Harvest-Report.pdf
149,2016,DER-1-361,20.0,3.0,3.6,5.0,2016_2017-Deer-Harvest-Report.pdf
150,2016,DER-1-364,11.0,2.7,3.9,2.0,2016_2017-Deer-Harvest-Report.pdf
151,2016,DER-1-463,50.0,4.2,2.6,5555555555.0,2016_2017-Deer-Harvest-Report.pdf
152,2016,DER-1-365,67.0,2.9,3.4,15.0,2016_2017-Deer-Harvest-Report.pdf
153,2016,DER-1-366,33.0,2.8,3.0,2.0,2016_2017-Deer-Harvest-Report.pdf
154,2016,DER-1-367,50.0,4.3,3.3,10.0,2016_2017-Deer-Harvest-Report.pdf
155,2016,DER-2-368,38.0,2.5,7.3,10.0,2016_2017-Deer-Harvest-Report.pdf
156,2016,DER-3-369,30.0,3.1,3.3,3.0,2016_2017-Deer-Harvest-Report.pdf
157,2016,DER-1-365,78.0,4.8,2.9,55555555555.0,2016_2017-Deer-Harvest-Report.pdf
158,2016,DER-1-373,89.0,4.2,2.0,10.0,2016_2017-Deer-Harvest-Report.pdf
159,2016,DER-2-374,38.0,3.6,6.0,15.0,2016_2017-Deer-Harvest-Report.pdf
160,2016,DER-2-375,50.0,3.7,8.4,20.0,2016_2017-Deer-Harvest-Report.pdf
161,2016,DER-3-376,58.0,3.8,3.0,77777777777777.0,2016_2017-Deer-Harvest-Report.pdf
162,2016,DER-1-370,78.0,4.2,2.6,55555555555555.0,2016_2017-Deer-Harvest-Report.pdf
163,2016,DER-1-371,55.0,3.7,3.0,2.0,2016_2017-Deer-Harvest-Report.pdf
164,2016,DER-1-380,60.0,3.3,2.8,10.0,2016_2017-Deer-Harvest-Report.pdf
165,2016,DER-1-381,40.0,3.2,2.2,15.0,2016_2017-Deer-Harvest-Report.pdf
166,2016,DER-2-382,0.0,2.6,5.6,10.0,2016_2017-Deer-Harvest-Report.pdf
167,2016,DER-3-383,75.0,3.8,2.4,3.0,2016_2017-Deer-Harvest-Report.pdf
168,2016,DER-1-377,73.0,3.3,2.8,555555555555555.0,2016_2017-Deer-Harvest-Report.pdf
169,2016,DER-1-378,76.0,3.7,2.9,2.0,2016_2017-Deer-Harvest-Report.pdf
170,2016,DER-1-387,50.0,3.5,3.0,5.0,2016_2017-Deer-Harvest-Report.pdf
171,2016,DER-1-388,33.0,3.8,1.7,15.0,2016_2017-Deer-Harvest-Report.pdf
172,2016,DER-2-389,0.0,1.0,2.0,10.0,2016_2017-Deer-Harvest-Report.pdf
173,2016,DER-3-390,53.0,3.2,2.5,999999.0,2016_2017-Deer-Harvest-Report.pdf
174,2016,DER-1-384,47.0,3.5,2.8,555555.0,2016_2017-Deer-Harvest-Report.pdf
175,2016,DER-1-385,59.0,4.3,2.8,2.0,2016_2017-Deer-Harvest-Report.pdf
176,2016,ELK-2-100,22.0,3.69,7.68,120.0,2016-Elk-Harvest-Report.pdf
177,2016,ELK-2-101,22.0,3.72,5.92,120.0,2016-Elk-Harvest-Report.pdf
178,2016,ELK-3-102,41.0,3.84,3.61,126.0,2016-Elk-Harvest-Report.pdf
179,2016,ELK-1-105,,3.0,9.0,5.0,2016-Elk-Harvest-Report.pdf
180,2016,ELK-2-106,25.0,3.5,3.5,5.0,2016-Elk-Harvest-Report.pdf
181,2016,ELK-2-107,33.0,2.67,6.33,5.0,2016-Elk-Harvest-Report.pdf
182,2016,ELK-1-108,11.0,3.22,3.56,10.0,2016-Elk-Harvest-Report.pdf
183,2016,ELK-1-109,20.0,2.6,3.0,10.0,2016-Elk-Harvest-Report.pdf
184,2016,ELK-1-110,40.0,3.6,2.8,10.0,2016-Elk-Harvest-Report.pdf
185,2016,ELK-1-111,0.0,3.44,3.67,10.0,2016-Elk-Harvest-Report.pdf
186,2016,ELK-1-112,75.0,4.5,3.88,5.0,2016-Elk-Harvest-Report.pdf
187,2016,ELK-1-113,43.0,3.57,2.57,10.0,2016-Elk-Harvest-Report.pdf
188,2016,ELK-1-114,22.0,2.89,3.67,2.0,2016-Elk-Harvest-Report.pdf
189,2016,ELK-1-115,80.0,3.8,3.2,2.0,2016-Elk-Harvest-Report.pdf
190,2016,ELK-2-124,6.0,2.56,7.42,160.0,2016-Elk-Harvest-Report.pdf
191,2016,ELK-2-125,6.0,2.22,6.75,159.0,2016-Elk-Harvest-Report.pdf
192,2016,ELK-3-128,9.0,2.38,3.78,70.0,2016-Elk-Harvest-Report.pdf
193,2016,ELK-3-129,29.0,2.35,4.24,2.0,2016-Elk-Harvest-Report.pdf
194,2016,ELK-3-130,5.0,2.31,3.42,76.0,2016-Elk-Harvest-Report.pdf
195,2016,ELK-3-131,10.0,2.17,3.66,45.0,2016-Elk-Harvest-Report.pdf
196,2016,ELK-3-132,6.0,2.5,3.44,42.0,2016-Elk-Harvest-Report.pdf
197,2016,ELK-3-506,17.0,3.83,3.0,6.0,2016-Elk-Harvest-Report.pdf
198,2016,ELK-3-507,75.0,3.75,2.75,4.0,2016-Elk-Harvest-Report.pdf
199,2016,ELK-2-133,7.0,3.13,7.65,125.0,2016-Elk-Harvest-Report.pdf
200,2016,ELK-2-134,16.0,3.2,6.57,126.0,2016-Elk-Harvest-Report.pdf
201,2016,ELK-3-135,16.0,3.3,3.98,70.0,2016-Elk-Harvest-Report.pdf
202,2016,ELK-1-136,15.0,3.58,3.87,71.0,2016-Elk-Harvest-Report.pdf
203,2016,ELK-1-508,31.0,3.16,2.97,35.0,2016-Elk-Harvest-Report.pdf
204,2016,ELK-1-149,86.0,4.21,2.5,15.0,2016-Elk-Harvest-Report.pdf
205,2016,ELK-1-150,83.0,3.46,3.38,15.0,2016-Elk-Harvest-Report.pdf
206,2016,ELK-1-151,33.0,4.0,2.78,10.0,2016-Elk-Harvest-Report.pdf
207,2016,ELK-1-152,50.0,3.6,3.3,15.0,2016-Elk-Harvest-Report.pdf
208,2016,ELK-2-153,17.0,3.56,8.09,75.0,2016-Elk-Harvest-Report.pdf
209,2016,ELK-2-154,17.0,3.35,6.39,75.0,2016-Elk-Harvest-Report.pdf
210,2016,ELK-1-155,22.0,3.3,4.07,86.0,2016-Elk-Harvest-Report.pdf
211,2016,ELK-1-156,25.0,3.58,3.94,59.0,2016-Elk-Harvest-Report.pdf
212,2016,ELK-1-157,25.0,3.51,3.87,86.0,2016-Elk-Harvest-Report.pdf
213,2016,ELK-1-158,26.0,3.15,3.83,2.0,2016-Elk-Harvest-Report.pdf
214,2016,ELK-1-159,31.0,3.31,3.83,5.0,2016-Elk-Harvest-Report.pdf
215,2016,ELK-1-160,47.0,3.71,3.78,59.0,2016-Elk-Harvest-Report.pdf
216,2016,ELK-1-161,25.0,3.31,3.85,88.0,2016-Elk-Harvest-Report.pdf
217,2016,ELK-1-501,61.0,3.61,2.56,20.0,2016-Elk-Harvest-Report.pdf
218,2016,ELK-2-162,12.0,2.88,6.57,60.0,2016-Elk-Harvest-Report.pdf
219,2016,ELK-2-163,18.0,2.84,6.27,55.0,2016-Elk-Harvest-Report.pdf
220,2016,ELK-1-164,28.0,3.24,3.77,120.0,2016-Elk-Harvest-Report.pdf
221,2016,ELK-1-165,47.0,3.47,3.38,41.0,2016-Elk-Harvest-Report.pdf
222,2016,ELK-1-527,85.0,4.46,1.57,60.0,2016-Elk-Harvest-Report.pdf
223,2016,ELK-2-168,28.0,3.54,6.51,181.0,2016-Elk-Harvest-Report.pdf
224,2016,ELK-2-169,36.0,3.85,6.03,181.0,2016-Elk-Harvest-Report.pdf
225,2016,ELK-3-176,44.0,3.5,3.44,145.0,2016-Elk-Harvest-Report.pdf
226,2016,ELK-1-170,27.0,3.75,3.85,220.0,2016-Elk-Harvest-Report.pdf
227,2016,ELK-1-171,31.0,3.48,3.71,220.0,2016-Elk-Harvest-Report.pdf
228,2016,ELK-1-172,22.0,3.14,3.85,220.0,2016-Elk-Harvest-Report.pdf
229,2016,ELK-1-175,33.0,3.4,3.6,252.0,2016-Elk-Harvest-Report.pdf
230,2016,ELK-1-528,56.0,3.79,2.71,75.0,2016-Elk-Harvest-Report.pdf
231,2016,ELK-1-529,64.0,3.94,2.83,75.0,2016-Elk-Harvest-Report.pdf
232,2016,ELK-2-177,27.0,3.53,6.4,231.0,2016-Elk-Harvest-Report.pdf
233,2016,ELK-2-178,19.0,3.56,6.04,231.0,2016-Elk-Harvest-Report.pdf
234,2016,ELK-3-179,27.0,3.05,3.55,50.0,2016-Elk-Harvest-Report.pdf
235,2016,ELK-3-180,37.0,3.61,3.63,120.0,2016-Elk-Harvest-Report.pdf
236,2016,ELK-3-181,13.0,3.37,3.97,50.0,2016-Elk-Harvest-Report.pdf
237,2016,ELK-1-182,30.0,3.48,3.61,231.0,2016-Elk-Harvest-Report.pdf
238,2016,ELK-1-185,31.0,3.44,3.15,56.0,2016-Elk-Harvest-Report.pdf
239,2016,ELK-1-186,38.0,3.34,3.41,70.0,2016-Elk-Harvest-Report.pdf
240,2016,ELK-1-187,54.0,3.74,2.87,115.0,2016-Elk-Harvest-Report.pdf
241,2016,ELK-1-530,66.0,4.38,2.4,50.0,2016-Elk-Harvest-Report.pdf
242,2016,ELK-2-188,20.0,3.75,6.81,150.0,2016-Elk-Harvest-Report.pdf
243,2016,ELK-2-189,31.0,4.04,5.74,100.0,2016-Elk-Harvest-Report.pdf
244,2016,ELK-3-190,41.0,3.97,3.72,104.0,2016-Elk-Harvest-Report.pdf
245,2016,ELK-1-191,28.0,3.39,3.54,100.0,2016-Elk-Harvest-Report.pdf
246,2016,ELK-1-192,27.0,3.51,3.9,100.0,2016-Elk-Harvest-Report.pdf
247,2016,ELK-1-193,29.0,3.37,3.46,6.0,2016-Elk-Harvest-Report.pdf
248,2016,ELK-1-502,51.0,3.93,2.53,50.0,2016-Elk-Harvest-Report.pdf
249,2016,ELK-1-503,64.0,4.05,2.5,50.0,2016-Elk-Harvest-Report.pdf
250,2016,ELK-2-194,42.0,4.05,6.63,20.0,2016-Elk-Harvest-Report.pdf
251,2016,ELK-2-195,70.0,4.75,6.2,20.0,2016-Elk-Harvest-Report.pdf
252,2016,ELK-3-196,80.0,4.73,2.47,16.0,2016-Elk-Harvest-Report.pdf
253,2016,ELK-1-197,83.0,4.67,2.67,16.0,2016-Elk-Harvest-Report.pdf
254,2016,ELK-1-201,27.0,3.93,3.23,35.0,2016-Elk-Harvest-Report.pdf
255,2016,ELK-1-202,24.0,2.85,3.15,35.0,2016-Elk-Harvest-Report.pdf
256,2016,ELK-1-203,47.0,3.38,3.06,35.0,2016-Elk-Harvest-Report.pdf
257,2016,ELK-2-209,16.0,3.46,7.23,150.0,2016-Elk-Harvest-Report.pdf
258,2016,ELK-2-210,15.0,3.37,5.73,108.0,2016-Elk-Harvest-Report.pdf
259,2016,ELK-3-211,27.0,3.47,3.79,156.0,2016-Elk-Harvest-Report.pdf
260,2016,ELK-1-212,26.0,3.39,3.85,110.0,2016-Elk-Harvest-Report.pdf
261,2016,ELK-1-213,26.0,3.27,3.73,110.0,2016-Elk-Harvest-Report.pdf
262,2016,ELK-1-504,23.0,2.98,3.25,50.0,2016-Elk-Harvest-Report.pdf
263,2016,ELK-1-505,64.0,3.87,2.45,50.0,2016-Elk-Harvest-Report.pdf
264,2016,ELK-2-216,54.0,4.31,6.08,15.0,2016-Elk-Harvest-Report.pdf
265,2016,ELK-2-217,17.0,3.75,5.5,15.0,2016-Elk-Harvest-Report.pdf
266,2016,ELK-3-218,26.0,3.13,3.83,25.0,2016-Elk-Harvest-Report.pdf
267,2016,ELK-2-221,17.0,3.41,7.39,176.0,2016-Elk-Harvest-Report.pdf
268,2016,ELK-2-222,17.0,3.5,6.38,126.0,2016-Elk-Harvest-Report.pdf
269,2016,ELK-3-223,63.0,4.17,2.92,26.0,2016-Elk-Harvest-Report.pdf
270,2016,ELK-3-224,34.0,3.28,3.66,76.0,2016-Elk-Harvest-Report.pdf
271,2016,ELK-3-225,22.0,3.3,4.03,116.0,2016-Elk-Harvest-Report.pdf
272,2016,ELK-3-228,33.0,3.47,3.78,100.0,2016-Elk-Harvest-Report.pdf
273,2016,ELK-3-509,67.0,4.22,2.69,38.0,2016-Elk-Harvest-Report.pdf
274,2016,ELK-3-510,78.0,4.17,2.74,27.0,2016-Elk-Harvest-Report.pdf
275,2016,ELK-2-229,24.0,3.73,7.43,350.0,2016-Elk-Harvest-Report.pdf
276,2016,ELK-2-230,28.0,4.01,6.86,250.0,2016-Elk-Harvest-Report.pdf
277,2016,ELK-3-231,83.0,4.46,2.96,26.0,2016-Elk-Harvest-Report.pdf
278,2016,ELK-3-232,38.0,3.84,3.91,199.0,2016-Elk-Harvest-Report.pdf
279,2016,ELK-3-233,35.0,3.79,4.2,246.0,2016-Elk-Harvest-Report.pdf
280,2016,ELK-3-236,34.0,3.65,3.74,250.0,2016-Elk-Harvest-Report.pdf
281,2016,ELK-3-511,53.0,4.09,2.76,75.0,2016-Elk-Harvest-Report.pdf
